SIMULATED EQUIVALENT  """OBSERVED VALUE"""  """OBSERVATION NAME"""
-121  -10  w16_11182004
-40  -11  w16_12232004
-28  -7  w16_01272005
-49  -6  w16_02242005
-35  9  w16_03312005
-27  -6  w16_04282005
-40  -6  w16_05262005
-59  -8  w16_06302005
-106  -8  w16_07282005
-120  -8  w16_08252005
-120  -10  w16_09292005
-119  -13  w16_10272005
-107  -10  w16_11232005
-75  -6  w16_12222005
-93  -5  w16_01252006
-83  -5  w16_02222006
-45  -7  w16_03292006
-54  -11  w16_04262006
-94  8  w16_05312006
-123  -4  w16_06282006
-125  -10  w16_07262006
-120  -9  w16_09272006
-119  -10  w16_10252006
-121  -14  w16_11292006
-106  -3  w16_12272006
-85  -10  w16_01252007
-45  -10  w16_02222007
-43  -11  w16_03292007
-56  -9  w16_04262007
-91  -12  w16_05312007
-109  -15  w16_06282007
-94  -13  w16_07262007
-85  -16  w16_08302007
-82  -10  w16_09272007
-105  2  w16_10252007
-88  -10  w16_01312008
-47  -11  w16_03272008
-53  -9  w16_04242008
-69  -9  w16_05292008
-103  -10  w16_06262008
-106  -12  w16_07312008
-103  -14  w16_08282008
-102  -13  w16_09252008
-77  -14  w16_10302008
-76  -13  w16_11262008
-58  -13  w16_12182008
-25  -13  w16_01292009
-25  -10  w16_02262009
-18  -9  w16_03262009
-21  -11  w16_04302009
-43  -11  w16_05282009
-68  -12  w16_06252009
-123  -3  w16_07302009
-124  -6  w16_08272009
-116  -10  w16_09242009
-76  -5  w16_10292009
-72  -5  w16_11252009
-74  -4  w16_12312009
-85  8  w16_01282010
-42  -3  w16_02252010
-31  -4  w16_03252010
-52  -5  w16_04292010
-71  -4  w16_05282010
-84  -5  w16_06242010
-120  -5  w16_07292010
-124  -6  w16_08262010
-125  -6  w16_09302010
-115  -7  w16_10282010
-97  -7  w16_11242010
-117  -3  w16_12302010
-95  -3  w16_01272011
-108  -3  w16_02242011
-74  -8  w16_03312011
-70  -9  w16_04282011
-87  -10  w16_05262011
-113  -10  w16_06302011
-124  -4  w16_07282011
-126  -5  w16_08252011
-126  -10  w16_09292011
-126  -4  w16_10272011
-118  -4  w16_11232011
-85  -4  w16_12152011
-75  -4  w16_01262012
-71  -10  w16_02232012
-51  -12  w16_03292012
-45  -7  w16_04262012
-58  7  w16_05302012
-67  7  w16_06282012
-66  7  w16_07262012
-65  7  w16_08302012
-62  7  w16_09272012
-122  6  w16_11292012
-124  8  w16_12272012
-126  -7  w16_01312013
-59  -9  w16_02282013
-92  -11  w16_03282013
-106  -12  w16_04252013
-124  -23  w16_05302013
-127  -15  w16_06272013
-128  -10  w16_07252013
-128  -14  w16_08292013
-128  -14  w16_09262013
-117  -14  w16_10312013
-125  -14  w16_11272013
-79  -14  w16_12262013
-95  -16  w16_01302014
-56  -13  w16_02272014
-60  -12  w16_03272014
-51  -6  w16_04242014
-53  -5  w16_05292014
-68  -4  w16_06262014
-58  -4  w16_07312014
-49  -5  w16_08282014
-105  2  w16_09252014
73  65  w17_11011990
73  65  w17_11291990
73  65  w17_12271990
73  64  w17_01311991
73  64  w17_02281991
73  67  w17_03281991
73  67  w17_05021991
72  66  w17_05301991
72  66  w17_06271991
72  66  w17_08011991
72  66  w17_08291991
72  66  w17_09261991
72  65  w17_10311991
72  65  w17_11271991
73  65  w17_01021992
73  66  w17_01301992
73  67  w17_02271992
73  67  w17_04021992
73  66  w17_04301992
73  66  w17_05281992
72  66  w17_07021992
72  66  w17_07301992
72  66  w17_08271992
72  66  w17_10011992
72  66  w17_10291992
72  66  w17_11251992
71  66  w17_12311992
72  66  w17_01281993
71  66  w17_02251993
71  66  w17_04011993
71  66  w17_04291993
71  65  w17_05271993
72  66  w17_07011993
72  66  w17_07291993
72  66  w17_08261993
72  65  w17_09301993
72  65  w17_10281993
72  65  w17_11241993
72  66  w17_12301993
73  66  w17_01271994
73  66  w17_02251994
73  66  w17_03311994
73  66  w17_04281994
72  66  w17_05311994
72  65  w17_06301994
72  65  w17_07281994
72  65  w17_08251994
72  65  w17_09291994
72  65  w17_10271994
72  66  w17_11231994
72  66  w17_12291994
72  67  w17_01261995
73  66  w17_02231995
72  67  w17_03301995
72  66  w17_04271995
72  66  w17_05251995
72  66  w17_06291995
72  66  w17_07271995
72  66  w17_08311995
72  66  w17_09281995
72  66  w17_10261995
72  65  w17_11301995
73  66  w17_12281995
73  66  w17_01251996
73  66  w17_02291996
72  66  w17_03281996
72  66  w17_04251996
72  66  w17_05301996
72  66  w17_06271996
71  66  w17_07251996
71  63  w17_08281996
71  63  w17_09261996
72  66  w17_10311996
72  63  w17_11271996
72  66  w17_12261996
73  67  w17_01301997
73  66  w17_02271997
73  66  w17_03271997
73  66  w17_04241997
73  63  w17_05291997
72  66  w17_06261997
72  66  w17_07311997
72  66  w17_08281997
72  66  w17_09251997
72  64  w17_10301997
72  66  w17_11261997
72  65  w17_12311997
71  66  w17_01291998
71  64  w17_03261998
72  64  w17_04301998
72  65  w17_05281998
72  66  w17_06251998
72  63  w17_07301998
69  66  w17_08271998
69  66  w17_09241998
72  63  w17_10291998
71  63  w17_11251998
69  66  w17_12311998
70  65  w17_01281999
70  65  w17_02251999
72  64  w17_03251999
72  64  w17_04291999
72  66  w17_05271999
72  63  w17_06241999
72  65  w17_07291999
72  65  w17_08261999
72  63  w17_09301999
72  63  w17_10281999
72  66  w17_11241999
72  66  w17_06292000
72  65  w17_07272000
72  65  w17_08312000
70  65  w17_12272001
71  65  w17_03282002
71  65  w17_04252002
71  66  w17_05302002
71  65  w17_06272002
71  65  w17_07252002
71  65  w17_08292002
71  66  w17_09262002
71  65  w17_10312002
71  66  w17_11272002
71  66  w17_12262002
71  65  w17_01302003
71  66  w17_02272003
71  66  w17_03272003
71  66  w17_04242003
71  66  w17_05292003
71  66  w17_06262003
71  66  w17_07312003
71  66  w17_08282003
71  66  w17_09252003
71  66  w17_10302003
71  66  w17_11262003
71  66  w17_12182003
71  66  w17_01292004
71  67  w17_02262004
71  66  w17_03252004
71  66  w17_04292004
71  66  w17_05272004
71  66  w17_06242004
71  66  w17_07292004
71  66  w17_08262004
71  65  w17_09302004
71  65  w17_10282004
71  65  w17_11182004
71  66  w17_12232004
71  66  w17_01272005
71  66  w17_02242005
71  67  w17_03312005
71  66  w17_04282005
71  66  w17_05262005
71  66  w17_06302005
71  66  w17_07282005
71  66  w17_08252005
71  66  w17_09292005
71  66  w17_10272005
71  66  w17_11232005
71  66  w17_12222005
71  66  w17_01262006
71  66  w17_02232006
71  66  w17_03232006
71  66  w17_04272006
71  66  w17_05252006
71  66  w17_06292006
71  66  w17_07272006
71  66  w17_08312006
71  66  w17_09282006
71  66  w17_10262006
71  66  w17_11302006
71  66  w17_12282006
71  66  w17_01252007
71  66  w17_02222007
71  66  w17_03292007
71  66  w17_04262007
71  65  w17_05312007
71  65  w17_06282007
71  65  w17_07262007
71  65  w17_08302007
71  65  w17_09272007
71  65  w17_10252007
71  65  w17_11292007
71  65  w17_12272007
71  66  w17_01312008
71  66  w17_02212008
71  66  w17_03272008
71  66  w17_04242008
71  66  w17_05292008
71  66  w17_06262008
71  65  w17_07312008
71  65  w17_08282008
71  65  w17_09252008
71  65  w17_10302008
71  65  w17_11262008
71  65  w17_12182008
71  65  w17_01292009
71  66  w17_02262009
71  66  w17_03262009
71  66  w17_04302009
71  66  w17_05282009
71  66  w17_06252009
71  66  w17_07302009
71  65  w17_08272009
71  65  w17_09242009
70  66  w17_10292009
71  65  w17_11252009
71  66  w17_12312009
71  67  w17_01282010
71  66  w17_02252010
71  66  w17_03252010
71  66  w17_04292010
71  66  w17_05282010
71  66  w17_06242010
70  65  w17_07292010
70  66  w17_08262010
70  66  w17_09302010
70  66  w17_10282010
71  66  w17_11242010
71  66  w17_12302010
71  66  w17_01272011
71  66  w17_02242011
71  66  w17_03312011
71  66  w17_04282011
71  66  w17_05262011
70  66  w17_06302011
70  66  w17_07282011
70  65  w17_08252011
70  65  w17_09292011
70  65  w17_10272011
71  65  w17_11232011
71  65  w17_12152011
71  65  w17_01262012
71  65  w17_02232012
71  66  w17_03292012
71  66  w17_04262012
70  66  w17_05302012
70  66  w17_06282012
70  65  w17_07262012
70  65  w17_08302012
70  65  w17_09272012
70  65  w17_10252012
70  65  w17_11292012
70  66  w17_12272012
70  66  w17_01312013
71  66  w17_02282013
71  66  w17_03282013
71  66  w17_04252013
70  65  w17_05292013
70  66  w17_05302013
70  66  w17_06272013
70  65  w17_07252013
70  65  w17_08292013
70  65  w17_09262013
69  65  w17_10312013
70  65  w17_11272013
71  65  w17_12262013
71  65  w17_01302014
71  65  w17_02272014
71  66  w17_03272014
71  66  w17_04242014
70  65  w17_06262014
70  65  w17_07312014
70  65  w17_08282014
70  65  w17_09252014
72  61  w18_11011990
72  62  w18_11291990
72  62  w18_12271990
73  61  w18_01311991
73  61  w18_02281991
73  63  w18_03281991
73  63  w18_05021991
72  63  w18_05301991
72  63  w18_06271991
72  63  w18_08011991
72  63  w18_08291991
72  63  w18_09261991
72  62  w18_10311991
72  62  w18_11271991
73  63  w18_01021992
73  63  w18_01301992
73  64  w18_02271992
73  64  w18_04021992
73  63  w18_04301992
73  63  w18_05281992
72  63  w18_07021992
72  63  w18_07301992
72  62  w18_08271992
72  62  w18_10011992
72  62  w18_10291992
71  63  w18_12311992
72  63  w18_01281993
71  63  w18_02251993
71  63  w18_04011993
71  63  w18_04291993
71  62  w18_05271993
72  63  w18_07011993
72  63  w18_07291993
72  63  w18_08261993
72  63  w18_09301993
72  63  w18_10281993
72  63  w18_11241993
72  62  w18_12301993
73  63  w18_01271994
73  63  w18_02251994
73  62  w18_03311994
73  63  w18_04281994
72  63  w18_05311994
72  63  w18_06301994
72  63  w18_07281994
72  63  w18_08251994
72  63  w18_09291994
72  63  w18_10271994
72  63  w18_11231994
72  63  w18_12291994
72  64  w18_01261995
73  63  w18_02231995
72  64  w18_03301995
72  63  w18_04271995
72  64  w18_05251995
72  63  w18_06291995
72  63  w18_07271995
72  62  w18_08311995
72  62  w18_09281995
72  62  w18_10261995
72  63  w18_11301995
73  61  w18_12281995
73  64  w18_01251996
73  64  w18_02291996
72  63  w18_03281996
72  63  w18_04251996
72  62  w18_05301996
72  63  w18_06271996
71  63  w18_07251996
71  63  w18_08281996
71  63  w18_09261996
72  62  w18_10311996
72  63  w18_11271996
72  63  w18_12261996
73  64  w18_01301997
73  64  w18_02271997
73  63  w18_03271997
73  63  w18_04241997
73  63  w18_05291997
72  62  w18_06261997
72  63  w18_07311997
72  63  w18_08281997
72  63  w18_09251997
72  63  w18_10301997
72  63  w18_11261997
72  63  w18_12311997
71  64  w18_01291998
72  63  w18_03261998
72  63  w18_04301998
72  61  w18_05281998
72  61  w18_06251998
72  63  w18_07301998
70  60  w18_08271998
70  63  w18_09241998
72  62  w18_10291998
72  60  w18_11251998
70  63  w18_12311998
70  59  w18_01281999
70  59  w18_02251999
72  59  w18_03251999
72  59  w18_04291999
72  63  w18_05271999
72  63  w18_06241999
72  63  w18_07291999
72  63  w18_08261999
72  63  w18_09301999
72  64  w18_10281999
72  63  w18_11241999
72  60  w18_12301999
73  63  w18_01272000
72  60  w18_02242000
72  60  w18_03302000
72  60  w18_04272000
72  64  w18_05252000
72  60  w18_06292000
72  63  w18_07272000
72  60  w18_08312000
70  62  w18_12272001
71  62  w18_03282002
71  63  w18_04252002
71  63  w18_05302002
71  62  w18_06272002
71  62  w18_07252002
71  63  w18_08292002
71  63  w18_09262002
71  63  w18_10312002
71  63  w18_11272002
71  64  w18_12262002
71  63  w18_01302003
72  64  w18_02272003
71  63  w18_03272003
71  63  w18_04242003
71  63  w18_05292003
71  63  w18_06262003
71  63  w18_07312003
71  63  w18_08282003
71  63  w18_09252003
71  63  w18_10302003
71  63  w18_11262003
71  63  w18_12182003
71  63  w18_01292004
72  64  w18_02262004
72  63  w18_03252004
71  63  w18_04292004
71  63  w18_05272004
71  63  w18_06242004
71  63  w18_07292004
71  63  w18_08262004
71  63  w18_09302004
71  63  w18_10282004
71  63  w18_11182004
71  63  w18_12232004
71  64  w18_01272005
71  64  w18_02242005
72  64  w18_03312005
72  63  w18_04282005
71  63  w18_05262005
71  63  w18_06302005
71  63  w18_07282005
71  63  w18_08252005
71  63  w18_09292005
71  63  w18_10272005
71  63  w18_11232005
71  64  w18_12222005
71  63  w18_01262006
71  63  w18_02232006
71  65  w18_03232006
71  64  w18_04272006
71  63  w18_05252006
71  63  w18_06292006
71  63  w18_07272006
71  63  w18_08312006
71  63  w18_09282006
71  64  w18_10262006
71  64  w18_11302006
71  63  w18_12282006
71  63  w18_01252007
71  63  w18_02222007
71  63  w18_03292007
71  63  w18_04262007
71  63  w18_05312007
71  62  w18_06282007
71  63  w18_07262007
71  63  w18_08302007
71  62  w18_09272007
71  62  w18_10252007
71  62  w18_11292007
71  62  w18_12272007
71  64  w18_01312008
71  64  w18_02212008
71  64  w18_03272008
71  63  w18_04242008
71  63  w18_05292008
71  63  w18_06262008
71  63  w18_07312008
71  63  w18_08282008
71  63  w18_09252008
71  63  w18_10302008
71  63  w18_11262008
71  63  w18_12182008
71  65  w18_01292009
71  64  w18_02262009
71  64  w18_03262009
71  64  w18_04302009
71  64  w18_05282009
71  64  w18_06252009
71  64  w18_07302009
71  64  w18_08272009
71  64  w18_09242009
70  64  w18_10292009
71  64  w18_11252009
71  64  w18_12312009
71  63  w18_02252010
71  63  w18_03252010
71  64  w18_04292010
71  63  w18_05282010
71  62  w18_06242010
71  64  w18_07292010
71  63  w18_08262010
71  63  w18_09302010
71  63  w18_10282010
71  63  w18_11242010
71  64  w18_12302010
71  63  w18_01272011
71  63  w18_02242011
71  64  w18_03312011
71  64  w18_04282011
71  63  w18_05262011
71  63  w18_06302011
71  63  w18_07282011
71  63  w18_08252011
71  63  w18_09292011
71  63  w18_10272011
71  63  w18_11232011
71  63  w18_12152011
71  63  w18_01262012
71  64  w18_01312012
71  63  w18_02232012
71  64  w18_03292012
71  63  w18_04262012
71  63  w18_05302012
71  63  w18_06282012
71  63  w18_07262012
71  63  w18_08302012
70  64  w18_09272012
70  63  w18_10252012
71  63  w18_11292012
71  64  w18_12272012
71  64  w18_02282013
71  63  w18_03282013
71  63  w18_04252013
71  63  w18_05302013
71  63  w18_06272013
71  63  w18_07252013
71  63  w18_08292013
71  64  w18_09262013
70  63  w18_10312013
71  63  w18_11272013
71  63  w18_12262013
71  63  w18_01302014
71  63  w18_02272014
71  63  w18_03272014
71  63  w18_04242014
71  63  w18_05292014
71  63  w18_06262014
71  63  w18_07312014
70  63  w18_08282014
70  62  w18_09252014
-24  65  w19_11011990
-23  63  w19_11291990
-23  63  w19_12271990
-23  63  w19_01311991
-23  62  w19_02281991
-22  65  w19_03281991
-22  64  w19_05021991
-21  64  w19_05301991
-20  63  w19_06271991
-20  63  w19_08011991
-19  63  w19_08291991
-19  63  w19_09261991
-19  63  w19_10311991
-19  63  w19_11271991
-19  64  w19_01021992
-19  64  w19_01301992
-18  64  w19_02271992
-18  64  w19_04021992
-17  64  w19_04301992
-16  64  w19_05281992
-15  63  w19_07021992
-15  63  w19_07301992
-15  63  w19_08271992
-15  63  w19_10011992
-17  63  w19_10291992
-20  63  w19_11251992
-24  63  w19_01281993
-24  63  w19_02251993
-24  62  w19_04011993
-23  61  w19_04291993
-23  61  w19_05271993
-23  64  w19_07011993
-23  61  w19_07291993
-23  60  w19_08261993
-23  63  w19_09301993
-24  63  w19_10281993
-24  63  w19_11241993
-24  64  w19_12301993
-24  62  w19_01271994
-24  64  w19_02251994
-23  64  w19_03311994
-23  61  w19_04281994
-22  64  w19_05311994
-22  64  w19_06301994
-22  63  w19_07281994
-22  64  w19_08251994
-23  63  w19_09291994
-23  63  w19_10271994
-24  64  w19_11231994
-24  61  w19_12291994
-24  65  w19_01261995
-24  64  w19_02231995
-24  64  w19_03301995
-23  64  w19_04271995
-23  61  w19_05251995
-22  64  w19_06291995
-22  61  w19_07271995
-23  63  w19_08311995
-23  63  w19_09281995
-24  63  w19_10261995
-24  60  w19_11301995
-24  63  w19_12281995
-24  62  w19_01251996
-24  64  w19_02291996
-24  64  w19_03281996
-23  64  w19_04251996
-23  64  w19_05301996
-22  64  w19_06271996
-22  63  w19_07251996
-23  63  w19_08281996
-23  63  w19_09261996
-24  63  w19_10311996
-24  64  w19_11271996
-24  64  w19_12261996
-24  62  w19_01301997
-24  63  w19_02271997
-23  62  w19_03271997
-23  61  w19_04241997
-22  64  w19_05291997
-22  63  w19_06261997
-22  63  w19_07311997
-22  63  w19_08281997
-23  63  w19_09251997
-23  63  w19_10301997
-24  64  w19_11261997
-24  62  w19_12311997
-24  62  w19_01291998
-24  63  w19_02261998
-23  63  w19_03261998
-23  62  w19_04301998
-23  64  w19_05281998
-22  64  w19_06251998
-23  64  w19_07301998
-23  63  w19_08271998
-23  63  w19_09241998
-24  63  w19_10291998
-24  63  w19_11251998
-24  64  w19_12311998
-24  62  w19_01281999
-24  62  w19_02251999
-24  62  w19_03251999
-23  62  w19_04291999
-23  63  w19_05271999
-23  64  w19_06241999
-23  62  w19_07291999
-23  63  w19_08261999
-24  63  w19_09301999
-24  63  w19_10281999
-24  63  w19_11241999
-24  63  w19_12301999
-24  64  w19_01272000
-24  62  w19_02242000
-23  62  w19_03302000
-23  62  w19_04272000
-23  63  w19_05252000
-23  63  w19_06292000
-23  63  w19_07272000
-23  63  w19_08312000
-24  62  w19_12272001
-23  63  w19_04252002
-23  63  w19_05302002
-23  63  w19_06272002
-23  63  w19_07252002
-23  63  w19_08292002
-24  62  w19_09262002
-24  63  w19_10312002
-24  63  w19_11272002
-24  64  w19_12262002
-24  61  w19_01302003
-24  64  w19_02272003
-23  64  w19_03272003
-23  64  w19_04242003
-23  64  w19_05292003
-23  63  w19_06262003
-23  63  w19_07312003
-23  63  w19_08282003
-24  63  w19_09252003
-24  63  w19_10302003
-24  63  w19_11262003
-24  63  w19_12182003
-24  64  w19_01292004
-23  64  w19_02262004
-23  61  w19_03252004
-23  63  w19_04292004
-22  63  w19_05272004
-23  63  w19_06242004
-23  63  w19_07292004
-23  63  w19_08262004
-24  63  w19_09302004
-24  63  w19_10282004
-24  63  w19_11182004
-24  63  w19_12232004
-24  64  w19_01272005
-24  64  w19_02242005
-23  64  w19_03312005
-23  64  w19_04282005
-23  64  w19_05262005
-23  63  w19_06302005
-23  63  w19_07282005
-24  63  w19_08252005
-24  63  w19_09292005
-25  63  w19_10272005
-25  63  w19_11232005
-25  63  w19_12222005
-24  64  w19_01262006
-24  63  w19_02232006
-24  64  w19_03232006
-23  64  w19_04272006
-23  64  w19_05252006
-23  63  w19_06292006
-24  63  w19_07272006
-24  63  w19_08312006
-24  63  w19_09282006
-25  64  w19_10262006
-25  64  w19_11302006
-24  63  w19_12282006
-24  63  w19_01252007
-24  64  w19_02222007
-23  63  w19_03292007
-23  63  w19_04262007
-23  63  w19_05312007
-23  63  w19_06282007
-23  63  w19_07262007
-24  63  w19_08302007
-24  63  w19_09272007
-25  63  w19_10252007
-25  62  w19_11292007
-24  62  w19_12272007
-24  64  w19_01312008
-24  64  w19_02212008
-23  64  w19_03272008
-23  63  w19_04242008
-23  63  w19_05292008
-23  63  w19_06262008
-24  63  w19_07312008
-24  63  w19_08282008
-25  63  w19_09252008
-25  63  w19_10302008
-25  63  w19_11262008
-25  63  w19_12182008
-24  63  w19_01292009
-24  64  w19_02262009
-24  56  w19_03262009
-23  63  w19_04302009
-23  64  w19_05282009
-24  63  w19_06252009
-24  63  w19_07302009
-24  63  w19_08272009
-25  63  w19_09242009
-25  64  w19_10292009
-25  63  w19_11252009
-25  64  w19_12312009
-24  64  w19_01282010
-24  59  w19_02252010
-24  58  w19_03252010
-24  57  w19_04292010
-24  64  w19_05282010
-24  63  w19_06242010
-24  63  w19_07292010
-25  63  w19_08262010
-25  63  w19_09302010
-25  63  w19_10282010
-25  63  w19_11242010
-25  64  w19_12302010
-24  64  w19_01272011
-24  64  w19_02242011
-24  64  w19_03312011
-24  64  w19_04282011
-24  64  w19_05262011
-24  63  w19_06302011
-25  63  w19_07282011
-25  63  w19_08252011
-25  63  w19_09292011
-25  63  w19_10272011
-25  63  w19_11232011
-25  64  w19_12152011
-24  63  w19_01262012
-24  61  w19_02232012
-24  64  w19_03292012
-24  64  w19_04262012
-24  63  w19_05302012
-24  63  w19_06282012
-25  63  w19_07262012
-25  63  w19_08302012
-25  62  w19_09272012
-25  63  w19_10252012
-25  63  w19_11292012
-25  64  w19_12272012
-25  64  w19_01312013
-24  63  w19_02282013
-24  63  w19_03282013
-24  63  w19_04252013
-24  63  w19_05302013
-24  63  w19_06272013
-25  63  w19_07252013
-25  63  w19_08292013
-25  63  w19_09262013
-25  63  w19_10312013
-25  63  w19_11272013
-25  63  w19_12262013
-25  63  w19_01302014
-24  63  w19_02272014
-24  63  w19_03272014
-24  63  w19_04242014
-24  63  w19_05292014
-25  63  w19_06262014
-25  63  w19_07312014
-25  63  w19_08282014
-25  63  w19_09252014
60  58  w20_11011990
61  58  w20_11291990
61  58  w20_12271990
61  58  w20_01311991
61  58  w20_02281991
61  59  w20_03281991
61  56  w20_05021991
61  58  w20_05301991
61  58  w20_06271991
61  58  w20_08011991
61  58  w20_08291991
61  58  w20_09261991
61  57  w20_10311991
61  56  w20_11271991
61  58  w20_01021992
61  57  w20_01301992
61  57  w20_02271992
61  57  w20_04021992
61  58  w20_04301992
61  58  w20_05281992
61  58  w20_07021992
61  58  w20_07301992
61  58  w20_08271992
61  58  w20_10011992
60  58  w20_10291992
60  58  w20_11251992
59  58  w20_12311992
60  59  w20_01281993
59  59  w20_02251993
59  58  w20_04011993
59  58  w20_04291993
59  58  w20_05271993
60  58  w20_07011993
60  58  w20_07291993
60  58  w20_08261993
60  58  w20_09301993
60  58  w20_10281993
60  58  w20_11241993
60  58  w20_12301993
61  58  w20_01271994
61  57  w20_02251994
61  58  w20_03311994
61  58  w20_04281994
61  56  w20_05311994
61  56  w20_06301994
61  56  w20_07281994
60  56  w20_08251994
60  58  w20_09291994
60  58  w20_10271994
60  58  w20_11231994
60  58  w20_12291994
61  59  w20_01261995
61  58  w20_02231995
61  59  w20_03301995
61  59  w20_04271995
61  59  w20_05251995
61  58  w20_06291995
60  58  w20_07271995
60  58  w20_08311995
60  58  w20_09281995
60  58  w20_10261995
60  58  w20_11301995
61  58  w20_12281995
61  58  w20_01251996
61  56  w20_02291996
61  55  w20_03281996
61  55  w20_04251996
60  58  w20_05301996
60  55  w20_06271996
60  55  w20_07251996
60  58  w20_08281996
60  58  w20_09261996
60  58  w20_10311996
60  58  w20_11271996
61  58  w20_12261996
61  59  w20_01301997
61  58  w20_02271997
61  58  w20_03271997
61  58  w20_04241997
61  58  w20_05291997
61  58  w20_06261997
61  55  w20_07311997
61  55  w20_08281997
60  55  w20_09251997
61  58  w20_10301997
60  58  w20_11261997
60  58  w20_12311997
60  59  w20_01291998
58  59  w20_02261998
60  56  w20_03261998
60  56  w20_04301998
60  58  w20_05281998
61  58  w20_06251998
60  58  w20_07301998
60  58  w20_08271998
60  55  w20_09241998
60  58  w20_10291998
60  58  w20_11251998
60  58  w20_12311998
60  58  w20_01281999
60  58  w20_02251999
61  58  w20_03251999
61  58  w20_04291999
60  55  w20_05271999
60  57  w20_06241999
60  58  w20_07291999
60  55  w20_08261999
60  58  w20_09301999
60  58  w20_10281999
61  54  w20_11241999
60  57  w20_12301999
61  58  w20_01272000
60  55  w20_02242000
60  55  w20_03302000
60  55  w20_04272000
60  57  w20_05252000
60  57  w20_06292000
60  55  w20_07272000
60  57  w20_08312000
60  54  w20_09282000
61  57  w20_12272001
60  58  w20_04252002
60  58  w20_05302002
59  57  w20_06272002
59  57  w20_07252002
59  56  w20_08292002
59  58  w20_09262002
60  58  w20_10312002
60  58  w20_11272002
61  58  w20_12262002
61  57  w20_01302003
61  58  w20_02272003
61  58  w20_03272003
61  58  w20_04242003
61  58  w20_05292003
61  58  w20_06262003
61  58  w20_07312003
61  58  w20_08282003
61  58  w20_09252003
61  58  w20_10302003
61  58  w20_11262003
61  58  w20_12182003
61  58  w20_01292004
61  60  w20_02262004
61  57  w20_03252004
61  58  w20_04292004
61  58  w20_05272004
61  58  w20_06242004
61  58  w20_07292004
61  58  w20_08262004
61  57  w20_09302004
61  57  w20_10282004
61  58  w20_11182004
61  58  w20_12232004
61  58  w20_01272005
61  59  w20_02242005
61  58  w20_03312005
61  58  w20_04282005
61  58  w20_05262005
61  58  w20_06302005
61  58  w20_07282005
61  58  w20_08252005
61  58  w20_09292005
61  58  w20_10272005
61  58  w20_11232005
61  58  w20_12222005
61  58  w20_01262006
61  58  w20_02232006
61  58  w20_03232006
61  58  w20_04272006
61  58  w20_05252006
61  58  w20_06292006
61  58  w20_07272006
60  58  w20_08312006
60  58  w20_09282006
60  58  w20_10262006
60  58  w20_11302006
61  58  w20_12282006
61  58  w20_01252007
61  58  w20_02222007
61  58  w20_03292007
61  58  w20_04262007
61  58  w20_05312007
61  57  w20_06282007
61  58  w20_07262007
60  58  w20_08302007
60  58  w20_09272007
60  57  w20_10252007
61  57  w20_11292007
61  57  w20_12272007
59  59  w20_01312008
59  58  w20_02212008
59  58  w20_03272008
59  57  w20_04242008
59  58  w20_05292008
58  58  w20_06262008
58  58  w20_07312008
58  58  w20_08282008
58  58  w20_09252008
58  58  w20_10302008
60  58  w20_11262008
60  58  w20_12182008
57  58  w20_01292009
58  58  w20_02262009
58  50  w20_03262009
58  57  w20_04302009
58  57  w20_05282009
58  58  w20_06252009
58  58  w20_07302009
57  58  w20_08272009
59  58  w20_09242009
58  58  w20_10292009
59  58  w20_11252009
59  58  w20_12312009
59  58  w20_01282010
59  58  w20_02252010
59  58  w20_03252010
59  58  w20_04292010
59  58  w20_05282010
59  58  w20_06242010
59  58  w20_07292010
59  58  w20_08262010
60  58  w20_09302010
56  58  w20_10282010
56  58  w20_11242010
56  58  w20_12302010
56  57  w20_01272011
56  57  w20_02242011
56  59  w20_03312011
56  59  w20_04282011
56  58  w20_05262011
56  58  w20_06302011
56  58  w20_07282011
55  58  w20_08252011
59  58  w20_09292011
56  58  w20_10272011
56  58  w20_11232011
56  57  w20_12152011
56  58  w20_01262012
56  56  w20_02232012
56  57  w20_03292012
56  56  w20_04262012
56  58  w20_05302012
56  58  w20_06282012
56  58  w20_07262012
56  58  w20_08302012
56  57  w20_09272012
56  58  w20_10252012
56  58  w20_11292012
56  57  w20_12272012
56  57  w20_01312013
56  58  w20_02282013
56  58  w20_03282013
56  58  w20_04252013
56  58  w20_05302013
56  58  w20_06272013
56  58  w20_07252013
56  57  w20_08292013
56  57  w20_09262013
56  58  w20_10312013
56  57  w20_11272013
56  57  w20_12262013
56  58  w20_01302014
56  58  w20_02272014
56  58  w20_03272014
56  58  w20_04242014
56  58  w20_05292014
56  58  w20_06262014
56  58  w20_07312014
56  57  w20_08282014
56  57  w20_09252014
16  17  w21_01311991
17  18  w21_02281991
21  25  w21_03281991
23  26  w21_05021991
23  26  w21_05301991
-1  18  w21_06271991
-29  15  w21_08011991
-37  13  w21_08291991
-20  14  w21_09261991
-6  18  w21_10311991
1  19  w21_11271991
15  20  w21_01021992
18  21  w21_01301992
21  26  w21_02271992
21  26  w21_04021992
16  21  w21_04301992
14  22  w21_05281992
16  22  w21_07021992
12  19  w21_07301992
7  18  w21_08271992
1  12  w21_10011992
5  18  w21_10291992
17  19  w21_11251992
19  22  w21_12311992
19  27  w21_01281993
20  27  w21_02251993
21  26  w21_04011993
22  26  w21_04291993
22  26  w21_05271993
13  19  w21_07011993
8  19  w21_07291993
6  20  w21_08261993
5  19  w21_09301993
9  20  w21_10281993
15  20  w21_11241993
18  25  w21_12301993
18  25  w21_01271994
17  20  w21_02251994
