Gage_Name, Gage_No, Threshold_cfs, Oct_ExtWet, Nov_ExtWet, Dec_ExtWet, Jan_ExtWet, Feb_ExtWet, Mar_ExtWet, Apr_ExtWet, May_ExtWet, Jun_ExtWet, Jul_ExtWet, Aug_ExtWet, Sep_ExtWet,Oct_Wet, Nov_Wet, Dec_Wet, Jan_Wet, Feb_Wet, Mar_Wet, Apr_Wet, May_Wet, Jun_Wet, Jul_Wet, Aug_Wet, Sep_Wet,Oct_AboveNorm, Nov_AboveNorm, Dec_AboveNorm, Jan_AboveNorm, Feb_AboveNorm, Mar_AboveNorm, Apr_AboveNorm, May_AboveNorm, Jun_AboveNorm, Jul_AboveNorm, Aug_AboveNorm, Sep_AboveNorm,Oct_Norm, Nov_Norm, Dec_Norm, Jan_Norm, Feb_Norm, Mar_Norm, Apr_Norm, May_Norm, Jun_Norm, Jul_Norm, Aug_Norm, Sep_Norm,Oct_BelowNorm, Nov_BelowNorm, Dec_BelowNorm, Jan_BelowNorm, Feb_BelowNorm, Mar_BelowNorm, Apr_BelowNorm, May_BelowNorm, Jun_BelowNorm, Jul_BelowNorm, Aug_BelowNorm, Sep_BelowNorm,Oct_Dry, Nov_Dry, Dec_Dry, Jan_Dry, Feb_Dry, Mar_Dry, Apr_Dry, May_Dry, Jun_Dry, Jul_Dry, Aug_Dry, Sep_Dry,Oct_CritDry, Nov_CritDry, Dec_CritDry, Jan_CritDry, Feb_CritDry, Mar_CritDry, Apr_CritDry, May_CritDry, Jun_CritDry, Jul_CritDry, Aug_CritDry, Sep_CritDry,
RM_16_0,44,20,10.04, 6.53, 5.89, 5.46, 4.87, 5.38, 5.27, 5.38, 5.27, 4.60,  NaN,  NaN, 5.80, 5.92, 5.53, 5.37, 4.92, 5.38, 5.27, 5.38, 5.04, 0.87,  NaN,  NaN, 6.93, 6.33, 5.51, 5.52, 4.96, 5.38, 4.87, 5.38, 4.88,  NaN,  NaN,  NaN, 14.62, 5.30, 6.66, 5.76, 4.96, 5.38, 5.27, 5.25, 3.58,  NaN,  NaN,  NaN,  NaN, 6.02, 5.00, 5.38, 5.00, 5.38, 5.27, 5.07,  NaN,  NaN,  NaN,  NaN, 7.24, 4.67, 4.54, 6.38, 4.79, 5.40, 5.10, 5.38, 8.70, 10.92,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 7.97, 4.93, 5.93,  NaN,  NaN,  NaN,  NaN,  NaN, 
RM_16_5,45,20,9.72, 6.55, 5.45, 4.85, 4.30, 4.64, 4.58, 4.64, 4.58, 4.09,  NaN,  NaN, 4.57, 5.62, 4.97, 4.63, 4.34, 4.64, 4.58, 4.64, 4.55, 1.08,  NaN,  NaN, 4.35, 6.04, 4.55, 4.67, 4.37, 4.64, 4.29, 4.64, 4.51,  NaN,  NaN,  NaN, 5.52, 4.10, 5.15, 5.07, 4.37, 4.64, 4.58, 4.64, 3.42,  NaN,  NaN,  NaN,  NaN, 5.53, 4.40, 4.64, 4.40, 4.64, 4.58, 4.75,  NaN,  NaN,  NaN,  NaN, 7.11, 2.59, 3.91, 5.45, 4.16, 4.73, 4.46, 4.71, 8.05, 8.57,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 7.28, 4.80, 5.38,  NaN,  NaN,  NaN,  NaN,  NaN, 
RM_17_0,46,20,11.33, 7.36, 6.26, 5.69, 5.13, 5.46, 5.40, 5.46, 5.40, 5.30,  NaN,  NaN, 5.28, 6.64, 5.74, 5.44, 5.17, 5.46, 5.40, 5.46, 5.46, 1.29,  NaN,  NaN, 5.71, 6.64, 5.33, 5.41, 5.20, 5.46, 5.12, 5.46, 5.40,  NaN,  NaN,  NaN, 13.60, 5.04, 6.02, 5.67, 5.20, 5.46, 5.40, 5.51, 4.15,  NaN,  NaN,  NaN,  NaN, 6.39, 5.07, 5.46, 5.23, 5.46, 5.40, 5.61,  NaN,  NaN,  NaN,  NaN, 8.27, 4.04, 4.77, 6.22, 4.99, 5.47, 5.41, 5.66, 8.69, 9.27,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 8.24, 5.61, 6.15,  NaN,  NaN,  NaN,  NaN,  NaN, 
RM_17_5,47,20,11.63, 7.48, 6.40, 5.83, 5.29, 5.61, 5.55, 5.61, 5.55, 5.51,  NaN,  NaN, 5.40, 6.78, 5.91, 5.59, 5.33, 5.61, 5.55, 5.61, 5.63, 1.46,  NaN,  NaN, 5.80, 7.09, 5.52, 5.55, 5.35, 5.61, 5.27, 10.25, 5.57,  NaN,  NaN,  NaN, 13.78, 5.43, 6.18, 5.87, 5.35, 5.61, 5.55, 5.66, 4.29,  NaN,  NaN,  NaN,  NaN, 6.68, 5.20, 5.61, 5.39, 5.61, 5.55, 6.19,  NaN,  NaN,  NaN,  NaN, 8.45, 4.19, 4.96, 6.51, 5.14, 5.62, 5.57, 5.83, 8.94, 9.33,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 8.42, 5.78, 6.31,  NaN,  NaN,  NaN,  NaN,  NaN, 
RM_18_5,48,20,11.82, 7.57, 6.49, 5.96, 5.44, 5.74, 5.69, 5.74, 5.69, 5.71,  NaN,  NaN, 5.47, 7.03, 6.02, 5.72, 5.48, 5.74, 5.69, 5.74, 5.79, 1.67,  NaN,  NaN, 5.19, 7.61, 5.71, 5.66, 5.50, 5.74, 5.48, 5.74, 5.68,  NaN,  NaN,  NaN, 13.81, 5.58, 6.33, 5.98, 5.50, 5.74, 5.69, 5.72, 4.76,  NaN,  NaN,  NaN,  NaN, 6.81, 5.32, 5.74, 5.53, 5.74, 5.69, 6.30,  NaN,  NaN,  NaN,  NaN, 8.61, 4.54, 5.15, 6.61, 5.28, 5.74, 5.71, 5.99, 9.11,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 8.54, 6.07, 6.46, 3.98,  NaN,  NaN,  NaN,  NaN, 
RM_19_0,49,20,11.68, 7.45, 6.42, 5.90, 5.41, 5.69, 5.64, 5.69, 5.64, 5.42,  NaN,  NaN, 5.38, 7.20, 6.00, 5.67, 5.45, 5.69, 5.64, 5.69, 5.72, 1.79,  NaN,  NaN, 5.11, 7.50, 5.65, 5.70, 5.47, 5.69, 5.45, 5.69, 5.67,  NaN,  NaN,  NaN, 13.63, 5.64, 6.29, 5.98, 5.47, 5.69, 5.64, 5.74, 4.79,  NaN,  NaN,  NaN,  NaN, 6.93, 5.37, 5.69, 5.50, 5.69, 5.64, 6.41,  NaN,  NaN,  NaN,  NaN, 8.53, 4.08, 5.13, 6.64, 5.24, 5.70, 5.67, 5.96, 9.04,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 8.43, 6.06, 6.40, 4.15,  NaN,  NaN,  NaN,  NaN, 
RM_19_5,50,20,7.95, 4.78, 3.60, 3.69, 3.47, 3.59, 3.56, 3.59, 3.56, 2.51,  NaN,  NaN, 2.64, 4.52, 4.11, 3.51, 3.49, 3.59, 3.56, 3.59, 3.31, 4.15,  NaN,  NaN, 1.83, 5.04, 3.21, 3.71, 3.50, 3.59, 3.66, 3.59, 3.60,  NaN,  NaN,  NaN, 4.36, 2.46, 3.83, 3.67, 3.50, 3.59, 3.56, 3.76, 3.69,  NaN,  NaN,  NaN,  NaN, 4.29, 3.59, 3.59, 3.51, 3.59, 3.56, 4.19,  NaN,  NaN,  NaN,  NaN, 6.37, 2.51, 3.53, 4.44, 3.25, 3.47, 3.61, 3.90, 11.74,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 4.88, 4.19, 4.26,  NaN,  NaN,  NaN,  NaN,  NaN, 
RM_1_5,19,20,0.23, 0.53, 0.18, 0.31, 0.32, 0.31, 0.32, 0.31, 0.32, 0.16,  NaN,  NaN, 0.58, 0.54, 0.27, 0.32, 0.32, 0.31, 0.32, 0.31, 0.20, 0.00,  NaN,  NaN, 0.27, 0.19, 0.36, 0.41, 0.32, 0.31, 0.24, 0.31, 0.09,  NaN,  NaN,  NaN, 0.05, 0.21, 0.36, 0.44, 0.33, 0.31, 0.32, 0.26, 0.10,  NaN,  NaN,  NaN,  NaN, 0.45, 0.35, 0.31, 0.33, 0.31, 0.32, 0.11,  NaN,  NaN,  NaN,  NaN, 0.12, 0.18, 0.30, 0.50, 0.35, 0.34, 0.28, 0.21,  NaN, 0.24,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 0.24, 0.09, 0.14,  NaN,  NaN,  NaN,  NaN,  NaN, 
RM_20_0,51,20,7.93, 4.92, 3.60, 3.68, 3.48, 3.59, 3.57, 3.59, 3.57, 2.53,  NaN,  NaN, 2.64, 4.58, 4.10, 3.51, 3.49, 3.59, 3.57, 3.59, 3.54, 4.20,  NaN,  NaN, 1.84, 4.99, 3.29, 3.70, 3.50, 3.59, 3.72, 3.59, 3.28,  NaN,  NaN,  NaN, 4.27, 2.51, 3.81, 3.67, 3.50, 3.59, 3.57, 3.76, 3.72,  NaN,  NaN,  NaN,  NaN, 4.28, 3.66, 3.59, 3.51, 3.59, 3.57, 4.11,  NaN,  NaN,  NaN,  NaN, 6.35, 2.57, 3.53, 4.58, 3.24, 3.47, 3.62, 3.64, 11.66,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 4.85, 4.20, 4.26,  NaN,  NaN,  NaN,  NaN,  NaN, 
RM_20_5,52,20,7.79, 4.21, 3.62, 3.63, 3.43, 3.53, 3.51, 3.53, 3.51, 1.62,  NaN,  NaN, 2.55, 4.49, 4.01, 3.46, 3.44, 3.53, 3.51, 3.54, 3.42, 4.24,  NaN,  NaN, 1.83, 4.89, 3.22, 3.63, 3.45, 3.53, 3.67, 3.53, 3.25,  NaN,  NaN,  NaN, 4.29, 2.49, 3.69, 3.59, 3.45, 3.53, 3.51, 3.71, 3.86,  NaN,  NaN,  NaN,  NaN, 4.19, 3.80, 3.53, 3.47, 3.53, 3.51, 4.19,  NaN,  NaN,  NaN,  NaN, 6.54, 2.50, 3.53, 4.49, 3.25, 3.41, 3.59, 3.25, 11.35,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 4.70, 4.20, 4.25,  NaN,  NaN,  NaN,  NaN,  NaN, 
RM_21_0,53,20,3.83, 4.15, 3.39, 3.48, 3.30, 3.39, 3.37, 3.39, 3.37, 1.57,  NaN,  NaN, 2.26, 4.43, 3.89, 3.32, 3.31, 3.39, 3.37, 3.39, 3.38, 4.20,  NaN,  NaN, 1.82, 4.72, 3.11, 3.47, 3.32, 3.39, 3.54, 3.39, 3.17,  NaN,  NaN,  NaN, 4.12, 2.38, 3.44, 3.43, 3.32, 3.39, 3.37, 3.54, 3.76,  NaN,  NaN,  NaN,  NaN, 4.13, 3.54, 3.39, 3.33, 3.39, 3.37, 4.07,  NaN,  NaN,  NaN,  NaN, 6.35, 2.30, 3.43, 4.31, 3.00, 3.26, 3.46, 3.10, 10.98,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 4.46, 4.08, 4.10,  NaN,  NaN,  NaN,  NaN,  NaN, 
RM_22_0,55,20, NaN, 2.56, 1.90, 1.91, 1.90, 1.90, 1.89, 1.90, 1.89, 1.72,  NaN,  NaN, 0.01, 2.35, 2.06, 1.79, 1.90, 1.90, 1.89, 1.91, 2.26,  NaN,  NaN,  NaN, 1.01, 0.32, 1.51, 1.78, 1.91, 1.90, 2.13, 1.90, 2.21,  NaN,  NaN,  NaN, 1.85, 1.88, 1.52, 1.70, 1.90, 1.90, 1.89, 2.09, 3.68,  NaN,  NaN,  NaN,  NaN, 1.97, 2.27, 1.90, 1.91, 1.90, 1.89, 2.62,  NaN,  NaN,  NaN,  NaN,  NaN, 0.38, 2.11, 1.82, 1.60, 1.73, 2.03, 1.78, 5.07,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 1.70, 2.64, 2.56,  NaN,  NaN,  NaN,  NaN,  NaN, 
RM_22_5,54,20, NaN, 2.52, 1.89, 1.90, 1.89, 1.89, 1.88, 1.89, 1.88, 1.73,  NaN,  NaN, 1.00, 2.33, 2.03, 1.78, 1.90, 1.89, 1.88, 1.90, 2.25,  NaN,  NaN,  NaN, 1.01, 0.31, 1.54, 1.76, 1.90, 1.89, 2.13, 1.89, 2.21,  NaN,  NaN,  NaN, 1.82, 1.86, 1.51, 1.68, 1.90, 1.89, 1.88, 2.08, 3.66,  NaN,  NaN,  NaN,  NaN, 1.86, 2.25, 1.89, 1.90, 1.89, 1.88, 2.62,  NaN,  NaN,  NaN,  NaN,  NaN, 0.39, 2.13, 1.86, 1.59, 1.72, 2.02, 1.82, 5.00,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 1.66, 2.64, 2.55,  NaN,  NaN,  NaN,  NaN,  NaN, 
RM_23_0,57,20, NaN, 2.29, 1.84, 1.85, 1.85, 1.84, 1.83, 1.84, 1.83, 1.76,  NaN,  NaN, 0.00, 2.16, 1.93, 1.73, 1.85, 1.84, 1.83, 1.85, 2.22,  NaN,  NaN,  NaN, 1.02, 0.30, 1.48, 1.67, 1.85, 1.84, 2.08, 1.84, 2.23,  NaN,  NaN,  NaN, 1.68, 1.78, 1.44, 1.61, 1.86, 1.84, 1.83, 2.00, 3.67,  NaN,  NaN,  NaN,  NaN, 1.72, 2.15, 1.84, 1.85, 1.84, 1.83, 2.57,  NaN,  NaN,  NaN,  NaN,  NaN, 0.41, 2.08, 1.75, 1.56, 1.66, 1.97, 1.80, 4.58,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 1.49, 2.59, 2.49,  NaN,  NaN,  NaN,  NaN,  NaN, 
RM_24_0,58,20, NaN, 0.56, 2.66, 2.53, 2.89, 2.66, 2.73, 2.66, 2.73, 4.06,  NaN,  NaN,  NaN, 0.57, 1.18, 2.43, 2.87, 2.66, 2.73, 2.66, 3.70,  NaN,  NaN,  NaN, 4.39,  NaN, 1.96, 1.78, 2.86, 2.66, 2.92, 2.66, 3.92,  NaN,  NaN,  NaN,  NaN, 4.32, 1.06, 1.78, 2.82, 2.66, 2.73, 3.28, 4.16,  NaN,  NaN,  NaN,  NaN,  NaN, 1.60, 2.66, 2.85, 2.66, 2.73, 4.13,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 2.17, 1.97, 2.51, 2.29, 2.92, 3.44, 2.35,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 4.13, 3.88,  NaN,  NaN,  NaN,  NaN,  NaN, 
RM_24_5,59,20, NaN, 0.46, 2.60, 2.46, 2.82, 2.60, 2.67, 2.60, 2.67, 4.02,  NaN,  NaN,  NaN, 0.46, 1.06, 2.33, 2.81, 2.60, 2.67, 2.60, 3.67,  NaN,  NaN,  NaN, 4.33,  NaN, 1.89, 1.70, 2.80, 2.60, 2.85, 2.60, 3.86,  NaN,  NaN,  NaN,  NaN, 4.26, 0.98, 1.70, 2.75, 2.60, 2.67, 3.21, 4.10,  NaN,  NaN,  NaN,  NaN,  NaN, 1.52, 2.60, 2.78, 2.60, 2.67, 4.06,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 2.10, 1.89, 2.56, 2.22, 2.86, 3.39, 2.26,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 4.06, 3.77,  NaN,  NaN,  NaN,  NaN,  NaN, 
RM_2_0,20,20,0.21, 0.55, 0.18, 0.31, 0.32, 0.31, 0.32, 0.31, 0.32, 0.15,  NaN,  NaN, 0.57, 0.53, 0.32, 0.31, 0.32, 0.31, 0.32, 0.31, 0.19, 0.00,  NaN,  NaN, 0.26, 0.19, 0.36, 0.40, 0.32, 0.31, 0.23, 0.31, 0.08,  NaN,  NaN,  NaN, 0.02, 0.20, 0.36, 0.43, 0.33, 0.31, 0.32, 0.24, 0.04,  NaN,  NaN,  NaN,  NaN, 0.44, 0.35, 0.31, 0.32, 0.31, 0.32, 0.10,  NaN,  NaN,  NaN,  NaN, 0.11, 0.17, 0.29, 0.49, 0.34, 0.33, 0.27, 0.20,  NaN, 0.23,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 0.23, 0.08, 0.13,  NaN,  NaN,  NaN,  NaN,  NaN, 
RM_2_5,21,20,0.18, 0.54, 0.17, 0.30, 0.30, 0.29, 0.30, 0.29, 0.30, 0.12,  NaN,  NaN, 0.56, 0.52, 0.31, 0.30, 0.31, 0.29, 0.30, 0.29, 0.17, 0.00,  NaN,  NaN, 0.24, 0.18, 0.33, 0.39, 0.31, 0.29, 0.22, 0.29, 0.07,  NaN,  NaN,  NaN, 0.03, 0.19, 0.34, 0.41, 0.31, 0.29, 0.30, 0.23, 0.07,  NaN,  NaN,  NaN,  NaN, 0.44, 0.33, 0.29, 0.31, 0.29, 0.30, 0.08,  NaN,  NaN,  NaN,  NaN, 0.09, 0.16, 0.29, 0.49, 0.33, 0.32, 0.26, 0.19,  NaN, 0.19,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 0.19, 0.06, 0.11,  NaN,  NaN,  NaN,  NaN,  NaN, 
RM_3_5,22,20,0.43, 0.73, 0.50, 0.47, 0.46, 0.47, 0.47, 0.47, 0.47, 0.25,  NaN,  NaN, 0.80, 0.75, 0.56, 0.48, 0.46, 0.47, 0.47, 0.47, 0.36, 0.00,  NaN,  NaN, 0.48, 0.29, 0.51, 0.58, 0.46, 0.47, 0.36, 0.47, 0.33,  NaN,  NaN,  NaN, 0.16, 0.30, 0.55, 0.61, 0.46, 0.47, 0.47, 0.38, 0.15,  NaN,  NaN,  NaN,  NaN, 0.34, 0.51, 0.47, 0.46, 0.47, 0.47, 0.20,  NaN,  NaN,  NaN,  NaN, 0.22, 0.22, 0.42, 0.73, 0.48, 0.49, 0.41, 0.35,  NaN, 0.60,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 0.36, 0.17, 0.29,  NaN,  NaN,  NaN,  NaN,  NaN, 
RM_4_0,23,20,0.00, 0.70, 0.43, 0.36, 0.36, 0.36, 0.37, 0.36, 0.37, 0.00,  NaN,  NaN, 0.80, 0.70, 0.50, 0.37, 0.36, 0.36, 0.37, 0.36, 0.22, 0.00,  NaN,  NaN, 0.31, 0.25, 0.42, 0.50, 0.37, 0.36, 0.25, 0.36, 0.18,  NaN,  NaN,  NaN, 0.00, 0.16, 0.46, 0.53, 0.37, 0.36, 0.37, 0.25, 0.00,  NaN,  NaN,  NaN,  NaN, 0.31, 0.45, 0.36, 0.37, 0.36, 0.37, 0.00,  NaN,  NaN,  NaN,  NaN, 0.00, 0.20, 0.37, 0.65, 0.41, 0.39, 0.31, 0.18,  NaN, 0.11,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 0.02, 0.00, 0.09,  NaN,  NaN,  NaN,  NaN,  NaN, 
RM_4_5,24,20,0.00, 1.13, 0.77, 0.63, 0.52, 0.63, 0.62, 0.63, 0.62, 0.00,  NaN,  NaN, 1.38, 1.17, 0.84, 0.64, 0.54, 0.63, 0.62, 0.63, 0.23, 0.00,  NaN,  NaN, 0.88, 0.42, 0.72, 0.85, 0.55, 0.63, 0.42, 0.63, 0.25,  NaN,  NaN,  NaN, 0.27, 0.32, 0.96, 0.92, 0.55, 0.63, 0.62, 0.42, 0.00,  NaN,  NaN,  NaN,  NaN, 0.52, 0.77, 0.63, 0.57, 0.63, 0.62, 0.00,  NaN,  NaN,  NaN,  NaN, 0.00, 0.31, 0.59, 1.12, 0.61, 0.68, 0.51, 0.31,  NaN, 1.31,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 0.27, 0.00, 0.28,  NaN,  NaN,  NaN,  NaN,  NaN, 
RM_5_0,26,20,0.01, 1.80, 1.20, 1.00, 0.73, 1.00, 0.96, 1.00, 0.96, 0.00,  NaN,  NaN, 2.21, 1.80, 1.16, 1.03, 0.76, 1.00, 0.96, 1.00, 0.34, 0.00,  NaN,  NaN, 1.99, 0.64, 1.16, 1.37, 0.78, 1.00, 0.64, 1.00, 0.32,  NaN,  NaN,  NaN, 0.78, 0.54, 1.77, 1.47, 0.78, 1.00, 0.96, 0.65, 0.00,  NaN,  NaN,  NaN,  NaN, 0.80, 1.24, 1.00, 0.81, 1.00, 0.96, 0.00,  NaN,  NaN,  NaN,  NaN, 0.00, 0.48, 0.90, 1.79, 0.86, 1.10, 0.78, 0.49,  NaN, 3.28,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 0.66, 0.00, 0.56,  NaN,  NaN,  NaN,  NaN,  NaN, 
RM_5_5,25,20, NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 
RM_6_0,27,20,1.40, 3.34, 2.66, 2.56, 1.80, 2.56, 2.38, 2.56, 2.38, 0.78,  NaN,  NaN, 4.88, 5.55, 3.14, 2.63, 1.87, 2.56, 2.38, 2.56, 1.68, 0.00,  NaN,  NaN, 6.00, 1.61, 2.88, 3.22, 1.92, 2.56, 1.73, 2.56, 1.20,  NaN,  NaN,  NaN, 14.20, 1.60, 4.35, 3.08, 1.92, 2.56, 2.38, 1.91, 0.32,  NaN,  NaN,  NaN,  NaN, 2.00, 2.69, 2.56, 1.98, 2.56, 2.38, 0.54,  NaN,  NaN,  NaN,  NaN, 0.73, 1.12, 2.09, 4.49, 1.95, 2.59, 2.21, 1.68, 0.00, 9.30,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 1.79, 0.52, 2.07,  NaN,  NaN,  NaN,  NaN,  NaN, 
RM_6_5,28,20,2.63, 4.27, 3.44, 3.37, 2.55, 3.37, 3.19, 3.37, 3.19, 1.41,  NaN,  NaN, 5.79, 6.61, 4.00, 3.44, 2.63, 3.37, 3.19, 3.37, 2.45, 0.00,  NaN,  NaN, 6.99, 2.12, 3.78, 4.06, 2.69, 3.37, 2.46, 3.37, 2.15,  NaN,  NaN,  NaN, 16.48, 2.61, 5.32, 3.94, 2.69, 3.37, 3.19, 2.67, 0.69,  NaN,  NaN,  NaN,  NaN, 2.94, 3.55, 3.37, 2.76, 3.37, 3.19, 1.19,  NaN,  NaN,  NaN,  NaN, 1.61, 1.74, 2.76, 5.59, 2.71, 3.41, 3.00, 2.42, 0.00, 11.54,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 2.83, 1.15, 4.30,  NaN,  NaN,  NaN,  NaN,  NaN, 
RM_7_0,29,20,2.95, 4.58, 3.69, 3.63, 2.79, 3.63, 3.45, 3.63, 3.45, 1.59,  NaN,  NaN, 6.08, 6.94, 4.29, 3.70, 2.87, 3.63, 3.45, 3.63, 2.72, 0.00,  NaN,  NaN, 7.35, 2.32, 4.06, 4.33, 2.93, 3.63, 2.70, 3.63, 2.35,  NaN,  NaN,  NaN, 16.96, 2.88, 5.42, 4.17, 2.93, 3.63, 3.45, 2.92, 0.97,  NaN,  NaN,  NaN,  NaN, 3.26, 3.83, 3.63, 3.00, 3.63, 3.45, 1.38,  NaN,  NaN,  NaN,  NaN, 1.91, 1.95, 2.98, 5.92, 2.95, 3.67, 3.25, 2.63, 0.00, 12.01,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 3.12, 1.37, 4.40, 0.00,  NaN,  NaN,  NaN,  NaN, 
RM_7_5,32,20,3.44, 5.02, 4.13, 4.09, 3.19, 4.09, 3.89, 4.09, 3.89, 1.96,  NaN,  NaN, 6.66, 7.61, 4.78, 4.16, 3.28, 4.09, 3.89, 4.09, 3.13, 0.02,  NaN,  NaN, 8.09, 2.59, 4.57, 4.83, 3.34, 4.09, 3.16, 4.09, 2.75,  NaN,  NaN,  NaN, 17.79, 3.54, 6.02, 4.58, 3.34, 4.09, 3.89, 3.33, 1.14,  NaN,  NaN,  NaN,  NaN, 3.71, 4.23, 4.09, 3.42, 4.09, 3.89, 1.91,  NaN,  NaN,  NaN,  NaN, 2.26, 2.04, 3.52, 6.30, 3.35, 4.11, 3.75, 3.04, 10.83, 13.01,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 3.59, 1.73, 4.90, 0.03,  NaN,  NaN,  NaN,  NaN, 
RM_8_0,31,20,3.53, 5.12, 4.21, 4.18, 3.28, 4.18, 3.98, 4.18, 3.98, 2.03,  NaN,  NaN, 6.77, 7.74, 4.88, 4.23, 3.37, 4.18, 3.98, 4.18, 3.21, 0.06,  NaN,  NaN, 8.23, 2.67, 4.67, 4.93, 3.43, 4.18, 3.24, 4.18, 2.83,  NaN,  NaN,  NaN, 17.92, 3.63, 6.09, 4.66, 3.43, 4.18, 3.98, 3.42, 1.19,  NaN,  NaN,  NaN,  NaN, 3.81, 4.32, 4.18, 3.50, 4.18, 3.98, 1.99,  NaN,  NaN,  NaN,  NaN, 2.35, 2.12, 3.60, 6.46, 3.43, 4.20, 3.84, 3.12, 10.91, 13.19,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 3.68, 1.80, 5.00, 0.06,  NaN,  NaN,  NaN,  NaN, 
RM_8_5,30,20,3.49, 5.10, 4.18, 4.16, 3.26, 4.16, 3.96, 4.16, 3.96, 2.01,  NaN,  NaN, 6.75, 7.71, 4.86, 4.23, 3.35, 4.16, 3.96, 4.16, 3.19, 0.05,  NaN,  NaN, 8.21, 2.65, 4.65, 4.91, 3.41, 4.16, 3.22, 4.16, 2.81,  NaN,  NaN,  NaN, 17.88, 3.61, 6.11, 4.63, 3.41, 4.16, 3.96, 3.40, 1.18,  NaN,  NaN,  NaN,  NaN, 3.79, 4.30, 4.16, 3.48, 4.16, 3.96, 1.97,  NaN,  NaN,  NaN,  NaN, 2.33, 2.10, 3.58, 6.39, 3.41, 4.18, 3.82, 3.10, 10.88, 13.16,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 3.65, 1.79, 4.97, 0.06,  NaN,  NaN,  NaN,  NaN, 
RM_9_0,33,20,3.41, 5.06, 4.11, 4.11, 3.21, 4.11, 3.91, 4.11, 3.91, 1.94,  NaN,  NaN, 6.71, 7.66, 4.83, 4.18, 3.30, 4.11, 3.91, 4.11, 3.14, 0.00,  NaN,  NaN, 8.17, 2.68, 4.60, 4.86, 3.36, 4.11, 3.17, 4.11, 2.76,  NaN,  NaN,  NaN, 18.43, 3.65, 6.10, 4.61, 3.36, 4.11, 3.91, 3.35, 1.14,  NaN,  NaN,  NaN,  NaN, 3.84, 4.25, 4.11, 3.43, 4.11, 3.91, 1.75,  NaN,  NaN,  NaN,  NaN, 2.28, 2.07, 3.39, 6.38, 3.36, 4.15, 3.77, 3.04, 10.79, 13.10,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 3.58, 1.73, 4.91, 0.00,  NaN,  NaN,  NaN,  NaN, 
