Gage_Name, Gage_No, Threshold_cfs, Oct_ExtWet, Nov_ExtWet, Dec_ExtWet, Jan_ExtWet, Feb_ExtWet, Mar_ExtWet, Apr_ExtWet, May_ExtWet, Jun_ExtWet, Jul_ExtWet, Aug_ExtWet, Sep_ExtWet,Oct_Wet, Nov_Wet, Dec_Wet, Jan_Wet, Feb_Wet, Mar_Wet, Apr_Wet, May_Wet, Jun_Wet, Jul_Wet, Aug_Wet, Sep_Wet,Oct_AboveNorm, Nov_AboveNorm, Dec_AboveNorm, Jan_AboveNorm, Feb_AboveNorm, Mar_AboveNorm, Apr_AboveNorm, May_AboveNorm, Jun_AboveNorm, Jul_AboveNorm, Aug_AboveNorm, Sep_AboveNorm,Oct_Norm, Nov_Norm, Dec_Norm, Jan_Norm, Feb_Norm, Mar_Norm, Apr_Norm, May_Norm, Jun_Norm, Jul_Norm, Aug_Norm, Sep_Norm,Oct_BelowNorm, Nov_BelowNorm, Dec_BelowNorm, Jan_BelowNorm, Feb_BelowNorm, Mar_BelowNorm, Apr_BelowNorm, May_BelowNorm, Jun_BelowNorm, Jul_BelowNorm, Aug_BelowNorm, Sep_BelowNorm,Oct_Dry, Nov_Dry, Dec_Dry, Jan_Dry, Feb_Dry, Mar_Dry, Apr_Dry, May_Dry, Jun_Dry, Jul_Dry, Aug_Dry, Sep_Dry,Oct_CritDry, Nov_CritDry, Dec_CritDry, Jan_CritDry, Feb_CritDry, Mar_CritDry, Apr_CritDry, May_CritDry, Jun_CritDry, Jul_CritDry, Aug_CritDry, Sep_CritDry,
RM_12_0,37,20,2.50, 19.00, 30.00, 31.00, 28.00, 31.00, 30.00, 31.00, 30.00, 11.00, 0.00, 0.00, 2.80, 6.60, 24.80, 30.00, 28.20, 31.00, 30.00, 31.00, 24.00, 0.60, 0.00, 0.00, 6.67, 9.33, 17.67, 25.67, 28.33, 31.00, 28.00, 20.67, 15.67, 0.00, 0.00, 0.00, 3.33, 9.50, 14.67, 26.17, 28.33, 31.00, 30.00, 26.83, 6.83, 0.00, 0.00, 0.00, 0.00, 13.00, 30.50, 31.00, 28.50, 31.00, 30.00, 20.50, 0.00, 0.00, 0.00, 0.00, 2.80, 10.00, 22.80, 21.60, 26.80, 30.40, 29.60, 17.40, 1.00, 0.20, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 10.00, 20.00, 23.00, 1.00, 0.00, 0.00, 0.00, 0.00, 
RM_12_5,38,20,2.50, 19.00, 29.50, 31.00, 28.00, 31.00, 30.00, 31.00, 30.00, 11.00, 0.00, 0.00, 2.80, 6.40, 24.80, 30.00, 28.20, 31.00, 30.00, 31.00, 23.60, 0.60, 0.00, 0.00, 6.67, 9.33, 17.67, 25.67, 28.33, 31.00, 28.00, 20.67, 15.33, 0.00, 0.00, 0.00, 3.33, 9.50, 14.83, 25.67, 28.33, 31.00, 30.00, 26.67, 6.83, 0.00, 0.00, 0.00, 0.00, 12.50, 30.50, 31.00, 28.50, 31.00, 30.00, 20.00, 0.00, 0.00, 0.00, 0.00, 2.80, 9.80, 22.80, 21.40, 26.20, 30.40, 29.60, 17.40, 1.00, 0.20, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 10.00, 20.00, 24.00, 1.00, 0.00, 0.00, 0.00, 0.00, 
RM_13_0,39,20,2.50, 19.00, 29.00, 31.00, 28.00, 31.00, 30.00, 31.00, 30.00, 11.00, 0.00, 0.00, 2.80, 6.40, 24.60, 30.00, 28.20, 31.00, 30.00, 31.00, 23.20, 0.60, 0.00, 0.00, 6.67, 8.67, 17.67, 25.67, 28.33, 31.00, 28.00, 20.67, 15.33, 0.00, 0.00, 0.00, 3.17, 8.83, 14.67, 25.83, 28.33, 31.00, 30.00, 26.67, 6.67, 0.00, 0.00, 0.00, 0.00, 12.50, 30.50, 31.00, 28.50, 31.00, 30.00, 19.50, 0.00, 0.00, 0.00, 0.00, 2.80, 9.60, 22.40, 21.20, 26.40, 30.40, 29.60, 17.40, 1.00, 0.20, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 10.00, 20.00, 24.00, 1.00, 0.00, 0.00, 0.00, 0.00, 
RM_13_5,40,20,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
RM_14_0,41,20,2.00, 14.00, 23.50, 30.50, 28.00, 31.00, 30.00, 31.00, 30.00, 9.50, 0.00, 0.00, 2.80, 4.60, 21.40, 29.60, 28.20, 31.00, 30.00, 31.00, 22.20, 0.40, 0.00, 0.00, 6.33, 6.33, 16.67, 25.67, 28.33, 31.00, 27.67, 20.67, 14.00, 0.00, 0.00, 0.00, 2.67, 7.50, 12.50, 23.50, 28.33, 31.00, 30.00, 26.00, 5.50, 0.00, 0.00, 0.00, 0.00, 10.50, 27.50, 31.00, 28.50, 31.00, 30.00, 17.00, 0.00, 0.00, 0.00, 0.00, 2.20, 6.40, 18.20, 18.60, 25.20, 29.20, 28.60, 16.40, 0.40, 0.20, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 7.00, 18.00, 19.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
RM_14_5,42,20,2.00, 14.00, 24.00, 30.50, 28.00, 31.00, 30.00, 31.00, 30.00, 9.50, 0.00, 0.00, 2.80, 4.60, 22.00, 29.60, 28.20, 31.00, 30.00, 31.00, 22.20, 0.40, 0.00, 0.00, 6.33, 6.33, 16.33, 25.33, 28.33, 31.00, 27.67, 20.67, 14.00, 0.00, 0.00, 0.00, 2.50, 7.33, 12.50, 23.33, 28.33, 31.00, 30.00, 26.17, 5.67, 0.00, 0.00, 0.00, 0.00, 10.50, 28.00, 31.00, 28.50, 31.00, 30.00, 16.50, 0.00, 0.00, 0.00, 0.00, 2.20, 7.20, 18.20, 18.20, 25.20, 29.60, 28.60, 16.40, 0.60, 0.20, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 7.00, 18.00, 20.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
RM_15_5,43,20,2.00, 13.50, 24.00, 30.50, 28.00, 31.00, 30.00, 31.00, 30.00, 9.50, 0.00, 0.00, 2.80, 4.20, 22.00, 29.60, 28.20, 31.00, 30.00, 31.00, 22.40, 0.40, 0.00, 0.00, 6.33, 6.33, 16.33, 25.33, 28.33, 31.00, 27.67, 20.67, 14.33, 0.00, 0.00, 0.00, 2.33, 7.17, 12.67, 23.67, 28.33, 31.00, 30.00, 26.17, 5.83, 0.00, 0.00, 0.00, 0.00, 10.50, 28.50, 31.00, 28.50, 31.00, 30.00, 16.50, 0.00, 0.00, 0.00, 0.00, 2.20, 7.60, 18.20, 18.60, 25.20, 29.60, 28.80, 16.60, 0.60, 0.20, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 7.00, 18.00, 21.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
RM_16_0,44,20,2.00, 13.50, 23.00, 30.50, 28.00, 31.00, 30.00, 31.00, 30.00, 9.50, 0.00, 0.00, 2.80, 4.20, 22.00, 29.40, 28.20, 31.00, 30.00, 31.00, 22.40, 0.40, 0.00, 0.00, 6.00, 6.33, 16.33, 25.33, 28.33, 31.00, 27.67, 20.67, 14.33, 0.00, 0.00, 0.00, 2.33, 7.00, 12.50, 23.17, 28.33, 31.00, 30.00, 26.17, 5.83, 0.00, 0.00, 0.00, 0.00, 10.50, 28.50, 31.00, 28.50, 31.00, 30.00, 16.50, 0.00, 0.00, 0.00, 0.00, 2.20, 7.60, 18.00, 18.60, 25.20, 29.60, 28.60, 16.80, 0.60, 0.20, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 6.00, 18.00, 21.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
RM_16_5,45,20,1.50, 9.50, 21.00, 29.50, 28.00, 31.00, 30.00, 31.00, 30.00, 8.50, 0.00, 0.00, 2.80, 3.20, 19.40, 29.40, 28.20, 31.00, 30.00, 31.00, 22.00, 0.40, 0.00, 0.00, 4.67, 5.67, 15.67, 25.00, 28.33, 31.00, 27.67, 20.67, 14.00, 0.00, 0.00, 0.00, 2.00, 6.00, 10.50, 22.33, 28.33, 31.00, 30.00, 26.00, 5.67, 0.00, 0.00, 0.00, 0.00, 9.50, 27.00, 31.00, 28.50, 31.00, 30.00, 16.50, 0.00, 0.00, 0.00, 0.00, 2.00, 5.00, 17.40, 17.60, 24.60, 28.80, 28.60, 16.40, 0.60, 0.20, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 6.00, 16.00, 20.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
RM_17_0,46,20,1.50, 10.50, 21.00, 29.50, 28.00, 31.00, 30.00, 31.00, 30.00, 9.00, 0.00, 0.00, 2.80, 3.60, 19.60, 29.40, 28.20, 31.00, 30.00, 31.00, 22.20, 0.60, 0.00, 0.00, 5.00, 6.00, 15.67, 25.33, 28.33, 31.00, 27.67, 20.67, 14.00, 0.00, 0.00, 0.00, 2.17, 6.17, 11.00, 22.83, 28.33, 31.00, 30.00, 26.17, 5.83, 0.00, 0.00, 0.00, 0.00, 9.50, 27.50, 31.00, 28.50, 31.00, 30.00, 17.00, 0.00, 0.00, 0.00, 0.00, 2.00, 6.20, 17.60, 17.80, 24.80, 29.60, 28.80, 16.60, 0.80, 0.20, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 6.00, 17.00, 21.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
RM_17_5,47,20,1.50, 10.50, 21.00, 29.50, 28.00, 31.00, 30.00, 31.00, 30.00, 9.00, 0.00, 0.00, 2.80, 3.60, 19.40, 29.40, 28.20, 31.00, 30.00, 31.00, 22.20, 0.60, 0.00, 0.00, 5.00, 5.67, 16.33, 25.33, 28.33, 31.00, 27.67, 21.00, 14.00, 0.00, 0.00, 0.00, 2.17, 6.17, 11.00, 22.67, 28.33, 31.00, 30.00, 26.17, 6.00, 0.00, 0.00, 0.00, 0.00, 9.00, 27.50, 31.00, 28.50, 31.00, 30.00, 17.50, 0.00, 0.00, 0.00, 0.00, 2.00, 6.20, 17.40, 17.80, 24.60, 29.60, 28.80, 16.60, 0.80, 0.20, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 6.00, 17.00, 21.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
RM_18_5,48,20,1.50, 10.50, 20.50, 29.50, 28.00, 31.00, 30.00, 31.00, 30.00, 9.00, 0.00, 0.00, 2.80, 3.80, 19.40, 29.40, 28.20, 31.00, 30.00, 31.00, 22.20, 0.60, 0.00, 0.00, 4.67, 5.33, 15.67, 25.33, 28.33, 31.00, 27.33, 20.67, 14.33, 0.00, 0.00, 0.00, 2.17, 6.00, 10.67, 22.67, 28.33, 31.00, 30.00, 26.50, 6.17, 0.00, 0.00, 0.00, 0.00, 9.00, 27.50, 31.00, 28.50, 31.00, 30.00, 18.00, 0.00, 0.00, 0.00, 0.00, 2.00, 6.00, 17.20, 17.80, 24.60, 29.60, 28.80, 16.60, 0.80, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 6.00, 16.00, 21.00, 1.00, 0.00, 0.00, 0.00, 0.00, 
RM_19_0,49,20,1.50, 10.50, 20.50, 29.50, 28.00, 31.00, 30.00, 31.00, 30.00, 8.50, 0.00, 0.00, 2.80, 3.40, 19.20, 29.40, 28.20, 31.00, 30.00, 31.00, 22.00, 0.60, 0.00, 0.00, 4.67, 5.33, 15.33, 25.00, 28.33, 31.00, 27.33, 20.67, 14.33, 0.00, 0.00, 0.00, 2.00, 6.17, 10.33, 22.50, 28.33, 31.00, 30.00, 26.33, 6.17, 0.00, 0.00, 0.00, 0.00, 8.50, 27.00, 31.00, 28.50, 31.00, 30.00, 17.00, 0.00, 0.00, 0.00, 0.00, 2.00, 5.20, 17.20, 17.40, 24.40, 29.60, 28.80, 16.60, 0.80, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 6.00, 16.00, 21.00, 1.00, 0.00, 0.00, 0.00, 0.00, 
RM_19_5,50,20,1.00, 8.00, 17.00, 29.50, 28.00, 31.00, 30.00, 31.00, 30.00, 6.50, 0.00, 0.00, 2.40, 2.80, 16.60, 29.20, 28.20, 31.00, 30.00, 30.80, 20.00, 0.20, 0.00, 0.00, 4.00, 4.67, 13.00, 23.00, 28.33, 31.00, 26.33, 20.67, 12.67, 0.00, 0.00, 0.00, 1.67, 4.33, 8.33, 22.00, 28.33, 31.00, 30.00, 24.83, 4.67, 0.00, 0.00, 0.00, 0.00, 5.50, 25.00, 31.00, 28.50, 31.00, 30.00, 15.00, 0.00, 0.00, 0.00, 0.00, 1.40, 2.60, 15.60, 16.20, 23.00, 27.60, 27.80, 15.80, 0.20, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 15.00, 19.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
RM_1_5,19,20,3.50, 15.00, 26.00, 31.00, 28.00, 31.00, 30.00, 31.00, 30.00, 9.00, 0.00, 0.00, 2.80, 5.80, 21.60, 30.40, 28.20, 31.00, 30.00, 31.00, 21.20, 0.40, 0.00, 0.00, 6.33, 8.67, 17.00, 25.00, 28.33, 31.00, 27.67, 20.67, 14.00, 0.00, 0.00, 0.00, 3.00, 8.83, 12.83, 23.67, 27.67, 31.00, 30.00, 24.50, 3.83, 0.00, 0.00, 0.00, 0.00, 9.00, 26.00, 31.00, 28.50, 31.00, 30.00, 15.00, 0.00, 0.00, 0.00, 0.00, 2.80, 5.80, 20.20, 17.80, 26.00, 29.00, 28.20, 14.60, 0.00, 0.20, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 19.00, 15.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
RM_20_0,51,20,1.00, 7.50, 17.00, 29.50, 28.00, 31.00, 30.00, 31.00, 30.00, 6.50, 0.00, 0.00, 2.40, 3.00, 16.20, 29.20, 28.20, 31.00, 30.00, 30.80, 20.00, 0.20, 0.00, 0.00, 4.00, 4.33, 13.67, 23.00, 28.33, 31.00, 26.00, 20.67, 12.33, 0.00, 0.00, 0.00, 1.50, 4.17, 8.50, 22.00, 28.33, 31.00, 30.00, 24.83, 4.67, 0.00, 0.00, 0.00, 0.00, 5.50, 24.50, 31.00, 28.50, 31.00, 30.00, 15.00, 0.00, 0.00, 0.00, 0.00, 1.40, 2.40, 15.60, 16.00, 23.00, 27.60, 27.80, 15.60, 0.20, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 15.00, 19.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
RM_20_5,52,20,1.00, 6.50, 16.50, 29.50, 28.00, 31.00, 30.00, 31.00, 30.00, 5.50, 0.00, 0.00, 2.20, 3.00, 16.00, 29.20, 28.20, 31.00, 30.00, 30.60, 19.80, 0.20, 0.00, 0.00, 4.00, 4.33, 13.67, 23.00, 28.33, 31.00, 26.00, 20.67, 12.33, 0.00, 0.00, 0.00, 1.33, 4.17, 8.17, 22.00, 28.33, 31.00, 30.00, 24.83, 4.33, 0.00, 0.00, 0.00, 0.00, 5.50, 23.00, 31.00, 28.50, 31.00, 30.00, 14.00, 0.00, 0.00, 0.00, 0.00, 1.20, 2.20, 15.20, 16.00, 23.00, 27.60, 27.40, 15.40, 0.20, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 14.00, 18.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
RM_21_0,53,20,0.50, 6.00, 15.50, 29.50, 28.00, 31.00, 30.00, 31.00, 30.00, 5.50, 0.00, 0.00, 1.80, 2.80, 15.60, 29.20, 28.20, 31.00, 30.00, 30.60, 19.20, 0.20, 0.00, 0.00, 3.67, 4.33, 14.00, 23.00, 28.33, 31.00, 26.00, 20.67, 11.67, 0.00, 0.00, 0.00, 1.33, 4.00, 7.33, 22.00, 28.33, 31.00, 30.00, 24.83, 4.33, 0.00, 0.00, 0.00, 0.00, 5.00, 23.50, 31.00, 28.50, 31.00, 30.00, 14.00, 0.00, 0.00, 0.00, 0.00, 1.20, 2.00, 15.00, 16.00, 22.60, 27.60, 27.40, 15.20, 0.20, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 14.00, 18.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
RM_22_0,55,20,0.00, 2.00, 15.50, 29.50, 28.00, 31.00, 30.00, 31.00, 30.00, 3.00, 0.00, 0.00, 0.80, 2.80, 14.80, 29.00, 28.20, 31.00, 30.00, 29.40, 16.80, 0.00, 0.00, 0.00, 3.00, 2.67, 13.33, 21.33, 28.33, 31.00, 25.33, 20.67, 10.67, 0.00, 0.00, 0.00, 0.50, 2.67, 5.17, 21.17, 28.17, 31.00, 30.00, 23.83, 2.83, 0.00, 0.00, 0.00, 0.00, 4.00, 19.00, 31.00, 28.50, 31.00, 30.00, 12.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.20, 12.60, 15.20, 21.20, 27.60, 26.60, 14.00, 0.20, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 14.00, 16.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
RM_22_5,54,20,0.00, 2.00, 15.50, 29.50, 28.00, 31.00, 30.00, 31.00, 30.00, 3.00, 0.00, 0.00, 1.00, 2.80, 14.60, 29.00, 28.20, 31.00, 30.00, 29.40, 16.60, 0.00, 0.00, 0.00, 3.00, 2.67, 13.67, 21.33, 28.33, 31.00, 25.00, 20.67, 10.67, 0.00, 0.00, 0.00, 0.50, 2.67, 5.17, 21.17, 28.00, 31.00, 30.00, 23.83, 2.67, 0.00, 0.00, 0.00, 0.00, 3.50, 19.00, 31.00, 28.50, 31.00, 30.00, 12.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.20, 12.40, 15.00, 21.20, 27.60, 26.60, 13.80, 0.20, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 13.00, 16.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
RM_23_0,57,20,0.00, 2.00, 15.50, 29.50, 28.00, 31.00, 30.00, 31.00, 30.00, 3.00, 0.00, 0.00, 0.80, 2.60, 14.40, 29.00, 28.20, 31.00, 30.00, 29.40, 16.60, 0.00, 0.00, 0.00, 3.00, 2.67, 13.67, 21.33, 28.33, 31.00, 25.00, 20.67, 10.33, 0.00, 0.00, 0.00, 0.50, 2.67, 5.33, 21.17, 28.00, 31.00, 30.00, 23.50, 2.50, 0.00, 0.00, 0.00, 0.00, 3.50, 19.00, 31.00, 28.50, 31.00, 30.00, 12.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.20, 12.20, 15.00, 21.20, 27.60, 26.60, 13.80, 0.20, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 13.00, 16.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
RM_24_0,58,20,0.00, 1.00, 15.50, 28.50, 28.00, 31.00, 30.00, 31.00, 30.00, 4.50, 0.00, 0.00, 0.00, 1.00, 9.80, 28.40, 28.20, 31.00, 30.00, 31.00, 18.20, 0.00, 0.00, 0.00, 1.33, 0.00, 14.00, 20.00, 28.33, 31.00, 28.00, 20.67, 9.67, 0.00, 0.00, 0.00, 0.00, 1.50, 3.33, 20.00, 27.50, 31.00, 30.00, 23.67, 3.33, 0.00, 0.00, 0.00, 0.00, 0.00, 16.00, 31.00, 28.50, 31.00, 30.00, 10.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 9.80, 13.40, 19.00, 27.60, 28.20, 13.20, 0.40, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 7.00, 13.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
RM_24_5,59,20,0.00, 1.00, 15.50, 28.50, 28.00, 31.00, 30.00, 31.00, 30.00, 4.50, 0.00, 0.00, 0.00, 1.00, 9.60, 28.20, 28.20, 31.00, 30.00, 31.00, 18.00, 0.00, 0.00, 0.00, 1.33, 0.00, 14.00, 20.00, 28.33, 31.00, 28.00, 20.67, 9.67, 0.00, 0.00, 0.00, 0.00, 1.50, 3.33, 20.00, 27.50, 31.00, 30.00, 23.67, 3.33, 0.00, 0.00, 0.00, 0.00, 0.00, 16.00, 31.00, 28.50, 31.00, 30.00, 10.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 9.80, 13.40, 19.00, 27.60, 28.20, 13.20, 0.40, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 7.00, 12.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
RM_2_0,20,20,3.50, 14.50, 26.00, 30.50, 28.00, 31.00, 30.00, 31.00, 30.00, 8.50, 0.00, 0.00, 2.80, 5.60, 22.00, 30.40, 28.20, 31.00, 30.00, 31.00, 21.20, 0.40, 0.00, 0.00, 6.33, 8.67, 17.00, 25.00, 28.33, 31.00, 27.67, 20.67, 14.00, 0.00, 0.00, 0.00, 2.83, 9.00, 12.67, 23.67, 27.67, 31.00, 30.00, 24.67, 3.83, 0.00, 0.00, 0.00, 0.00, 9.00, 26.00, 31.00, 28.50, 31.00, 30.00, 15.00, 0.00, 0.00, 0.00, 0.00, 2.80, 5.80, 20.20, 18.00, 26.00, 29.00, 28.20, 14.60, 0.00, 0.20, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 19.00, 15.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
RM_2_5,21,20,3.50, 14.50, 26.00, 30.50, 28.00, 31.00, 30.00, 31.00, 30.00, 9.00, 0.00, 0.00, 2.80, 5.80, 22.00, 30.40, 28.20, 31.00, 30.00, 31.00, 21.80, 0.40, 0.00, 0.00, 6.33, 8.67, 17.33, 25.00, 28.33, 31.00, 27.67, 20.67, 14.00, 0.00, 0.00, 0.00, 3.00, 9.00, 12.50, 23.83, 27.83, 31.00, 30.00, 24.83, 4.00, 0.00, 0.00, 0.00, 0.00, 9.00, 26.00, 31.00, 28.50, 31.00, 30.00, 15.00, 0.00, 0.00, 0.00, 0.00, 2.80, 5.80, 20.20, 19.00, 26.00, 29.00, 28.20, 14.60, 0.00, 0.20, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 19.00, 15.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
RM_3_5,22,20,3.50, 15.00, 27.00, 31.00, 28.00, 31.00, 30.00, 31.00, 30.00, 9.50, 0.00, 0.00, 2.80, 6.20, 22.40, 30.40, 28.20, 31.00, 30.00, 31.00, 22.80, 0.40, 0.00, 0.00, 6.33, 8.67, 18.00, 25.33, 28.33, 31.00, 28.00, 20.67, 14.33, 0.00, 0.00, 0.00, 3.17, 9.17, 13.17, 24.17, 28.33, 31.00, 30.00, 25.50, 5.00, 0.00, 0.00, 0.00, 0.00, 10.50, 26.00, 31.00, 28.50, 31.00, 30.00, 16.00, 0.00, 0.00, 0.00, 0.00, 3.00, 6.40, 20.40, 19.60, 26.00, 29.20, 28.60, 15.20, 0.00, 0.20, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 4.00, 19.00, 16.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
RM_4_0,23,20,3.50, 16.00, 27.00, 31.00, 28.00, 31.00, 30.00, 31.00, 30.00, 9.50, 0.00, 0.00, 2.80, 6.20, 22.40, 30.40, 28.20, 31.00, 30.00, 31.00, 22.80, 0.40, 0.00, 0.00, 6.33, 8.67, 18.33, 25.33, 28.33, 31.00, 28.00, 20.67, 14.33, 0.00, 0.00, 0.00, 2.83, 9.50, 13.67, 24.17, 28.33, 31.00, 30.00, 25.67, 5.17, 0.00, 0.00, 0.00, 0.00, 10.50, 26.00, 31.00, 28.50, 31.00, 30.00, 16.50, 0.00, 0.00, 0.00, 0.00, 2.80, 6.20, 20.60, 19.20, 26.00, 29.20, 28.60, 15.40, 0.00, 0.20, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 5.00, 19.00, 16.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
RM_4_5,24,20,3.50, 16.50, 26.00, 31.00, 28.00, 31.00, 30.00, 31.00, 30.00, 9.50, 0.00, 0.00, 2.80, 6.00, 22.40, 30.40, 28.20, 31.00, 30.00, 31.00, 22.40, 0.40, 0.00, 0.00, 6.33, 8.33, 18.33, 25.33, 28.33, 31.00, 28.00, 20.67, 14.33, 0.00, 0.00, 0.00, 3.00, 9.33, 13.67, 24.00, 28.33, 31.00, 30.00, 25.67, 5.17, 0.00, 0.00, 0.00, 0.00, 10.50, 26.00, 31.00, 28.50, 31.00, 30.00, 16.50, 0.00, 0.00, 0.00, 0.00, 2.80, 6.20, 20.60, 19.00, 26.00, 29.20, 28.60, 15.40, 0.00, 0.20, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 5.00, 19.00, 16.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
RM_5_0,26,20,3.00, 16.00, 26.50, 31.00, 28.00, 31.00, 30.00, 31.00, 30.00, 9.50, 0.00, 0.00, 2.80, 5.60, 22.00, 30.20, 28.20, 31.00, 30.00, 31.00, 22.20, 0.40, 0.00, 0.00, 6.33, 8.33, 18.00, 25.33, 28.33, 31.00, 28.00, 20.67, 14.33, 0.00, 0.00, 0.00, 3.00, 9.00, 13.17, 24.00, 28.33, 31.00, 30.00, 25.50, 5.17, 0.00, 0.00, 0.00, 0.00, 11.00, 26.00, 31.00, 28.50, 31.00, 30.00, 16.00, 0.00, 0.00, 0.00, 0.00, 2.80, 6.20, 20.60, 19.00, 26.00, 29.00, 28.60, 15.40, 0.00, 0.20, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 5.00, 19.00, 16.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
RM_5_5,25,20,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
