Gage, Year, Month, Cutoff Low (cfs), Cutoff High (cfs), Average Simulated (cfs), Standard Deviation Simulated (cfs), Average Measured (cfs), Standard Deviation Measured (cfs), count, r2
RR,  1992,     2,    20,   200, 226.50,106.79,139.20, 35.88,      5, 0.95698
RR,  1992,     2,     0,    20,  36.06,  1.66, 16.11,  1.17,      9, 0.33971
RR,  1992,     3,   200,   500, 232.96, 21.32,281.00, 66.70,      5, -0.70725
RR,  1992,     3,    20,   200, 234.73, 56.61,133.00, 21.45,     26, 0.73036
RR,  1992,     4,    20,   200,  89.40, 34.52, 51.03, 21.49,     30, 0.98523
RR,  1992,     5,    20,   200,  32.05,  2.58, 21.14,  0.69,      7, 0.95697
RR,  1992,     5,     0,    20,  17.59,  7.15, 14.56,  2.96,     25, 0.91823
RR,  1992,     6,     0,    20,   8.32,  2.85,  5.91,  1.62,     30, 0.84043
RR,  1992,     7,     0,    20,   4.15,  0.48,  3.17,  0.23,     31, 0.6753
RR,  1992,     8,     0,    20,   3.50,  0.13,  2.94,  0.17,     31, 0.31573
RR,  1992,     9,     0,    20,   3.89,  0.07,  3.00,  0.25,     30, 0.15967
RR,  1993,    10,     0,    20,   6.89,  0.24,  4.34,  0.14,     31, -0.28946
RR,  1993,    11,     0,    20,  19.87, 25.33,  5.07,  0.63,     30, 0.17887
RR,  1993,    12,     0,    20,  24.89, 11.64,  6.91,  1.49,     31, 0.64087
RR,  1993,     1,   200,   500, 325.86,132.00,327.42, 67.02,     12, 0.22184
RR,  1993,     1,    20,   200, 169.89, 23.08,131.20, 37.64,      5, -0.94462
RR,  1993,     2,   200,   500, 352.74,103.88,271.21, 67.82,     14, -0.17536
RR,  1993,     2,    20,   200, 266.87,  7.27,182.50,  6.61,      4, 0.73462
RR,  1993,     3,   200,   500, 344.52,104.39,297.05, 84.80,     19, 0.83698
RR,  1993,     3,    20,   200, 235.51, 34.11,186.89,  7.62,      9, -0.21197
RR,  1993,     4,    20,   200, 171.28, 78.75,111.87, 28.97,     30, 0.94359
RR,  1993,     5,    20,   200,  47.05, 17.51, 41.77, 15.12,     31, 0.97523
RR,  1993,     6,    20,   200,  21.85, 11.27, 33.66, 13.28,     29, 0.49468
RR,  1993,     6,     0,    20,   5.94,  0.39, 19.67,  0.58,      3, 0.95652
RR,  1993,     7,     0,    20,   6.24,  0.79, 10.47,  4.24,     31, -0.22369
RR,  1993,     8,     0,    20,   5.69,  0.31,  4.84,  0.29,     31, -0.73616
RR,  1993,     9,     0,    20,   6.38,  0.23,  4.69,  0.12,     30, -0.80352
RR,  1994,    10,     0,    20,  12.87,  7.89,  2.83,  0.20,     31, 0.26293
RR,  1994,    11,     0,    20,  20.56, 11.64,  3.03,  0.43,     30, 0.32072
RR,  1994,    12,     0,    20,  22.58,  6.51,  3.97,  0.37,     31, 0.18186
RR,  1994,     1,    20,   200,  48.83,  7.93, 32.17,  9.75,      6, -0.30399
RR,  1994,     1,     0,    20,  17.21,  6.53,  6.58,  2.81,     25, 0.95277
RR,  1994,     2,   200,   500, 241.94,155.33,286.33,111.54,      3, 0.25107
RR,  1994,     2,    20,   200, 133.93,125.65, 96.47, 46.13,     19, 0.36923
RR,  1994,     2,     0,    20,  26.88, 11.01, 14.00,  1.79,      6, 0.83948
RR,  1994,     3,    20,   200,  75.41, 26.84, 35.79, 14.98,     28, 0.95103
RR,  1994,     3,     0,    20,  52.25,  1.58, 17.67,  1.15,      3, -0.87675
RR,  1994,     4,     0,    20,  50.20, 39.42, 14.63,  1.63,     30, -0.11188
RR,  1994,     5,     0,    20,  54.03, 26.58, 14.23,  2.08,     31, 0.031888
RR,  1994,     6,     0,    20,  11.26,  3.79,  5.89,  2.97,     30, 0.82133
RR,  1994,     7,     0,    20,   6.54,  0.13,  2.40,  0.26,     31, 0.38573
RR,  1994,     8,     0,    20,   6.43,  0.26,  1.80,  0.25,     31, 0.19012
RR,  1994,     9,     0,    20,   6.94,  0.76,  2.37,  0.23,     30, 0.48814
RR,  1995,    10,     0,    20,   6.54,  0.45,  8.06,  0.97,     31, -0.876
RR,  1995,    11,     0,    20,   7.13,  0.17,  8.70,  0.51,     30, -0.32205
RR,  1995,    12,    20,   200,  77.74, 52.47, 40.55, 12.15,     20, 0.70536
RR,  1995,    12,     0,    20,   7.03,  0.04,  9.78,  0.15,     11, -0.36603
RR,  1995,     1,   200,   500, 336.58,133.85,380.17, 77.36,      6, 0.50826
RR,  1995,     1,     0,    20,  21.13,  1.55,  4.77,  0.90,      3, -0.90262
RR,  1995,     2,   200,   500, 398.27, 61.88,268.13, 59.59,      8, 0.88614
RR,  1995,     2,    20,   200, 243.64, 51.65,135.55, 30.49,     20, 0.4197
RR,  1995,     3,   200,   500, 640.38, 83.31,467.60, 29.18,      5, 0.25344
RR,  1995,     3,    20,   200, 169.30, 26.61,133.00, 21.84,      8, 0.13945
RR,  1995,     4,   200,   500, 341.95, 98.23,269.80, 59.90,     15, 0.94353
RR,  1995,     4,    20,   200, 222.82, 29.40,140.81, 35.61,     16, 0.63647
RR,  1995,     5,    20,   200, 168.69, 30.01,138.23, 27.74,     31, 0.51784
RR,  1995,     6,    20,   200,  75.17, 28.04, 74.17, 11.47,     30, 0.37158
RR,  1995,     7,    20,   200,  20.02,  7.86, 37.22, 11.29,     18, 0.98195
RR,  1995,     7,     0,    20,  11.29,  3.58, 15.29,  2.81,     14, 0.3706
RR,  1995,     8,     0,    20,   7.05,  0.53,  8.90,  0.64,     31, 0.15216
RR,  1995,     9,     0,    20,   6.30,  0.13,  9.54,  0.73,     30, -0.7241
RR,  1996,    10,     0,    20,   7.16,  4.79,  7.77,  0.41,     31, -0.13002
RR,  1996,    11,    20,   200,  56.72, 31.40, 30.40,  6.69,      5, -0.034075
RR,  1996,    11,     0,    20,  31.59, 25.81,  9.81,  4.59,     25, 0.85899
RR,  1996,    12,   200,   500, 658.11,296.87,350.40,105.27,      5, 0.21726
RR,  1996,    12,    20,   200, 230.54,193.28,109.00, 62.95,     16, 0.67002
RR,  1996,    12,     0,    20,  25.95,  9.11, 17.67,  1.63,      6, -0.7302
RR,  1996,     1,    20,   200,  74.23, 46.76, 72.36, 46.85,     25, 0.70095
RR,  1996,     1,     0,    20,  17.60,  5.52, 19.29,  0.49,      7, 0.94545
RR,  1996,     2,   200,   500, 257.45, 63.36,323.30, 95.12,     10, 0.64673
RR,  1996,     2,    20,   200, 129.89,  9.49,177.00, 12.36,      6, 0.91491
RR,  1996,     3,   200,   500, 305.66, 85.48,339.35, 99.70,     23, 0.81913
RR,  1996,     3,    20,   200, 174.27,  6.88,183.75, 12.09,      4, 0.9934
RR,  1996,     4,   200,   500, 166.41, 10.83,247.33, 32.72,      3, -0.78684
RR,  1996,     4,    20,   200, 145.04, 78.54,124.78, 31.25,     27, 0.82998
RR,  1996,     5,    20,   200,  96.23,102.73, 67.42, 31.05,     31, 0.44957
RR,  1996,     6,    20,   200,  27.72,  6.73, 36.64,  8.92,     11, 0.87704
RR,  1996,     6,     0,    20,   9.82,  4.97, 15.84,  1.57,     19, 0.71912
RR,  1996,     7,     0,    20,   5.01,  1.63, 12.42,  1.80,     31, -0.4891
RR,  1996,     8,     0,    20,   6.37,  0.33,  8.09,  0.94,     31, -0.58304
RR,  1996,     9,     0,    20,   6.64,  0.15,  9.11,  1.37,     30, -0.35821
RR,  1997,    10,     0,    20,   4.85,  1.42,  3.87,  0.46,     31, 0.13913
RR,  1997,    11,    20,   200, 118.00, 56.83, 44.80, 17.46,      5, -0.94794
RR,  1997,    11,     0,    20,  18.67, 16.04,  6.14,  2.36,     25, 0.51451
RR,  1997,    12,    20,   200, 201.50,130.08, 83.07, 47.64,     29, 0.20371
RR,  1997,     1,   200,   500, 292.98, 39.07,352.09, 60.62,     11, -0.040331
RR,  1997,     2,   200,   500, 304.37, 93.86,299.77, 83.56,     13, 0.98446
RR,  1997,     2,    20,   200, 188.24, 10.01,156.64, 20.92,     11, 0.81626
RR,  1997,     3,    20,   200, 102.77, 33.51, 87.16, 20.08,     31, 0.99358
RR,  1997,     4,    20,   200,  33.53, 13.74, 46.00,  8.70,     30, 0.98076
RR,  1997,     5,    20,   200,  11.30,  1.37, 24.40,  3.42,     20, 0.83007
RR,  1997,     5,     0,    20,   9.25,  0.42, 18.13,  1.41,     15, 0.59577
RR,  1997,     6,     0,    20,   6.08,  2.71, 12.98,  3.41,     30, 0.96966
RR,  1997,     7,     0,    20,   1.74,  0.14, 11.31,  1.56,     31, -0.65677
RR,  1997,     8,     0,    20,   2.08,  0.26,  8.44,  1.54,     31, -0.5266
RR,  1997,     9,     0,    20,   2.72,  0.12,  5.52,  0.48,     30, 0.057691
RR,  1998,    10,    20,   200,  11.88,  2.78, 26.17,  3.93,     23, 0.74457
RR,  1998,    10,     0,    20,  10.37,  0.17, 17.18,  1.99,     11, 0.30834
RR,  1998,    11,    20,   200,  19.19, 14.41, 37.30,  8.20,     30, 0.58852
RR,  1998,    12,    20,   200,  29.33, 16.33, 54.68, 17.90,     31, 0.7695
RR,  1998,     1,   200,   500, 244.73, 85.26,374.00, 74.65,     11, -0.045503
RR,  1998,     1,    20,   200,  89.26,  2.47, 77.67, 49.92,      3, -0.66583
RR,  1998,     3,   200,   500, 356.28, 72.85,420.29, 40.24,     24, 0.35389
RR,  1998,     4,   200,   500, 445.31,136.75,357.00, 71.72,     16, 0.6568
RR,  1998,     5,   200,   500, 252.27, 42.44,256.50, 30.47,     22, -0.28428
RR,  1998,     5,    20,   200, 180.18, 32.13,190.00,  6.99,     11, 0.25326
RR,  1998,     6,    20,   200,  90.72, 37.67,130.43, 24.68,     30, 0.97702
RR,  1998,     7,    20,   200,  17.57,  8.92, 62.48, 19.88,     31, 0.97213
RR,  1998,     8,    20,   200,   8.33,  0.29, 31.06,  4.01,     31, 0.53571
RR,  1998,     9,    20,   200,   8.36,  0.85, 21.44,  1.55,     16, -0.31561
RR,  1998,     9,     0,    20,   8.28,  0.53, 18.85,  1.09,     20, 0.27762
RR,  1999,    10,     0,    20,   6.66,  0.37,  7.00,  0.42,     31, 0.15398
RR,  1999,    11,     0,    20,  15.94,  8.47,  9.22,  0.97,     30, 0.0092446
RR,  1999,    12,     0,    20,   8.92,  5.02, 10.21,  0.44,     31, -0.8204
RR,  1999,     1,    20,   200,  25.25,  9.89, 80.74, 55.08,     31, 0.84439
RR,  1999,     2,   200,   500, 237.26,100.40,320.80,111.44,      5, -0.92136
RR,  1999,     2,    20,   200, 150.89, 28.16,140.24, 30.72,     21, -0.30089
RR,  1999,     3,   200,   500, 206.14, 51.82,306.14, 83.08,      7, -0.84577
RR,  1999,     3,    20,   200, 143.87, 35.20,107.92, 20.54,     24, 0.57232
RR,  1999,     4,   200,   500, 206.87, 57.70,264.80, 73.48,     15, 0.60114
RR,  1999,     4,    20,   200, 135.90, 21.14,154.33, 24.66,     15, 0.91265
RR,  1999,     5,    20,   200,  57.83, 22.20, 69.94, 19.43,     31, 0.9942
RR,  1999,     6,    20,   200,  18.50,  5.77, 32.43,  8.48,     30, 0.91604
RR,  1999,     7,    20,   200,   8.83,  0.45, 20.00,  0.00,      3, 
RR,  1999,     7,     0,    20,   7.63,  0.52, 13.30,  3.94,     31, 0.86081
RR,  1999,     8,     0,    20,   7.01,  0.19,  6.77,  0.31,     31, -0.23157
RR,  1999,     9,     0,    20,   6.87,  0.20,  7.23,  0.33,     30, 0.30147
RR,  2000,    10,    20,   200,  41.35, 19.64, 24.50,  3.00,      4, 0.27596
RR,  2000,    10,     0,    20,  18.99, 10.52, 11.75,  3.14,     27, 0.70287
RR,  2000,    11,     0,    20,  17.84, 11.84, 15.23,  2.16,     30, 0.8498
RR,  2000,    12,     0,    20,  11.74,  0.60, 13.61,  0.56,     31, 0.15506
RR,  2000,     1,    20,   200,  95.35, 85.66, 83.30, 66.87,     10, 0.9661
RR,  2000,     1,     0,    20,   2.09,  0.45, 12.81,  1.83,     16, -0.43233
RR,  2000,     2,   200,   500, 300.74,144.01,389.17, 75.94,      6, 0.61318
RR,  2000,     2,    20,   200,  98.92, 22.99,136.40, 10.17,     10, 0.37065
RR,  2000,     3,   200,   500, 366.40,152.76,337.80, 95.58,     15, 0.82355
RR,  2000,     3,    20,   200, 192.64, 15.50,164.22, 16.78,      9, 0.97614
RR,  2000,     4,    20,   200, 165.71,102.70,113.62, 18.80,     29, 0.50523
RR,  2000,     5,    20,   200,  63.97, 18.36, 54.45, 14.07,     31, 0.93554
RR,  2000,     6,    20,   200,  22.91,  7.33, 26.77,  4.09,     26, 0.67089
RR,  2000,     6,     0,    20,   9.71,  0.64, 16.75,  2.06,      4, -0.17117
RR,  2000,     7,     0,    20,   9.15,  0.60, 14.45,  1.69,     31, 0.7383
RR,  2000,     8,     0,    20,   8.10,  0.05,  9.37,  1.16,     31, -0.14064
RR,  2000,     9,     0,    20,   8.33,  0.19,  8.09,  0.92,     30, 0.4426
RR,  2001,    10,     0,    20,   7.78,  0.58,  5.62,  0.78,     31, 0.074583
RR,  2001,    11,    20,   200,  65.19, 52.58, 24.50,  1.73,      4, 0.87458
RR,  2001,    11,     0,    20,  26.09, 18.89,  8.32,  2.96,     26, 0.65079
RR,  2001,    12,   200,   500, 112.43, 34.18,309.17, 70.62,      6, -0.64963
RR,  2001,    12,    20,   200, 170.17, 83.98, 81.71, 39.29,     24, 0.38753
RR,  2001,     1,    20,   200, 146.77,129.75, 88.61, 43.84,     23, 0.40803
RR,  2001,     1,     0,    20,  17.04, 11.49, 14.13,  2.42,      8, 0.96303
RR,  2001,     2,   200,   500, 228.87, 81.19,275.75, 47.07,     12, 0.47611
RR,  2001,     2,    20,   200, 200.82, 99.75, 95.75, 37.95,     16, 0.30945
RR,  2001,     3,   200,   500, 555.29,414.39,290.50, 92.42,      8, 0.92512
RR,  2001,     3,    20,   200, 195.86, 42.19,128.33, 33.49,     18, 0.97941
RR,  2001,     4,    20,   200, 188.59, 64.70, 82.90, 15.57,     30, -0.30453
RR,  2001,     5,    20,   200,  65.93, 31.14, 48.77, 11.00,     31, 0.91281
RR,  2001,     6,    20,   200,  16.30,  4.56, 26.00,  2.91,     18, 0.57486
RR,  2001,     6,     0,    20,   8.14,  1.35, 17.08,  1.55,     13, 0.19818
RR,  2001,     7,     0,    20,   7.41,  0.13, 10.35,  2.44,     31, -0.018941
RR,  2001,     8,     0,    20,   7.23,  0.10,  5.93,  0.78,     31, -0.34282
RR,  2001,     9,     0,    20,   7.43,  0.16,  5.69,  0.47,     30, 0.4612
RR,  2002,    10,     0,    20,   0.13,  0.13,  4.58,  0.75,     31, 0.8394
RR,  2002,    11,    20,   200,  85.37,140.24, 46.26, 39.94,     19, 0.87419
RR,  2002,    11,     0,    20,   8.37, 10.24, 11.56,  6.97,     12, 0.96541
RR,  2002,    12,   200,   500, 499.71,291.52,370.88,110.94,      8, 0.57075
RR,  2002,    12,    20,   200, 138.25,164.33,103.20, 83.96,      5, 0.94573
RR,  2002,    12,     0,    20,  15.21,  4.53, 18.00,  0.63,     11, 0.83629
RR,  2002,     1,   200,   500, 213.24, 49.44,290.17, 84.15,      6, 0.0065016
RR,  2002,     1,    20,   200, 110.78, 25.15, 80.52, 30.50,     25, 0.8876
RR,  2002,     2,    20,   200, 105.93, 34.44, 60.86, 10.55,     28, 0.15474
RR,  2002,     3,    20,   200,  82.13, 11.51, 71.84, 19.09,     31, 0.31183
RR,  2002,     4,    20,   200,  41.10, 11.98, 53.20, 11.51,     30, 0.98062
RR,  2002,     5,    20,   200,  23.78,  7.00, 30.94,  5.60,     31, 0.51835
RR,  2002,     6,    20,   200,  15.50,  0.16, 20.75,  0.50,      4, 0.97247
RR,  2002,     6,     0,    20,   9.74,  2.74, 15.74,  1.70,     27, 0.86483
RR,  2002,     7,     0,    20,   6.30,  0.16,  7.52,  2.06,     31, 0.038206
RR,  2002,     8,     0,    20,   6.28,  0.17,  4.06,  0.62,     31, 0.50044
RR,  2002,     9,     0,    20,   3.48,  3.09,  4.26,  0.43,     30, -0.01718
RR,  2003,    10,     0,    20,   9.93,  0.12,  6.46,  0.76,     31, 0.51609
RR,  2003,    11,     0,    20,  16.82,  3.62,  7.40,  0.46,     30, -0.28811
RR,  2003,    12,    20,   200,  45.98, 13.28, 28.60,  4.72,      5, -0.32939
RR,  2003,    12,     0,    20,  29.54, 10.67, 11.45,  2.89,     24, 0.46461
RR,  2003,     1,   200,   500, 565.30,201.93,299.09, 78.60,     11, -0.063543
RR,  2003,     1,    20,   200, 222.44, 36.36,137.95, 36.13,     19, 0.87051
RR,  2003,     2,    20,   200, 137.63, 21.86, 76.04, 10.60,     28, 0.12307
RR,  2003,     3,    20,   200, 195.49,132.28, 81.93, 30.17,     29, 0.92771
RR,  2003,     4,   200,   500, 164.42, 56.12,252.67, 54.15,      3, -0.99913
RR,  2003,     4,    20,   200, 168.19, 82.56,103.67, 37.37,     27, 0.72683
RR,  2003,     5,    20,   200, 132.10, 50.32,104.74, 36.00,     31, 0.73607
RR,  2003,     6,    20,   200,  26.58, 13.64, 39.97,  8.77,     30, 0.92094
RR,  2003,     7,    20,   200,   9.61,  0.51, 21.43,  1.40,     14, -0.63561
RR,  2003,     7,     0,    20,   9.21,  0.52, 16.76,  2.84,     21, 0.80874
RR,  2003,     8,     0,    20,   9.76,  0.21, 11.17,  1.41,     31, -0.17932
RR,  2003,     9,     0,    20,   9.84,  0.15,  9.08,  1.18,     30, -0.28521
RR,  2004,    10,     0,    20,  27.77, 31.64,  7.85,  3.79,     31, 0.64149
RR,  2004,    11,     0,    20,  21.17,  6.61, 17.27,  1.78,     30, -0.36455
RR,  2004,    12,    20,   200,  40.66, 30.49, 28.00,  6.34,     22, 0.31359
RR,  2004,    12,     0,    20,  13.68,  3.52, 19.38,  0.52,      8, 0.71845
RR,  2004,     1,   200,   500, 664.78,698.62,294.33, 92.11,      3, -0.41081
RR,  2004,     1,    20,   200, 186.14, 61.80, 55.93, 30.49,     28, 0.85354
RR,  2004,     2,   200,   500, 665.24,474.52,353.75,113.49,      4, -0.79145
RR,  2004,     2,    20,   200, 368.71,287.93, 95.57, 43.03,     21, 0.76587
RR,  2004,     3,   200,   500, 392.85,  4.90,287.67, 75.33,      6, 0.88371
RR,  2004,     3,    20,   200, 189.03, 72.42,103.68, 35.66,     25, 0.98489
RR,  2004,     4,    20,   200,  83.42, 24.38, 43.73,  8.76,     30, 0.98718
RR,  2004,     5,    20,   200,  25.00,  8.54, 23.79,  1.63,     29, 0.54623
RR,  2004,     5,     0,    20,  15.86,  0.16, 19.33,  0.58,      3, 0.99389
RR,  2004,     6,     0,    20,  10.93,  3.04, 11.25,  2.61,     30, 0.88336
RR,  2004,     7,     0,    20,   6.64,  0.25,  5.87,  0.78,     31, 0.79386
RR,  2004,     8,     0,    20,   6.41,  0.10,  4.29,  0.31,     31, 0.48826
RR,  2004,     9,     0,    20,   6.42,  0.23,  4.72,  0.55,     30, 0.72818
RR,  2005,    10,     0,    20,   8.36,  0.12,  8.91,  0.38,     31, -0.20037
RR,  2005,    11,     0,    20,   9.77,  2.09,  9.40,  0.52,     30, 0.193
RR,  2005,    12,    20,   200,  97.39, 94.65, 63.80, 37.87,     15, -0.26451
RR,  2005,    12,     0,    20,  40.47, 41.18, 13.75,  1.84,     16, 0.92491
RR,  2005,     1,   200,   500, 375.45,127.52,305.21, 90.53,     14, 0.56507
RR,  2005,     1,    20,   200, 235.59, 12.74,176.17, 11.50,      6, 0.52934
RR,  2005,     2,   200,   500, 387.62,147.15,419.00, 66.61,      4, 0.22114
RR,  2005,     2,    20,   200, 256.66, 69.39,153.67, 20.62,     15, 0.70948
RR,  2005,     3,   200,   500, 328.33, 79.40,331.86, 92.80,     22, 0.80641
RR,  2005,     3,    20,   200, 211.04,  4.97,192.00,  6.24,      3, 0.97363
RR,  2005,     4,   200,   500, 344.21, 48.48,272.93, 42.93,     14, 0.49478
RR,  2005,     4,    20,   200, 214.23, 55.37,162.19, 17.71,     16, 0.89544
RR,  2005,     5,    20,   200, 126.00, 36.86,103.42, 22.71,     31, 0.94535
RR,  2005,     6,    20,   200,  37.21, 12.73, 49.83, 10.24,     30, 0.95838
RR,  2005,     7,    20,   200,  11.87,  1.79, 26.13,  3.58,     16, 0.91571
RR,  2005,     7,     0,    20,   9.75,  0.16, 16.75,  1.91,     16, 0.57147
RR,  2005,     8,     0,    20,   8.43,  0.39, 13.21,  2.77,     31, 0.29362
RR,  2005,     9,     0,    20,   8.33,  0.12,  9.95,  1.14,     30, -0.4285
RR,  2006,    10,     0,    20,   9.68,  0.44,  7.97,  1.15,     31, -0.64199
RR,  2006,    11,     0,    20,  15.66,  8.85, 10.42,  1.35,     30, -0.028622
RR,  2006,    12,     0,    20,  26.39, 13.26, 12.08,  2.79,     29, 0.061884
RR,  2006,     1,   200,   500, 731.37,399.58,338.67,114.41,      3, 0.91895
RR,  2006,     1,    20,   200, 182.52, 28.94,122.04, 28.74,     25, -0.024321
RR,  2006,     2,    20,   200, 104.44, 18.85, 59.69,  8.84,     26, 0.75968
RR,  2006,     3,   200,   500, 513.60,270.39,386.53, 45.19,     30, 0.24501
RR,  2006,     4,   200,   500, 423.76,102.97,366.21, 78.86,     14, 0.57975
RR,  2006,     5,   200,   500, 237.15, 22.73,217.00, 14.05,      5, 0.98813
RR,  2006,     5,    20,   200, 141.97, 37.92,137.67, 29.44,     27, 0.41534
RR,  2006,     6,    20,   200,  48.07, 21.80, 58.70, 18.75,     30, 0.98579
RR,  2006,     7,    20,   200,  13.37,  2.70, 25.73,  2.91,     15, 0.87378
RR,  2006,     7,     0,    20,   9.29,  0.59, 15.25,  1.88,     16, 0.72449
RR,  2006,     8,     0,    20,   9.21,  0.11, 13.03,  2.15,     31, -0.19195
RR,  2006,     9,     0,    20,   9.18,  0.09, 10.04,  0.95,     30, 0.40724
RR,  2007,    10,     0,    20,   9.73,  1.51,  2.53,  0.26,     31, 0.3666
RR,  2007,    11,     0,    20,   8.53,  0.25,  2.71,  0.17,     30, -0.31445
RR,  2007,    12,     0,    20,  20.88, 10.73,  4.43,  1.05,     31, 0.43409
RR,  2007,     1,    20,   200,  19.79,  3.26, 22.38,  2.86,     24, -0.50145
RR,  2007,     1,     0,    20,  20.23,  3.76, 18.56,  2.48,     16, -0.52108
RR,  2007,     2,    20,   200,  51.21, 19.12, 63.31, 30.13,     16, 0.29899
RR,  2007,     2,     0,    20,  17.44,  0.82, 17.00,  1.33,     10, -0.7411
RR,  2007,     3,    20,   200,  84.82, 49.36, 50.32, 33.73,     31, 0.83898
RR,  2007,     4,    20,   200,  56.77, 28.28, 21.60,  1.58,     10, -0.13791
RR,  2007,     4,     0,    20,  44.48,  8.76, 17.96,  1.33,     23, 0.34669
RR,  2007,     5,     0,    20,  19.73,  6.95,  9.86,  3.25,     31, 0.90939
RR,  2007,     6,     0,    20,  10.21,  3.02,  6.78,  1.98,     30, 0.83089
RR,  2007,     7,     0,    20,   6.46,  0.10,  2.78,  0.50,     31, -0.11442
RR,  2007,     8,     0,    20,   6.63,  0.13,  2.02,  0.17,     31, -0.44194
RR,  2007,     9,     0,    20,   7.31,  1.30,  1.94,  0.25,     30, 0.44616
RR,  2008,    10,     0,    20,   7.05,  0.20,  4.04,  0.29,     31, 0.077246
RR,  2008,    11,     0,    20,  17.43,  6.90,  5.52,  0.49,     30, 0.32671
RR,  2008,    12,     0,    20,  25.58, 12.34,  8.25,  2.35,     31, 0.63218
RR,  2008,     1,   200,   500, 431.18,238.11,381.33,112.59,      3, 0.89783
RR,  2008,     1,    20,   200, 131.39, 34.52, 79.71, 40.50,     17, 0.77471
RR,  2008,     1,     0,    20,  15.15,  0.99,  5.60,  0.17,      3, 0.793
RR,  2008,     2,   200,   500, 510.12,402.54,337.31, 91.58,     13, 0.36199
RR,  2008,     2,    20,   200, 223.63, 32.20,132.21, 29.63,     14, 0.94733
RR,  2008,     3,    20,   200, 187.58, 56.32,103.34, 36.21,     29, 0.97805
RR,  2008,     4,    20,   200,  86.00, 21.76, 48.97,  9.53,     30, 0.97647
RR,  2008,     5,    20,   200,  38.06, 10.32, 25.76,  4.35,     17, 0.91823
RR,  2008,     5,     0,    20,  19.71,  4.73, 18.35,  1.11,     17, 0.20855
RR,  2008,     6,     0,    20,  10.84,  3.55, 12.83,  2.29,     30, 0.96414
RR,  2008,     7,     0,    20,   6.77,  0.19,  6.55,  1.66,     31, 0.19281
RR,  2008,     8,     0,    20,   6.78,  0.14,  4.12,  0.36,     31, 0.53177
RR,  2008,     9,     0,    20,   6.76,  0.20,  4.04,  0.41,     30, -0.26273
RR,  2009,    10,    20,   200,  43.64, 29.15, 69.24, 40.15,     17, 0.52429
RR,  2009,    10,     0,    20,   7.07,  0.12,  7.46,  0.66,     12, 0.86382
RR,  2009,    11,    20,   200,  11.26,  2.29, 26.23,  2.69,     30, 0.9452
RR,  2009,    12,    20,   200,  44.30, 35.39, 59.77, 37.35,     30, 0.91046
RR,  2009,     1,    20,   200,  51.54,  2.95, 29.83,  4.22,      6, -0.8898
RR,  2009,     1,     0,    20,  21.87, 19.22, 10.06,  2.05,     25, 0.70454
RR,  2009,     2,   200,   500, 412.85,344.48,307.09,105.40,     11, -0.074362
RR,  2009,     2,    20,   200,  71.22, 40.43, 63.42, 46.93,     12, 0.93615
RR,  2009,     2,     0,    20,  42.08, 10.25, 18.50,  1.29,      4, 0.88147
RR,  2009,     3,   200,   500, 320.13,149.80,289.75, 79.61,      8, 0.88645
RR,  2009,     3,    20,   200, 189.18, 19.65,143.35, 30.09,     17, 0.52006
RR,  2009,     4,    20,   200, 101.06, 24.87, 69.87, 13.86,     30, 0.85024
RR,  2009,     5,    20,   200,  45.60, 20.65, 38.45, 11.64,     31, 0.88223
RR,  2009,     6,    20,   200,  12.96,  3.66, 25.68,  2.56,     19, 0.86499
RR,  2009,     6,     0,    20,   7.63,  0.43, 16.25,  2.05,     12, 0.76691
RR,  2009,     7,     0,    20,   6.92,  0.23, 12.05,  1.11,     31, 0.20471
RR,  2009,     8,     0,    20,   6.68,  0.22,  6.97,  1.02,     31, 0.45329
RR,  2009,     9,     0,    20,   6.70,  0.16,  6.57,  0.45,     30, 0.27892
RR,  2010,    10,     0,    20,   9.04,  2.35, 13.81,  1.22,     31, 0.082735
RR,  2010,    11,    20,   200,  65.61, 40.80, 21.55,  1.51,     11, -0.31714
RR,  2010,    11,     0,    20,  16.63, 20.19, 15.73,  1.86,     22, 0.66421
RR,  2010,    12,   200,   500, 131.03, 65.68,294.11, 77.00,      9, -0.19485
RR,  2010,    12,    20,   200,  46.47, 39.55, 52.27, 51.93,     22, 0.93846
RR,  2010,     1,   200,   500, 315.86,185.23,379.80, 67.48,      5, 0.93325
RR,  2010,     1,    20,   200,  33.38,  8.80, 52.47,  7.13,     17, 0.507
RR,  2010,     2,   200,   500, 277.71, 71.36,325.80, 78.31,     25, -0.41785
RR,  2010,     3,   200,   500, 476.14,330.26,331.11, 90.41,     18, 0.65714
RR,  2010,     3,    20,   200, 196.39, 14.94,171.56, 14.76,      9, 0.95535
RR,  2010,     4,   200,   500, 287.55,117.62,308.39, 75.27,     23, 0.05469
RR,  2010,     4,    20,   200, 223.62, 73.93,164.86, 17.57,      7, 0.86158
RR,  2010,     5,    20,   200, 122.75, 36.86,133.21, 28.91,     29, 0.95254
RR,  2010,     6,    20,   200,  41.83, 19.05, 59.40, 13.91,     30, 0.98968
RR,  2010,     7,    20,   200,   9.90,  2.64, 29.55,  5.46,     31, 0.79765
RR,  2010,     8,     0,    20,   7.80,  0.29, 14.03,  2.65,     31, 0.83104
RR,  2010,     9,     0,    20,   7.52,  0.21, 11.63,  1.50,     30, -0.78579
RR,  2011,    10,    20,   200,  29.08, 12.78, 21.33,  1.15,      3, -0.51453
