Gage, Time Start, Time Stop, Cutoff min (cfs), Cutoff max (cfs), Average Simulated (cfs), Standard Deviation Simulated (cfs), Average Measured (cfs), Standard Deviation Measured (cfs), count, r2
NC,01-Oct-1997,30-Sep-1998, 200, 500,422.99,291.41,328.09, 84.92,    79,0.2781
NC,01-Oct-1998,30-Sep-1999,   0,10000, 56.59, 72.44, 75.97,119.51,   365,0.6887
NC,01-Oct-1998,30-Sep-1999,   0,  20,  3.73,  5.46,  5.19,  6.95,   137,0.7662
NC,01-Oct-1998,30-Sep-1999,  20, 200, 69.86, 65.65, 76.60, 54.81,   198,0.8289
NC,01-Oct-1998,30-Sep-1999, 200, 500,187.61, 56.52,273.23, 78.43,    31,0.0459
NC,01-Oct-1999,30-Sep-2000,   0,10000, 94.32,174.41,104.95,229.18,   366,0.6658
NC,01-Oct-1999,30-Sep-2000,   0,  20,  5.41,  9.83,  2.14,  4.63,   222,0.3461
NC,01-Oct-1999,30-Sep-2000,  20, 200,134.35, 98.49, 85.70, 46.44,    93,0.7493
NC,01-Oct-1999,30-Sep-2000, 200, 500,381.78,228.96,336.55,102.56,    22,0.5529
NC,01-Oct-2000,30-Sep-2001,   0,10000,120.48,279.47, 66.02,159.62,   365,0.6495
NC,01-Oct-2000,30-Sep-2001,   0,  20,  9.90, 14.55,  3.78,  5.00,   230,0.3426
NC,01-Oct-2000,30-Sep-2001,  20, 200,174.05,109.40, 87.59, 42.84,   103,0.3169
NC,01-Oct-2000,30-Sep-2001, 200, 500,582.40,503.34,294.14, 74.92,    28,0.7062
NC,01-Oct-2001,30-Sep-2002,   0,10000, 48.78, 58.51, 39.15, 66.31,   365,0.6509
NC,01-Oct-2001,30-Sep-2002,   0,  20, 11.11, 33.31,  1.80,  4.67,   199,0.0292
NC,01-Oct-2001,30-Sep-2002,  20, 200, 88.56, 48.17, 63.08, 30.51,   151,0.5556
NC,01-Oct-2001,30-Sep-2002, 200, 500,149.95, 25.85,278.50, 73.77,    14,-0.0342
NC,01-Oct-2002,30-Sep-2003,   0,10000,147.45,243.82, 76.52,134.11,   365,0.6861
NC,01-Oct-2002,30-Sep-2003,   0,  20, 12.18, 49.62,  1.58,  3.52,   171,-0.0228
NC,01-Oct-2002,30-Sep-2003,  20, 200,188.84,163.37, 88.00, 41.74,   160,0.6007
NC,01-Oct-2002,30-Sep-2003, 200, 500,644.20,459.81,292.56, 84.14,    25,0.5499
NC,01-Oct-2003,30-Sep-2004,   0,10000,128.94,284.75, 48.51,156.25,   366,0.5781
NC,01-Oct-2003,30-Sep-2004,   0,  20, 10.19, 16.18,  1.78,  4.13,   249,0.4985
NC,01-Oct-2003,30-Sep-2004,  20, 200,247.08,223.59, 70.75, 45.79,    97,0.6082
NC,01-Oct-2003,30-Sep-2004, 200, 500,1046.26,483.93,304.94, 91.25,    16,-0.0539
NC,01-Oct-2004,30-Sep-2005,   0,10000,206.82,343.33,164.66,306.54,   365,0.6442
NC,01-Oct-2004,30-Sep-2005,   0,  20, 18.96, 36.06,  2.37,  4.56,   176,-0.2099
NC,01-Oct-2004,30-Sep-2005,  20, 200,141.87,110.59, 98.98, 56.05,   100,0.8869
NC,01-Oct-2004,30-Sep-2005, 200, 500,477.67,318.77,310.59, 81.45,    59,0.4766
NC,01-Oct-2005,30-Sep-2006,   0,10000,193.10,325.44,164.68,344.55,   365,0.6640
NC,01-Oct-2005,30-Sep-2006,   0,  20, 16.92, 59.86,  1.85,  4.14,   163,0.2989
NC,01-Oct-2005,30-Sep-2006,  20, 200,125.29, 92.78, 79.13, 44.93,   124,0.4760
NC,01-Oct-2005,30-Sep-2006, 200, 500,553.40,235.05,377.49,101.96,    41,0.1329
NC,01-Oct-2006,30-Sep-2007,   0,10000, 26.20, 42.99, 10.28, 23.22,   365,0.7928
NC,01-Oct-2006,30-Sep-2007,   0,  20, 15.58, 21.43,  3.58,  5.92,   317,0.5867
NC,01-Oct-2006,30-Sep-2007,  20, 200, 90.46, 68.02, 48.92, 34.17,    51,0.6088
NC,01-Oct-2007,30-Sep-2008,   0,10000,140.94,372.99, 60.55,178.13,   366,0.7538
NC,01-Oct-2007,30-Sep-2008,   0,  20, 13.58, 29.48,  2.14,  4.59,   263,0.6781
NC,01-Oct-2007,30-Sep-2008,  20, 200,209.75,159.78, 79.55, 50.01,    74,0.6996
NC,01-Oct-2007,30-Sep-2008, 200, 500,932.44,552.23,327.86, 92.97,    21,0.6272
NC,01-Oct-2008,30-Sep-2009,   0,10000, 75.03,181.54, 57.44,185.00,   365,0.5768
NC,01-Oct-2008,30-Sep-2009,   0,  20, 11.37, 17.94,  1.95,  5.05,   264,-0.0170
NC,01-Oct-2008,30-Sep-2009,  20, 200,108.88, 66.53, 70.16, 45.22,    73,0.9542
NC,01-Oct-2008,30-Sep-2009, 200, 500,626.41,314.65,311.00, 89.14,    20,0.2073
NC,01-Oct-2009,30-Sep-2010,   0,10000,152.56,242.51,146.20,223.96,   365,0.7156
NC,01-Oct-2009,30-Sep-2010,   0,  20,  2.53,  4.82,  9.58,  7.25,   125,0.5075
NC,01-Oct-2009,30-Sep-2010,  20, 200, 75.19, 79.08, 75.71, 50.51,   150,0.8932
NC,01-Oct-2009,30-Sep-2010, 200, 500,410.84,252.47,316.45, 81.80,    74,0.4342
NC,01-Oct-2010,30-Sep-2011,   0,10000,152.90,294.31,159.88,322.88,   365,0.7335
NC,01-Oct-2010,30-Sep-2011,   0,  20, 16.66, 45.50, 10.02,  4.35,   131,0.4888
NC,01-Oct-2010,30-Sep-2011,  20, 200, 86.07, 65.20, 82.24, 48.48,   158,0.8593
NC,01-Oct-2010,30-Sep-2011, 200, 500,283.12,207.80,308.12, 77.66,    51,0.4342
NC,01-Oct-2011,30-Sep-2012,   0,10000, 65.51, 86.58, 35.45, 38.24,   247,0.7639
NC,01-Oct-2011,30-Sep-2012,   0,  20, 18.25, 12.00, 14.95,  2.62,   145,0.4785
NC,01-Oct-2011,30-Sep-2012,  20, 200,126.74,102.25, 59.42, 39.97,   105,0.6706
RR,01-Oct-1992,30-Sep-1993,   0,10000,164.26,441.05,150.59,351.97,   365,0.7759
RR,01-Oct-1992,30-Sep-1993,   0,  20,  9.57, 10.66,  5.35,  3.67,   184,-0.0410
RR,01-Oct-1992,30-Sep-1993,  20, 200,104.68, 93.23, 81.34, 56.83,   112,0.9336
RR,01-Oct-1992,30-Sep-1993, 200, 500,342.10,110.06,297.11, 76.73,    45,0.3475
RR,01-Oct-1993,30-Sep-1994,   0,10000, 33.24, 51.25, 16.29, 35.50,   365,0.7028
RR,01-Oct-1993,30-Sep-1994,   0,  20, 20.90, 24.34,  6.67,  4.85,   309,0.6690
RR,01-Oct-1993,30-Sep-1994,  20, 200, 93.38, 82.76, 57.13, 41.77,    53,0.5365
RR,01-Oct-1993,30-Sep-1994, 200, 500,241.94,155.33,286.33,111.54,     3,0.2511
RR,01-Oct-1994,30-Sep-1995,   0,10000,195.78,438.31,214.04,601.69,   365,0.5316
RR,01-Oct-1994,30-Sep-1995,   0,  20, 13.79,  9.23,  6.42,  3.97,   170,-0.4366
RR,01-Oct-1994,30-Sep-1995,  20, 200,142.07, 83.94,107.08, 46.15,   125,0.8250
RR,01-Oct-1994,30-Sep-1995, 200, 500,398.14,139.56,317.97, 95.07,    34,0.7496
RR,01-Oct-1995,30-Sep-1996,   0,10000, 90.98,187.72,103.59,198.52,   366,0.7579
RR,01-Oct-1995,30-Sep-1996,   0,  20,  7.13,  3.08, 10.33,  3.23,   190,0.5131
RR,01-Oct-1995,30-Sep-1996,  20, 200, 97.51, 78.02, 82.90, 51.21,   124,0.6200
RR,01-Oct-1995,30-Sep-1996, 200, 500,280.66, 85.53,327.22, 96.35,    36,0.7744
RR,01-Oct-1996,30-Sep-1997,   0,10000,106.89,233.82,137.22,322.35,   365,0.7436
RR,01-Oct-1996,30-Sep-1997,   0,  20,  8.48, 13.56, 10.21,  4.22,   199,0.3627
RR,01-Oct-1996,30-Sep-1997,  20, 200, 92.57,105.90, 72.47, 48.23,   113,0.7934
RR,01-Oct-1996,30-Sep-1997, 200, 500,361.04,189.69,328.34, 81.09,    29,0.3597
RR,01-Oct-1997,30-Sep-1998,   0,10000,300.18,666.86,345.73,780.15,   365,0.7091
RR,01-Oct-1997,30-Sep-1998,   0,  20, 10.30, 10.95,  8.56,  6.44,    76,0.0647
RR,01-Oct-1997,30-Sep-1998,  20, 200, 79.11, 96.79, 77.64, 54.11,   156,0.5105
RR,01-Oct-1997,30-Sep-1998, 200, 500,327.16,114.15,347.75, 84.03,    75,0.4336
RR,01-Oct-1998,30-Sep-1999,   0,10000, 55.48, 69.19, 75.48,104.65,   365,0.6776
RR,01-Oct-1998,30-Sep-1999,   0,  20,  7.56,  1.13, 10.17,  4.56,   105,0.8246
RR,01-Oct-1998,30-Sep-1999,  20, 200, 56.80, 55.73, 71.00, 47.41,   239,0.7968
RR,01-Oct-1998,30-Sep-1999, 200, 500,212.31, 64.11,285.89, 83.74,    27,-0.1590
RR,01-Oct-1999,30-Sep-2000,   0,10000, 78.25,133.51,105.72,228.20,   366,0.6096
RR,01-Oct-1999,30-Sep-2000,   0,  20,  8.91,  5.10, 10.11,  2.80,   204,-0.0664
RR,01-Oct-1999,30-Sep-2000,  20, 200, 96.18, 82.47, 81.34, 49.73,   115,0.7637
RR,01-Oct-1999,30-Sep-2000, 200, 500,327.44,152.99,348.63, 92.11,    24,0.6026
RR,01-Oct-2000,30-Sep-2001,   0,10000, 92.74,197.20, 65.17,142.03,   365,0.6850
RR,01-Oct-2000,30-Sep-2001,   0,  20, 11.59,  7.94, 10.98,  4.27,   201,0.5424
RR,01-Oct-2000,30-Sep-2001,  20, 200,129.22, 98.87, 73.84, 41.14,   142,0.6610
RR,01-Oct-2000,30-Sep-2001, 200, 500,362.60,299.18,289.05, 73.55,    21,0.6839
RR,01-Oct-2001,30-Sep-2002,   0,10000, 50.31, 60.30, 44.00, 64.55,   365,0.6337
RR,01-Oct-2001,30-Sep-2002,   0,  20,  9.53, 10.25,  7.40,  4.21,   176,0.3245
RR,01-Oct-2001,30-Sep-2002,  20, 200, 82.82, 59.57, 60.12, 28.36,   177,0.6357
RR,01-Oct-2001,30-Sep-2002, 200, 500,162.84, 66.43,299.67, 74.73,    12,-0.2463
RR,01-Oct-2002,30-Sep-2003,   0,10000,113.11,159.03, 83.65,125.60,   365,0.7203
RR,01-Oct-2002,30-Sep-2003,   0,  20,  7.81,  5.50, 10.66,  5.04,   136,0.7938
RR,01-Oct-2002,30-Sep-2003,  20, 200,126.88,103.07, 79.53, 44.90,   202,0.8060
RR,01-Oct-2002,30-Sep-2003, 200, 500,467.02,253.26,313.16, 91.61,    25,0.3122
RR,01-Oct-2003,30-Sep-2004,   0,10000, 94.08,188.96, 52.43,137.17,   366,0.4896
RR,01-Oct-2003,30-Sep-2004,   0,  20, 11.88,  8.29,  7.38,  3.34,   210,0.6147
RR,01-Oct-2003,30-Sep-2004,  20, 200,153.18,162.67, 60.22, 40.13,   138,0.7629
RR,01-Oct-2003,30-Sep-2004, 200, 500,608.76,461.29,305.14, 87.21,    14,-0.3801
RR,01-Oct-2004,30-Sep-2005,   0,10000,156.93,251.12,158.04,271.05,   365,0.7358
RR,01-Oct-2004,30-Sep-2005,   0,  20, 15.56, 16.75, 12.96,  4.58,   146,0.1026
RR,01-Oct-2004,30-Sep-2005,  20, 200,110.30, 94.35, 87.77, 57.46,   140,0.9409
RR,01-Oct-2004,30-Sep-2005, 200, 500,339.91,104.53,313.07, 86.91,    56,0.5654
RR,01-Oct-2005,30-Sep-2006,   0,10000,146.09,241.88,152.14,291.80,   365,0.6745
RR,01-Oct-2005,30-Sep-2006,   0,  20, 12.40, 16.10, 11.22,  2.62,   154,0.3674
RR,01-Oct-2005,30-Sep-2006,  20, 200,103.01, 67.07, 82.78, 45.21,   138,0.6406
RR,01-Oct-2005,30-Sep-2006, 200, 500,468.38,251.01,363.68, 75.94,    53,0.3841
RR,01-Oct-2006,30-Sep-2007,   0,10000, 25.16, 29.88, 16.89, 27.13,   365,0.7443
RR,01-Oct-2006,30-Sep-2007,   0,  20, 15.75, 12.22,  8.58,  5.73,   292,0.7234
RR,01-Oct-2006,30-Sep-2007,  20, 200, 55.76, 42.31, 40.67, 29.47,    83,0.6512
RR,01-Oct-2007,30-Sep-2008,   0,10000, 91.15,237.85, 67.61,176.22,   366,0.6995
RR,01-Oct-2007,30-Sep-2008,   0,  20, 10.83,  6.71,  6.25,  4.76,   234,0.3387
RR,01-Oct-2007,30-Sep-2008,  20, 200,131.13, 72.51, 75.79, 44.33,   107,0.9542
RR,01-Oct-2007,30-Sep-2008, 200, 500,480.61,351.82,331.78, 96.51,    18,0.3968
RR,01-Oct-2008,30-Sep-2009,   0,10000, 62.65,131.19, 63.44,173.60,   365,0.6198
RR,01-Oct-2008,30-Sep-2009,   0,  20, 13.17, 11.76,  8.24,  3.68,   225,0.2723
RR,01-Oct-2008,30-Sep-2009,  20, 200, 78.88, 59.15, 62.20, 43.06,   115,0.9371
RR,01-Oct-2008,30-Sep-2009, 200, 500,373.81,277.24,299.79, 93.34,    19,0.1169
RR,01-Oct-2009,30-Sep-2010,   0,10000,123.86,186.86,144.40,208.76,   365,0.6804
RR,01-Oct-2009,30-Sep-2010,   0,  20,  7.57,  0.35, 11.97,  3.03,    73,0.7288
RR,01-Oct-2009,30-Sep-2010,  20, 200, 57.15, 62.81, 69.54, 49.74,   200,0.9391
RR,01-Oct-2009,30-Sep-2010, 200, 500,331.58,207.61,320.23, 81.15,    75,0.3063
RR,01-Oct-2010,30-Sep-2011,   0,10000,119.87,232.51,150.47,272.39,   365,0.7003
RR,01-Oct-2010,30-Sep-2011,   0,  20, 11.36, 10.05, 14.70,  1.94,   108,0.4685
RR,01-Oct-2010,30-Sep-2011,  20, 200, 71.52, 54.57, 73.13, 46.06,   187,0.8858
RR,01-Oct-2010,30-Sep-2011, 200, 500,239.92,167.75,306.60, 83.08,    52,0.4235
RR,01-Oct-2011,30-Sep-2012,   0,10000, 37.63, 55.84, 28.50, 31.27,   366,0.8279
RR,01-Oct-2011,30-Sep-2012,   0,  20, 12.18,  7.50, 12.47,  5.75,   229,0.6438
RR,01-Oct-2011,30-Sep-2012,  20, 200, 74.10, 72.31, 52.03, 37.23,   151,0.7455
RR,01-Oct-2012,30-Sep-2013,   0,10000, 50.21, 74.08, 44.17,102.76,   365,0.6834
RR,01-Oct-2012,30-Sep-2013,   0,  20,  7.70,  4.62,  5.23,  3.37,   216,0.7585
RR,01-Oct-2012,30-Sep-2013,  20, 200, 97.24, 70.02, 62.73, 42.02,   134,0.7056
RR,01-Oct-2012,30-Sep-2013, 200, 500,208.29, 72.21,302.23, 83.93,    13,-0.4247
RR,01-Oct-2013,30-Sep-2014,   0,10000, 15.00, 30.60,  8.85, 22.48,   365,0.8932
RR,01-Oct-2013,30-Sep-2014,   0,  20,  8.10,  7.62,  4.38,  4.65,   331,0.6209
RR,01-Oct-2013,30-Sep-2014,  20, 200, 71.79, 54.97, 39.87, 26.17,    32,0.8142
RR,01-Oct-2014,30-Sep-2015,   0,10000, 44.68,106.21, 32.27, 85.89,   365,0.3418
RR,01-Oct-2014,30-Sep-2015,   0,  20, 17.83, 97.99,  5.97,  5.41,   227,0.0670
RR,01-Oct-2014,30-Sep-2015,  20, 200, 70.02, 41.70, 46.21, 34.67,   127,0.7357
RR,01-Oct-2014,30-Sep-2015, 200, 500,353.96,273.72,297.22, 83.61,     9,-0.1511
SH,01-Oct-1992,30-Sep-1993,   0,10000, 20.75, 29.60, 18.92, 29.09,   257,0.8761
SH,01-Oct-1992,30-Sep-1993,   0,  20,  8.68,  7.76,  6.41,  2.90,   185,-0.0911
SH,01-Oct-1992,30-Sep-1993,  20, 200, 50.22, 40.16, 48.03, 32.85,    72,0.8794
SH,01-Oct-1993,30-Sep-1994,   0,10000, 24.82, 27.15, 11.14, 14.64,   353,0.5021
SH,01-Oct-1993,30-Sep-1994,   0,  20, 19.63, 22.41,  7.09,  3.79,   312,0.6472
SH,01-Oct-1993,30-Sep-1994,  20, 200, 63.72, 27.28, 40.93, 25.76,    43,-0.0943
SH,01-Oct-1994,30-Sep-1995,   0,10000, 61.74, 86.05, 54.62, 84.70,   280,0.9607
SH,01-Oct-1994,30-Sep-1995,   0,  20, 12.08,  6.78,  6.85,  4.18,   175,-0.3597
SH,01-Oct-1994,30-Sep-1995,  20, 200,112.64, 69.21, 96.95, 50.85,    88,0.9153
SH,01-Oct-1994,30-Sep-1995, 200, 500,278.30, 72.72,294.84, 82.50,    19,0.7893
SH,01-Oct-1995,30-Sep-1996,   0,10000, 38.05, 60.91, 38.03, 61.77,   306,0.6023
SH,01-Oct-1995,30-Sep-1996,   0,  20,  7.61,  3.64, 10.83,  3.55,   193,0.4169
SH,01-Oct-1995,30-Sep-1996,  20, 200, 87.50, 76.11, 74.52, 44.55,   112,0.6058
SH,01-Oct-1996,30-Sep-1997,   0,10000, 25.96, 41.78, 25.34, 31.69,   293,0.9719
SH,01-Oct-1996,30-Sep-1997,   0,  20,  6.14,  5.80,  8.21,  3.80,   189,0.5375
SH,01-Oct-1996,30-Sep-1997,  20, 200, 60.03, 53.02, 54.80, 36.09,   109,0.9682
SH,01-Oct-1997,30-Sep-1998,   0,10000, 70.81, 95.78, 59.27, 63.80,   249,0.7320
SH,01-Oct-1997,30-Sep-1998,   0,  20,  9.11,  7.16,  9.75,  5.48,   102,0.0735
SH,01-Oct-1997,30-Sep-1998,  20, 200,100.83,102.81, 79.31, 49.64,   137,0.5641
SH,01-Oct-1997,30-Sep-1998, 200, 500,224.28, 46.50,227.54, 14.64,    13,-0.6174
SH,01-Oct-1998,30-Sep-1999,   0,10000, 51.79, 64.21, 62.19, 90.55,   365,0.6670
SH,01-Oct-1998,30-Sep-1999,   0,  20,  9.37,  3.13, 11.70,  5.12,   146,0.7994
SH,01-Oct-1998,30-Sep-1999,  20, 200, 70.83, 61.54, 75.93, 51.77,   209,0.8356
SH,01-Oct-1998,30-Sep-1999, 200, 500,219.12, 58.92,290.33, 63.16,    12,-0.6039
SH,01-Oct-1999,30-Sep-2000,   0,10000, 73.87,126.89, 94.37,202.88,   366,0.6110
SH,01-Oct-1999,30-Sep-2000,   0,  20,  9.39,  4.75,  9.94,  3.24,   208,0.1848
SH,01-Oct-1999,30-Sep-2000,  20, 200, 92.17, 81.88, 76.56, 43.95,   113,0.7316
SH,01-Oct-1999,30-Sep-2000, 200, 500,305.41,132.00,352.59, 91.25,    29,0.6020
SH,01-Oct-2000,30-Sep-2001,   0,10000, 85.29,175.95, 62.35,128.20,   365,0.7138
SH,01-Oct-2000,30-Sep-2001,   0,  20, 12.00,  6.61, 12.16,  3.85,   208,0.3772
SH,01-Oct-2000,30-Sep-2001,  20, 200,127.20, 91.00, 75.76, 44.65,   135,0.6495
SH,01-Oct-2000,30-Sep-2001, 200, 500,310.85,231.84,273.70, 63.40,    20,0.8026
SH,01-Oct-2001,30-Sep-2002,   0,10000, 47.88, 53.65, 43.14, 56.71,   365,0.7430
SH,01-Oct-2001,30-Sep-2002,   0,  20,  9.89,  7.70,  8.89,  3.85,   174,0.3059
SH,01-Oct-2001,30-Sep-2002,  20, 200, 77.07, 49.45, 60.01, 30.97,   180,0.7070
SH,01-Oct-2001,30-Sep-2002, 200, 500,158.16, 67.78,284.92, 60.25,    12,-0.1490
SH,01-Oct-2002,30-Sep-2003,   0,10000,108.80,154.95, 75.52,111.25,   365,0.7007
SH,01-Oct-2002,30-Sep-2003,   0,  20,  8.56,  5.44, 10.98,  4.21,   130,0.8175
SH,01-Oct-2002,30-Sep-2003,  20, 200,124.85,105.39, 77.02, 43.50,   212,0.8369
SH,01-Oct-2002,30-Sep-2003, 200, 500,442.53,269.91,312.68, 85.55,    25,0.0761
SH,01-Oct-2003,30-Sep-2004,   0,10000, 88.77,179.41, 48.35,116.90,   366,0.5555
SH,01-Oct-2003,30-Sep-2004,   0,  20, 12.52,  7.64,  8.81,  3.52,   215,0.5500
SH,01-Oct-2003,30-Sep-2004,  20, 200,141.50,140.26, 57.52, 40.60,   138,0.7687
SH,01-Oct-2003,30-Sep-2004, 200, 500,585.28,438.53,278.92, 70.08,    13,-0.4341
SH,01-Oct-2004,30-Sep-2005,   0,10000,149.71,240.64,152.03,253.15,   365,0.7329
SH,01-Oct-2004,30-Sep-2005,   0,  20, 14.23, 13.01, 13.89,  4.36,   143,0.0150
SH,01-Oct-2004,30-Sep-2005,  20, 200,103.36, 90.11, 83.64, 56.62,   147,0.9509
SH,01-Oct-2004,30-Sep-2005, 200, 500,347.71,166.41,307.56, 87.27,    55,0.5702
SH,01-Oct-2005,30-Sep-2006,   0,10000,137.63,227.50,146.31,274.85,   365,0.7154
SH,01-Oct-2005,30-Sep-2006,   0,  20, 12.21, 12.54, 11.50,  2.81,   155,0.1395
SH,01-Oct-2005,30-Sep-2006,  20, 200, 97.35, 63.21, 77.70, 43.88,   139,0.6858
SH,01-Oct-2005,30-Sep-2006, 200, 500,439.76,220.98,345.29, 70.22,    48,0.4401
SH,01-Oct-2006,30-Sep-2007,   0,10000, 23.94, 26.55, 15.93, 22.73,   365,0.7645
SH,01-Oct-2006,30-Sep-2007,   0,  20, 15.82, 10.58,  9.26,  5.18,   304,0.7366
SH,01-Oct-2006,30-Sep-2007,  20, 200, 60.80, 40.52, 42.93, 31.56,    68,0.6901
SH,01-Oct-2007,30-Sep-2008,   0,10000,101.19,238.88, 78.52,181.27,   303,0.7050
SH,01-Oct-2007,30-Sep-2008,   0,  20, 11.81,  5.69,  7.53,  5.25,   163,0.1765
SH,01-Oct-2007,30-Sep-2008,  20, 200,113.77, 72.01, 68.41, 44.42,   119,0.9654
SH,01-Oct-2007,30-Sep-2008, 200, 500,422.24,342.79,316.44, 93.02,    18,0.4206
SH,01-Oct-2008,30-Sep-2009,   0,10000, 59.21,120.56, 63.54,173.10,   365,0.6662
SH,01-Oct-2008,30-Sep-2009,   0,  20, 12.19,  9.21,  8.64,  3.17,   216,0.0114
SH,01-Oct-2008,30-Sep-2009,  20, 200, 73.98, 57.48, 59.31, 40.75,   124,0.9398
SH,01-Oct-2008,30-Sep-2009, 200, 500,344.23,257.05,279.25, 72.80,    16,0.3742
SH,01-Oct-2009,30-Sep-2010,   0,10000,118.63,178.78,134.67,194.71,   365,0.7030
SH,01-Oct-2009,30-Sep-2010,   0,  20,  8.95,  0.66, 13.73,  3.47,    80,0.8574
SH,01-Oct-2009,30-Sep-2010,  20, 200, 60.84, 67.75, 68.73, 51.07,   207,0.9495
SH,01-Oct-2009,30-Sep-2010, 200, 500,317.97,201.88,307.78, 80.85,    69,0.3021
SH,01-Oct-2010,30-Sep-2011,   0,10000,112.72,218.08,140.21,255.87,   365,0.6981
SH,01-Oct-2010,30-Sep-2011,   0,  20, 15.74, 19.11, 15.54,  1.51,   112,0.5109
SH,01-Oct-2010,30-Sep-2011,  20, 200, 72.45, 56.28, 78.82, 49.89,   190,0.8624
SH,01-Oct-2010,30-Sep-2011, 200, 500,241.59,145.75,297.11, 77.44,    45,0.3635
SH,01-Oct-2011,30-Sep-2012,   0,10000, 19.86, 14.81, 21.62, 11.15,   122,0.5963
SH,01-Oct-2011,30-Sep-2012,   0,  20, 16.50,  6.25, 18.29,  0.83,   104,0.3404
SH,01-Oct-2011,30-Sep-2012,  20, 200, 33.31, 26.05, 34.46, 19.55,    26,0.4773
