Gage, Year, Month, Cutoff Low (cfs), Cutoff High (cfs), Average Simulated (cfs), Standard Deviation Simulated (cfs), Average Measured (cfs), Standard Deviation Measured (cfs), count, r2
H1,  2012,     2,     0,    20,  19.80,  5.17, 17.72,  1.53,     18, 0.56586
H1,  2012,     3,    20,   200, 162.46,149.46, 77.15, 36.25,     20, 0.41643
H1,  2012,     3,     0,    20,  15.60,  3.95, 15.00,  1.84,     11, 0.57598
H1,  2012,     4,    20,   200, 160.57, 36.92,100.30, 32.84,     30, 0.24013
H1,  2012,     5,    20,   200,  60.20, 20.92, 35.35, 11.27,     20, 0.97344
H1,  2012,     5,     0,    20,  29.66,  5.75, 15.58,  2.78,     12, 0.8032
H1,  2012,     6,     0,    20,   7.22,  5.57,  5.00,  3.03,     30, 0.94537
H1,  2012,     7,     0,    20,   0.17,  0.31,  0.65,  0.24,     31, 0.46827
H1,  2012,     8,     0,    20,   0.01,  0.00,  0.26,  0.12,     31, 0.25099
H1,  2012,     9,     0,    20,   0.01,  0.00,  0.05,  0.07,     30, 0.53516
H1,  2013,    10,     0,    20,   0.01,  0.04,  0.00,  0.00,     31, 
H1,  2013,    11,     0,    20,   0.02,  0.07,  0.01,  0.04,     30, -0.048957
H1,  2013,    12,     0,    20,   0.01,  0.04,  0.00,  0.01,     31, -0.035857
H1,  2013,     1,    20,   200, 165.25, 33.38,114.42, 39.89,     31, 0.18487
H1,  2013,     2,    20,   200,  92.88,  9.42, 46.25,  7.27,     28, 0.81295
H1,  2013,     3,    20,   200,  69.15, 12.35, 28.08,  5.66,     25, 0.66455
H1,  2013,     3,     0,    20,  43.64,  4.73, 18.44,  1.33,      9, 0.89398
H1,  2013,     4,    20,   200,  41.44,  5.96, 25.00,  6.75,      5, -0.10865
H1,  2013,     4,     0,    20,  31.66, 10.58, 11.30,  5.33,     27, 0.87517
H1,  2013,     5,     0,    20,   2.99,  3.60,  1.06,  1.19,     31, 0.96285
H1,  2013,     6,     0,    20,   0.01,  0.01,  0.03,  0.06,     30, 0.25154
H1,  2013,     7,     0,    20,   0.00,  0.00,  0.00,  0.00,     31, 
H1,  2013,     8,     0,    20,   0.00,  0.00,  0.00,  0.00,     31, 
H1,  2013,     9,     0,    20,   0.00,  0.00,  0.00,  0.00,     30, 
H1,  2014,    10,     0,    20,   0.00,  0.00,  0.03,  0.18,     31, -0.074138
H1,  2014,    11,     0,    20,   1.84,  5.68,  0.02,  0.09,     30, -0.061322
H1,  2014,    12,    20,   200, 448.05,420.08, 80.26, 47.66,     19, 0.39265
H1,  2014,    12,     0,    20, 101.85, 60.02,  1.14,  3.28,     11, -0.14747
H1,  2014,     1,     0,    20,   0.00,  0.00,  0.00,  0.00,     31, 
H1,  2014,     2,     0,    20,  23.16, 56.95,  0.23,  0.70,     28, 0.75323
H1,  2014,     3,     0,    20, 192.99,299.14,  0.16,  0.42,     31, 0.1255
H1,  2014,     4,     0,    20,  36.30, 31.82,  0.05,  0.19,     30, -0.18601
H1,  2014,     5,     0,    20,   4.08,  4.67,  0.00,  0.00,     31, 
H1,  2014,     6,     0,    20,   0.00,  0.00,  0.00,  0.00,     30, 
H1,  2014,     7,     0,    20,   0.00,  0.00,  0.00,  0.00,     31, 
H1,  2014,     8,     0,    20,   0.00,  0.00,  0.00,  0.00,     31, 
H1,  2014,     9,     0,    20,   0.00,  0.00,  0.00,  0.00,     30, 
H1,  2015,     1,    20,   200, 105.71,  4.62, 23.33,  3.27,      6, 0.95887
H1,  2015,     1,     0,    20,  50.63, 23.69, 14.31,  3.44,     27, 0.88916
H1,  2015,     2,   200,   500, 270.67, 50.00,272.00, 83.14,      3, 0.27673
H1,  2015,     2,    20,   200, 167.07,103.47, 93.37, 42.87,     19, 0.78644
H1,  2015,     2,     0,    20,  21.97,  1.23,  8.18,  0.52,      6, 0.99537
H1,  2015,     3,    20,   200,  76.88, 16.86, 34.00, 10.11,     21, 0.43421
H1,  2015,     3,     0,    20,  39.19,  6.83, 15.82,  3.06,     11, 0.97274
H1,  2015,     4,     0,    20,  64.35, 47.39,  9.30,  2.98,     29, 0.45543
H1,  2015,     5,     0,    20,  14.10,  6.95,  6.56,  2.11,     31, 0.048051
H1,  2015,     6,     0,    20,   0.48,  0.87,  1.11,  1.44,     30, 0.56962
H1,  2015,     7,     0,    20,   0.60,  3.32,  0.04,  0.21,     31, -0.037355
H1,  2015,     8,     0,    20,   0.00,  0.00,  0.00,  0.00,     31, 
H1,  2015,     9,     0,    20,  96.19,365.06,  0.00,  0.00,     30, 
ALP,  1995,     1,   200,   500, 326.93,251.53,348.64, 64.73,     11, 0.26943
ALP,  1995,     1,    20,   200, 305.59, 59.64,159.33, 16.62,      3, -0.60626
ALP,  1995,     3,   200,   500, 294.56, 88.94,352.36, 51.25,     11, 0.66025
ALP,  1995,     3,    20,   200, 129.90, 41.96,124.13, 36.07,      8, 0.31074
ALP,  1995,     4,   200,   500, 193.35, 20.01,249.86, 30.68,      7, 0.99246
ALP,  1995,     4,    20,   200, 141.29,  9.71,147.47, 29.38,     19, 0.84402
ALP,  1997,    12,    20,   200, 147.17,122.24, 56.00, 41.00,     13, 0.15467
ALP,  1997,    12,     0,    20,  92.92, 17.75, 13.80,  2.35,     10, 0.92365
ALP,  1998,     1,   200,   500, 368.52,373.16,317.67, 91.92,     15, 0.093795
ALP,  1998,     1,    20,   200, 207.53, 85.50,108.14, 51.36,     14, -0.061851
ALP,  1998,     3,   200,   500, 262.20, 28.93,295.18, 71.48,     11, 0.83238
ALP,  1998,     3,    20,   200, 199.15, 72.70,159.25, 24.33,     20, 0.41905
ALP,  1998,     4,   200,   500, 386.34,207.42,231.94, 21.97,     16, 0.44148
ALP,  1998,     4,    20,   200, 177.04, 32.72,151.57, 24.27,     14, 0.98548
Los_Padres_Res,  2001,    10,     0,    20,   4.99,  0.00,  7.21,  0.21,     31, -1.7917e-14
Los_Padres_Res,  2001,    11,     0,    20,  18.77, 39.86,  8.78,  2.19,     30, 0.45324
Los_Padres_Res,  2001,    12,   200,   500,  85.69, 29.08,283.00, 34.82,      4, -0.288
Los_Padres_Res,  2001,    12,    20,   200,  82.23, 57.35, 76.27, 44.86,     26, 0.48426
Los_Padres_Res,  2002,    10,     0,    20,   4.00,  0.00,  6.65,  0.15,     31, 8.0664e-15
Los_Padres_Res,  2002,    11,    20,   200,  69.64,110.56, 43.70, 29.46,     10, 0.90951
Los_Padres_Res,  2002,    11,     0,    20,   9.41,  4.93, 12.29,  5.12,     20, 0.98874
Los_Padres_Res,  2002,    12,   200,   500, 481.08,400.02,295.64, 61.16,     11, 0.36303
Los_Padres_Res,  2002,    12,    20,   200, 144.65, 66.96,147.33, 26.80,      6, -0.1955
Los_Padres_Res,  2002,    12,     0,    20,  10.98,  4.04, 13.92,  1.50,     13, 0.24652
Los_Padres_Res,  2002,     1,   200,   500, 174.94, 26.05,238.00, 35.03,      3, 0.96026
Los_Padres_Res,  2002,     1,    20,   200,  81.31, 19.10, 73.86, 36.82,     28, 0.94632
Los_Padres_Res,  2002,     2,    20,   200,  71.86, 26.06, 45.54,  9.12,     28, 0.16258
Los_Padres_Res,  2002,     3,    20,   200,  57.54,  9.46, 54.52, 18.03,     31, 0.051778
Los_Padres_Res,  2002,     4,    20,   200,  30.59,  7.32, 38.93,  8.53,     30, 0.97773
Los_Padres_Res,  2002,     5,    20,   200,  20.26,  5.78, 24.16,  3.64,     25, 0.36666
Los_Padres_Res,  2002,     5,     0,    20,  13.29,  2.16, 19.10,  0.88,     10, 0.86515
Los_Padres_Res,  2002,     6,     0,    20,   6.05,  1.50, 14.83,  1.32,     30, 0.8949
Los_Padres_Res,  2002,     7,     0,    20,   4.99,  0.00, 10.18,  1.54,     31, -2.2729e-15
Los_Padres_Res,  2002,     8,     0,    20,   4.06,  0.25,  7.32,  0.37,     31, 0.59921
Los_Padres_Res,  2002,     9,     0,    20,   4.00,  0.00,  6.68,  0.14,     30, 1.8508e-14
Los_Padres_Res,  2003,    10,     0,    20,   4.99,  0.00,  7.96,  0.67,     31, 4.8601e-15
Los_Padres_Res,  2003,    11,     0,    20,   4.99,  0.00,  7.79,  0.34,     30, -1.6673e-15
Los_Padres_Res,  2003,    12,     0,    20,  21.23, 16.51,  8.70,  0.52,     28, 0.71086
Los_Padres_Res,  2003,     1,   200,   500, 558.34,483.48,248.60, 50.89,      5, -0.33067
Los_Padres_Res,  2003,     1,    20,   200, 181.48,151.66,109.70, 38.76,     27, 0.48704
Los_Padres_Res,  2003,     2,    20,   200,  96.21, 17.58, 51.61,  6.43,     28, 0.12804
Los_Padres_Res,  2003,     3,    20,   200,  94.32, 47.68, 58.27, 25.63,     30, 0.82939
Los_Padres_Res,  2003,     4,    20,   200, 130.87, 71.83, 78.34, 30.64,     29, 0.82317
Los_Padres_Res,  2003,     5,    20,   200,  98.31, 47.10, 75.97, 23.08,     31, 0.85382
Los_Padres_Res,  2003,     6,    20,   200,  22.26,  8.64, 30.82,  6.41,     28, 0.98768
Los_Padres_Res,  2003,     6,     0,    20,   9.64,  0.51, 19.33,  0.58,      3, 0.89973
Los_Padres_Res,  2003,     7,    20,   200,   5.07,  0.13, 20.00,  0.00,      4, 
Los_Padres_Res,  2003,     7,     0,    20,   5.71,  1.16, 16.32,  2.09,     31, 0.27079
Los_Padres_Res,  2003,     8,     0,    20,   4.99,  0.00, 11.83,  1.17,     31, 1.8395e-15
Los_Padres_Res,  2003,     9,     0,    20,   4.99,  0.00, 10.26,  0.93,     30, -1.9517e-16
Los_Padres_Res,  2004,    10,     0,    20,  20.59, 38.77,  7.71,  2.08,     31, 0.3444
Los_Padres_Res,  2004,    11,     0,    20,  11.50,  4.25, 13.40,  0.50,     30, 0.073
Los_Padres_Res,  2004,    12,    20,   200,  17.04,  5.45, 31.54, 16.56,     13, -0.061657
Los_Padres_Res,  2004,    12,     0,    20,  21.60, 28.89, 15.40,  2.03,     15, -0.10642
Los_Padres_Res,  2004,     1,    20,   200, 120.22, 36.78, 44.31, 31.59,     29, 0.94091
Los_Padres_Res,  2004,     2,   200,   500, 347.38,223.76,317.33, 58.16,      3, 0.85603
Los_Padres_Res,  2004,     2,    20,   200, 237.42,222.83, 74.30, 40.10,     23, 0.84868
Los_Padres_Res,  2004,     3,    20,   200, 129.39, 44.57, 78.10, 41.46,     29, 0.95451
Los_Padres_Res,  2004,     4,    20,   200,  53.97, 14.19, 28.00,  4.76,     30, 0.98149
Los_Padres_Res,  2004,     5,     0,    20,  16.51,  6.37, 16.26,  1.57,     31, 0.89543
Los_Padres_Res,  2004,     6,     0,    20,   5.67,  0.83, 10.56,  1.43,     30, 0.85914
Los_Padres_Res,  2004,     7,     0,    20,   4.99,  0.00,  7.70,  0.43,     31, -5.1006e-15
Los_Padres_Res,  2004,     8,     0,    20,   4.06,  0.25,  6.48,  0.24,     31, 0.51939
Los_Padres_Res,  2004,     9,     0,    20,   3.03,  0.18,  6.74,  0.32,     30, -0.25974
Los_Padres_Res,  2005,    10,     0,    20,   4.99,  0.00,  9.59,  0.22,     31, -4.2435e-15
Los_Padres_Res,  2005,    11,     0,    20,   4.99,  0.00,  8.37,  0.74,     30, -2.4525e-16
Los_Padres_Res,  2005,    12,    20,   200,  35.20,  7.16, 49.00, 20.16,      9, -0.34933
Los_Padres_Res,  2005,    12,     0,    20,  38.89, 80.48,  8.51,  1.09,     21, 0.52976
Los_Padres_Res,  2005,     1,   200,   500, 377.12,256.31,328.11, 94.91,      9, 0.056799
Los_Padres_Res,  2005,     1,    20,   200, 236.41,133.32,141.20, 33.08,     15, 0.43884
Los_Padres_Res,  2005,     2,   200,   500, 282.41,142.71,342.22, 67.39,      9, 0.61377
Los_Padres_Res,  2005,     2,    20,   200, 163.83, 42.30, 94.87, 22.33,     15, 0.50597
Los_Padres_Res,  2005,     3,   200,   500, 319.33,198.00,289.87, 65.11,     15, 0.59023
Los_Padres_Res,  2005,     3,    20,   200, 146.83, 18.39,149.69, 24.17,     13, 0.71825
Los_Padres_Res,  2005,     4,   200,   500, 296.74, 77.93,212.00, 13.11,      3, 0.96049
Los_Padres_Res,  2005,     4,    20,   200, 152.58, 36.89,123.00, 37.95,     28, 0.90839
Los_Padres_Res,  2005,     5,    20,   200,  83.45, 25.81, 61.97, 11.93,     31, 0.95583
Los_Padres_Res,  2005,     6,    20,   200,  25.61,  8.48, 33.43,  5.70,     30, 0.96157
Los_Padres_Res,  2005,     7,    20,   200,  10.39,  1.01, 20.83,  1.17,      6, 0.8954
Los_Padres_Res,  2005,     7,     0,    20,   6.16,  1.63, 16.25,  2.43,     28, 0.85958
Los_Padres_Res,  2005,     8,     0,    20,   4.99,  0.00, 13.97,  1.80,     31, -9.7198e-17
Los_Padres_Res,  2005,     9,     0,    20,   4.99,  0.00, 11.55,  1.57,     30, 4.6169e-16
Los_Padres_Res,  2006,    10,     0,    20,   4.99,  0.00,  8.98,  0.60,     31, 8.6805e-16
Los_Padres_Res,  2006,    11,     0,    20,   4.99,  0.00,  7.67,  0.96,     30, 4.0967e-16
Los_Padres_Res,  2006,    12,     0,    20,  26.51, 31.61,  5.99,  0.60,     31, -0.26947
Los_Padres_Res,  2006,     1,   200,   500, 393.30,218.62,338.00,121.58,      3, 0.52932
Los_Padres_Res,  2006,     1,    20,   200, 129.48, 30.66, 82.00, 25.62,     26, 0.30516
Los_Padres_Res,  2006,     2,    20,   200,  76.58, 12.86, 35.81,  5.86,     26, 0.42847
Los_Padres_Res,  2006,     3,   200,   500, 259.81,116.07,272.74, 52.91,     27, -0.29778
Los_Padres_Res,  2006,     3,    20,   200, 229.95, 56.54,185.00,  9.17,      3, 0.82632
Los_Padres_Res,  2006,     4,   200,   500, 259.76, 52.36,329.85, 91.85,     13, 0.79432
Los_Padres_Res,  2006,     4,    20,   200, 167.78,  9.55,171.80, 17.36,      5, 0.99615
Los_Padres_Res,  2006,     5,    20,   200,  94.12, 28.42, 89.68, 23.52,     31, 0.53552
Los_Padres_Res,  2006,     6,    20,   200,  31.75, 13.87, 37.63, 10.08,     30, 0.99388
Los_Padres_Res,  2006,     7,    20,   200,  10.99,  1.17, 21.14,  0.69,      7, 0.89026
Los_Padres_Res,  2006,     7,     0,    20,   5.98,  1.40, 15.96,  1.59,     25, 0.85584
Los_Padres_Res,  2006,     8,     0,    20,   4.99,  0.00, 13.97,  1.52,     31, -3.4576e-16
Los_Padres_Res,  2006,     9,     0,    20,   4.99,  0.00, 11.63,  0.93,     30, -5.1925e-16
Los_Padres_Res,  2007,    10,     0,    20,   4.99,  0.00,  3.53,  0.20,     31, 7.418e-15
Los_Padres_Res,  2007,    11,     0,    20,   4.07,  0.25,  3.25,  0.16,     30, 0.34726
Los_Padres_Res,  2007,    12,     0,    20,   6.17,  3.63,  3.01,  0.09,     31, 0.019857
Los_Padres_Res,  2007,     1,     0,    20,  13.17,  7.03, 13.18,  2.64,     31, -0.63232
Los_Padres_Res,  2007,     2,    20,   200,  38.15, 27.60, 56.58, 47.43,     19, 0.46691
Los_Padres_Res,  2007,     2,     0,    20,  11.19,  1.84, 11.44,  0.73,      9, 0.43122
Los_Padres_Res,  2007,     3,    20,   200,  47.35, 28.16, 36.75, 21.56,     24, 0.85037
Los_Padres_Res,  2007,     3,     0,    20,  58.20, 22.21, 18.56,  1.01,      9, 0.17602
Los_Padres_Res,  2007,     4,     0,    20,  31.51,  5.27, 13.97,  1.30,     30, 0.55063
Los_Padres_Res,  2007,     5,     0,    20,  14.53,  5.36,  7.97,  2.07,     31, 0.98447
Los_Padres_Res,  2007,     6,     0,    20,   5.32,  0.59,  6.03,  1.04,     30, -0.39401
Los_Padres_Res,  2007,     7,     0,    20,   4.99,  0.00,  5.04,  0.21,     31, -1.6719e-15
Los_Padres_Res,  2007,     8,     0,    20,   4.99,  0.00,  4.47,  0.21,     31, -2.1732e-15
Los_Padres_Res,  2007,     9,     0,    20,   4.99,  0.00,  4.19,  0.27,     30, -1.7568e-15
Los_Padres_Res,  2008,    10,     0,    20,   4.00,  0.00,  5.41,  0.16,     31, -8.7927e-15
Los_Padres_Res,  2008,    11,     0,    20,   6.52,  6.41,  5.38,  0.19,     30, -0.18111
Los_Padres_Res,  2008,    12,     0,    20,  19.08, 16.92,  6.05,  0.37,     31, 0.51716
Los_Padres_Res,  2008,     1,   200,   500, 309.02,322.32,354.80, 89.23,      5, -0.03431
Los_Padres_Res,  2008,     1,    20,   200,  68.01, 24.66, 57.06, 38.89,     18, 0.63323
Los_Padres_Res,  2008,     1,     0,    20,   5.89,  0.51,  3.03,  0.23,      3, -0.77402
Los_Padres_Res,  2008,     2,   200,   500, 395.48,396.71,272.33, 47.05,      6, 0.60397
Los_Padres_Res,  2008,     2,    20,   200, 163.94, 27.87,111.86, 46.87,     21, 0.95935
Los_Padres_Res,  2008,     3,    20,   200, 120.18, 32.36, 72.90, 33.39,     31, 0.97836
Los_Padres_Res,  2008,     4,    20,   200,  57.32, 15.44, 30.67,  5.75,     30, 0.95706
Los_Padres_Res,  2008,     5,    20,   200,  31.59,  1.59, 21.17,  0.75,      6, 0.93186
Los_Padres_Res,  2008,     5,     0,    20,  17.39,  6.59, 16.58,  1.81,     26, 0.71647
Los_Padres_Res,  2008,     6,     0,    20,   5.81,  1.23, 11.43,  0.97,     30, 0.80502
Los_Padres_Res,  2008,     7,     0,    20,   4.99,  0.00,  8.18,  1.15,     31, -2.2232e-15
Los_Padres_Res,  2008,     8,     0,    20,   4.99,  0.00,  6.13,  0.34,     31, 8.479e-15
Los_Padres_Res,  2008,     9,     0,    20,   4.07,  0.25,  5.75,  0.48,     30, 0.62325
Los_Padres_Res,  2009,    10,    20,   200,  15.98, 13.97, 51.31, 28.57,     16, 0.95031
Los_Padres_Res,  2009,    10,     0,    20,   3.00,  0.00,  8.53,  0.09,     12, 
Los_Padres_Res,  2009,    11,    20,   200,   5.23,  0.47, 23.29,  2.61,     24, 0.73312
Los_Padres_Res,  2009,    11,     0,    20,   5.08,  0.25, 19.00,  0.94,     10, -0.45846
Los_Padres_Res,  2009,    12,    20,   200,  31.71, 28.12, 57.18, 33.67,     22, 0.81278
Los_Padres_Res,  2009,    12,     0,    20,   8.15,  5.13, 17.50,  0.53,      8, 0.5935
Los_Padres_Res,  2009,     1,    20,   200,  39.93,  6.75, 25.00,  2.97,      6, 0.52665
Los_Padres_Res,  2009,     1,     0,    20,  11.92, 13.35,  6.96,  2.55,     25, 0.25189
Los_Padres_Res,  2009,     2,   200,   500, 272.94,229.64,331.50,111.87,      8, 0.27514
Los_Padres_Res,  2009,     2,    20,   200,  74.17, 36.86, 81.14, 59.98,     14, 0.85822
Los_Padres_Res,  2009,     2,     0,    20,  18.19,  2.35, 17.00,  1.41,      4, 0.88442
Los_Padres_Res,  2009,     3,   200,   500, 171.61, 24.55,297.00, 80.89,      5, 0.9541
Los_Padres_Res,  2009,     3,    20,   200, 122.34, 28.85,108.76, 33.68,     21, 0.41063
Los_Padres_Res,  2009,     4,    20,   200,  68.74, 16.05, 50.37, 10.25,     30, 0.87121
Los_Padres_Res,  2009,     5,    20,   200,  31.38, 14.79, 30.06,  6.24,     31, 0.79244
Los_Padres_Res,  2009,     6,    20,   200,   9.99,  2.06, 22.06,  1.65,     16, 0.92667
Los_Padres_Res,  2009,     6,     0,    20,   6.02,  1.11, 16.72,  2.42,     18, 0.93338
Los_Padres_Res,  2009,     7,     0,    20,   4.99,  0.00, 12.65,  0.91,     31, -6.3685e-16
Los_Padres_Res,  2009,     8,     0,    20,   4.99,  0.00,  9.24,  0.63,     31, 1.1056e-15
Los_Padres_Res,  2009,     9,     0,    20,   3.57,  0.50,  8.72,  0.19,     30, 0.51141
Los_Padres_Res,  2010,    10,     0,    20,   4.99,  0.00, 14.32,  0.75,     31, -3.8949e-16
Los_Padres_Res,  2010,    11,     0,    20,  10.82, 11.69, 13.93,  0.25,     30, -0.08462
Los_Padres_Res,  2010,    12,   200,   500,  92.74, 52.27,258.67, 53.97,      6, -0.37523
Los_Padres_Res,  2010,    12,    20,   200,  78.09, 42.91,150.63, 31.74,      8, 0.85868
Los_Padres_Res,  2010,    12,     0,    20,  14.25,  6.72, 17.67,  1.03,     18, -0.42292
Los_Padres_Res,  2010,     1,   200,   500, 210.33, 70.13,335.67, 76.25,      9, 0.14534
Los_Padres_Res,  2010,     1,    20,   200,  24.51, 11.97, 39.59,  6.46,     17, 0.83358
Los_Padres_Res,  2010,     2,   200,   500, 255.99,131.66,289.00, 84.15,     14, -0.19068
Los_Padres_Res,  2010,     2,    20,   200, 142.06, 18.80,151.50, 24.82,     14, 0.93744
Los_Padres_Res,  2010,     3,   200,   500, 248.74, 99.99,270.38, 55.30,     13, 0.52467
Los_Padres_Res,  2010,     3,    20,   200, 145.95, 37.10,137.94, 28.05,     18, 0.94718
Los_Padres_Res,  2010,     4,   200,   500, 309.14,264.78,258.17, 48.62,      6, 0.31688
Los_Padres_Res,  2010,     4,    20,   200, 161.29, 83.12,148.76, 31.54,     25, 0.52054
Los_Padres_Res,  2010,     5,    20,   200,  81.75, 24.83, 87.68, 18.01,     31, 0.96299
Los_Padres_Res,  2010,     6,    20,   200,  27.56, 11.70, 44.07,  9.06,     30, 0.99283
Los_Padres_Res,  2010,     7,    20,   200,   7.58,  2.39, 24.55,  3.65,     22, 0.97824
Los_Padres_Res,  2010,     7,     0,    20,   5.00,  0.05, 18.79,  1.12,     14, 0.33983
Los_Padres_Res,  2010,     8,     0,    20,   4.99,  0.00, 14.00,  1.13,     31, 0
Los_Padres_Res,  2010,     9,     0,    20,   4.99,  0.00, 13.83,  1.62,     30, 5.2025e-16
Los_Padres_Res,  2011,    10,     0,    20,   8.55,  6.66, 16.87,  1.02,     31, 0.56778
Los_Padres_Res,  2011,    11,     0,    20,  12.63, 11.29, 14.27,  1.20,     30, -0.52159
Los_Padres_Res,  2011,    12,     0,    20,   5.18,  0.52, 13.52,  0.51,     31, -0.1279
Los_Padres_Res,  2011,     1,   200,   500, 201.08,149.54,271.33, 73.05,      3, 0.9436
Los_Padres_Res,  2011,     1,    20,   200,  64.99, 14.91, 81.88, 40.07,     26, 0.91299
Los_Padres_Res,  2011,     2,   200,   500, 416.02,113.34,304.14, 63.62,      7, 0.38908
Los_Padres_Res,  2011,     2,    20,   200,  58.46, 32.79, 56.06, 46.89,     17, 0.6244
Los_Padres_Res,  2011,     3,   200,   500, 168.64, 60.37,294.22,105.20,      9, 0.92796
Los_Padres_Res,  2011,     3,    20,   200, 114.49, 19.83,149.92, 23.44,     12, 0.75426
Los_Padres_Res,  2011,     4,   200,   500, 169.36, 20.39,277.00, 65.47,      8, 0.98102
Los_Padres_Res,  2011,     4,    20,   200, 112.81, 32.22,118.14, 30.73,     22, 0.96086
Los_Padres_Res,  2011,     5,    20,   200,  55.39, 11.26, 63.58, 10.58,     31, 0.58704
Los_Padres_Res,  2011,     6,    20,   200,  39.02, 25.29, 62.80, 37.68,     30, 0.34306
Los_Padres_Res,  2011,     7,    20,   200,   8.85,  3.46, 25.56,  4.00,     27, 0.9542
Los_Padres_Res,  2011,     7,     0,    20,   4.99,  0.00, 19.33,  0.52,      6, 
Los_Padres_Res,  2011,     8,     0,    20,   4.99,  0.00, 15.03,  1.40,     31, 6.2321e-16
Los_Padres_Res,  2011,     9,     0,    20,   4.99,  0.00, 15.53,  0.86,     30, -1.4e-16
Los_Padres_Res,  2012,     1,    20,   200,  48.96, 42.08, 52.57, 19.54,      7, 0.71428
Los_Padres_Res,  2012,     1,     0,    20,  15.81, 43.63, 13.96,  0.37,     23, 0.030757
DJ,  1992,    10,     0,    20,   2.56,  2.51,  1.95,  0.46,     31, 0.59849
DJ,  1992,    11,     0,    20,   6.28,  2.62,  1.85,  0.35,     30, 0.9474
DJ,  1992,    12,    20,   200, 236.52,182.12,119.67, 77.80,      3, 0.92686
DJ,  1992,    12,     0,    20,  75.89, 62.18,  3.70,  0.94,     28, 0.38939
DJ,  1993,    10,     0,    20,   3.81,  0.18,  3.60,  0.25,     31, 0.679
DJ,  1993,    11,     0,    20,  23.74, 28.95,  4.49,  0.68,     30, 0.49594
DJ,  1993,    12,     0,    20,  53.25, 28.17,  6.24,  0.80,     31, 0.37032
DJ,  1993,     1,   200,   500, 433.85,112.56,377.11, 72.50,      9, 3.3592e-05
DJ,  1993,     1,    20,   200, 544.92,106.07,137.20, 39.09,      5, -0.63234
DJ,  1993,     2,   200,   500, 487.05,193.69,294.57, 76.40,     14, -0.19428
DJ,  1993,     2,    20,   200, 269.90, 21.60,183.75, 13.15,      4, 0.96364
DJ,  1993,     3,   200,   500, 325.94, 89.38,297.50, 78.79,     20, 0.73453
DJ,  1993,     3,    20,   200, 236.19,  4.17,181.00, 10.79,      6, -0.66896
DJ,  1993,     4,    20,   200, 180.50, 72.66,121.34, 31.81,     29, 0.85364
DJ,  1993,     5,    20,   200,  61.75, 23.51, 47.13, 15.07,     31, 0.98317
DJ,  1993,     6,    20,   200,  30.02,  9.29, 32.92, 12.45,     25, 0.42183
DJ,  1993,     6,     0,    20,  10.65,  1.52, 17.50,  1.87,      6, 0.85083
DJ,  1993,     7,     0,    20,   4.98,  1.76,  9.64,  2.71,     31, 0.9595
DJ,  1993,     8,     0,    20,   2.55,  0.31,  4.54,  0.46,     31, -0.63999
DJ,  1993,     9,     0,    20,   3.32,  0.26,  3.76,  0.38,     30, -0.69643
DJ,  1994,    10,     0,    20,  10.77,  9.66,  1.13,  0.13,     31, 0.30802
DJ,  1994,    11,     0,    20,  29.89, 21.74,  1.38,  0.27,     30, 0.35681
DJ,  1994,    12,     0,    20,  32.44,  8.48,  2.50,  0.25,     31, -0.061378
DJ,  1994,     1,    20,   200,  94.50, 16.12, 28.50,  5.92,      6, 0.65906
DJ,  1994,     1,     0,    20,  15.33, 14.69,  6.58,  1.86,     25, 0.96453
DJ,  1994,     2,   200,   500, 260.53, 57.11,262.75, 39.81,      4, 0.28399
DJ,  1994,     2,    20,   200, 167.47,102.23, 95.41, 46.52,     17, 0.51795
DJ,  1994,     2,     0,    20,  90.06, 18.89, 16.00,  1.79,      6, 0.63745
DJ,  1994,     3,    20,   200,  86.19, 31.76, 37.90, 17.63,     30, 0.95913
DJ,  1994,     3,     0,    20,  53.56,  3.25, 19.33,  1.15,      3, -0.93234
DJ,  1994,     4,     0,    20,  62.65, 47.82, 15.47,  2.05,     30, 0.4617
DJ,  1994,     5,     0,    20,  72.77, 26.51, 14.19,  1.82,     31, 0.10046
DJ,  1994,     6,     0,    20,  15.11,  7.68,  5.29,  2.63,     30, 0.95838
DJ,  1994,     7,     0,    20,   3.22,  0.88,  1.61,  0.33,     31, 0.93151
DJ,  1994,     8,     0,    20,   2.20,  0.31,  1.08,  0.07,     31, 0.23367
DJ,  1994,     9,     0,    20,   2.95,  1.05,  1.12,  0.05,     30, -0.2431
DJ,  1995,    10,     0,    20,   3.46,  0.54,  8.28,  0.41,     31, 0.13185
DJ,  1995,    11,     0,    20,   4.31,  0.17,  9.36,  0.47,     30, -0.71713
DJ,  1995,    12,    20,   200, 195.61,160.47, 37.05, 12.04,     20, 0.73036
DJ,  1995,    12,     0,    20,   4.29,  0.07, 10.36,  0.50,     11, -0.3431
DJ,  1995,     1,     0,    20,  51.55, 30.62,  3.92,  2.39,      4, 0.99684
DJ,  1995,     2,   200,   500, 416.65, 73.94,291.00, 83.70,     11, 0.71459
DJ,  1995,     2,    20,   200, 274.67, 59.25,143.82, 28.40,     17, 0.43114
DJ,  1995,     3,    20,   200, 179.15,  8.10,145.13, 28.82,      8, -0.32913
DJ,  1995,     4,   200,   500, 383.26,153.86,304.35, 84.15,     20, 0.89775
DJ,  1995,     4,    20,   200, 237.96,  7.30,166.89, 12.69,      9, 0.15926
