Gage_Name, Gage_No, Threshold_cfs, Oct_ExtWet, Nov_ExtWet, Dec_ExtWet, Jan_ExtWet, Feb_ExtWet, Mar_ExtWet, Apr_ExtWet, May_ExtWet, Jun_ExtWet, Jul_ExtWet, Aug_ExtWet, Sep_ExtWet,Oct_Wet, Nov_Wet, Dec_Wet, Jan_Wet, Feb_Wet, Mar_Wet, Apr_Wet, May_Wet, Jun_Wet, Jul_Wet, Aug_Wet, Sep_Wet,Oct_AboveNorm, Nov_AboveNorm, Dec_AboveNorm, Jan_AboveNorm, Feb_AboveNorm, Mar_AboveNorm, Apr_AboveNorm, May_AboveNorm, Jun_AboveNorm, Jul_AboveNorm, Aug_AboveNorm, Sep_AboveNorm,Oct_Norm, Nov_Norm, Dec_Norm, Jan_Norm, Feb_Norm, Mar_Norm, Apr_Norm, May_Norm, Jun_Norm, Jul_Norm, Aug_Norm, Sep_Norm,Oct_BelowNorm, Nov_BelowNorm, Dec_BelowNorm, Jan_BelowNorm, Feb_BelowNorm, Mar_BelowNorm, Apr_BelowNorm, May_BelowNorm, Jun_BelowNorm, Jul_BelowNorm, Aug_BelowNorm, Sep_BelowNorm,Oct_Dry, Nov_Dry, Dec_Dry, Jan_Dry, Feb_Dry, Mar_Dry, Apr_Dry, May_Dry, Jun_Dry, Jul_Dry, Aug_Dry, Sep_Dry,Oct_CritDry, Nov_CritDry, Dec_CritDry, Jan_CritDry, Feb_CritDry, Mar_CritDry, Apr_CritDry, May_CritDry, Jun_CritDry, Jul_CritDry, Aug_CritDry, Sep_CritDry,
RM_5_0,26,20,17.11, 14.46, 12.78, 13.29, 10.65, 13.07, 12.43, 13.07, 12.43, 10.20,  NaN,  NaN, 17.19, 15.42, 15.08, 13.15, 10.88, 13.07, 12.43, 13.07, 10.73,  NaN,  NaN,  NaN, 14.72, 15.61, 14.43, 13.58, 11.03, 13.07, 11.83, 13.07, 9.88,  NaN,  NaN,  NaN, 26.20, 12.28, 19.40, 14.68, 11.03, 13.07, 12.43, 11.40, 6.80,  NaN,  NaN,  NaN,  NaN, 13.83, 14.11, 13.07, 11.22, 13.07, 12.43, 10.23,  NaN,  NaN,  NaN,  NaN, 17.04, 7.10, 13.30, 16.13, 9.98, 12.87, 11.60, 10.62, 0.20, 42.02,  NaN, 14.69,  NaN,  NaN,  NaN,  NaN, 17.99, 9.39, 11.54,  NaN,  NaN,  NaN,  NaN,  NaN, 
RM_5_5,25,20, NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 
RM_6_0,27,20,22.72, 16.66, 15.73, 15.76, 13.73, 15.76, 15.16, 15.76, 15.16, 13.79,  NaN,  NaN, 18.72, 23.60, 17.18, 15.84, 13.88, 15.76, 15.16, 15.76, 14.37, 1.30,  NaN,  NaN, 25.52, 12.38, 17.23, 16.56, 13.97, 15.76, 15.16, 15.76, 12.57,  NaN,  NaN,  NaN, 26.78, 13.08, 20.53, 16.48, 13.97, 15.76, 15.16, 14.63, 11.22,  NaN,  NaN,  NaN,  NaN, 16.25, 16.69, 15.76, 14.09, 15.76, 15.16, 12.12,  NaN,  NaN,  NaN,  NaN, 20.11, 9.67, 16.01, 19.43, 13.97, 15.78, 14.87, 14.70, 4.73, 46.01,  NaN, 16.40,  NaN,  NaN,  NaN,  NaN, 17.95, 11.88, 11.24, 0.79,  NaN,  NaN,  NaN,  NaN, 
RM_6_5,28,20,22.94, 16.83, 15.94, 15.94, 13.97, 15.94, 15.39, 15.94, 15.39, 14.05,  NaN,  NaN, 18.87, 23.84, 17.37, 16.01, 14.11, 15.94, 15.39, 15.94, 14.59, 1.51,  NaN,  NaN, 24.73, 12.56, 17.38, 16.72, 14.21, 15.94, 15.39, 15.94, 13.26,  NaN,  NaN,  NaN, 26.34, 13.33, 20.57, 16.64, 14.21, 15.94, 15.39, 14.77, 9.01,  NaN,  NaN,  NaN,  NaN, 18.71, 16.82, 15.94, 14.32, 15.94, 15.39, 12.22,  NaN,  NaN,  NaN,  NaN, 20.26, 9.87, 16.25, 19.58, 14.11, 15.97, 15.11, 14.84, 5.06, 46.66,  NaN, 16.07,  NaN,  NaN,  NaN,  NaN, 18.16, 12.08, 12.30, 1.25,  NaN,  NaN,  NaN,  NaN, 
RM_7_0,29,20,23.29, 17.00, 16.12, 16.12, 14.17, 16.12, 15.59, 16.12, 15.59, 14.23,  NaN,  NaN, 19.06, 24.04, 17.65, 16.16, 14.31, 16.12, 15.59, 16.12, 14.78, 1.71,  NaN,  NaN, 24.71, 12.74, 17.56, 16.91, 14.41, 16.12, 15.59, 16.12, 13.45,  NaN,  NaN,  NaN, 26.55, 13.50, 20.72, 16.83, 14.41, 16.12, 15.59, 14.95, 9.21,  NaN,  NaN,  NaN,  NaN, 18.81, 17.24, 16.12, 14.53, 16.12, 15.59, 12.40,  NaN,  NaN,  NaN,  NaN, 20.44, 11.02, 16.43, 19.77, 14.31, 16.21, 15.31, 14.85, 5.28, 47.36,  NaN, 16.02,  NaN,  NaN,  NaN,  NaN, 18.37, 12.26, 12.48, 1.40,  NaN,  NaN,  NaN,  NaN, 
RM_7_5,32,20,24.23, 17.51, 16.65, 16.65, 14.73, 16.65, 16.16, 16.65, 16.16, 14.78,  NaN,  NaN, 19.60, 24.62, 17.87, 16.69, 14.87, 16.65, 16.16, 16.65, 15.28, 2.20,  NaN,  NaN, 24.75, 13.21, 18.09, 17.44, 14.97, 16.65, 16.16, 16.65, 13.99,  NaN,  NaN,  NaN, 27.70, 13.53, 21.14, 17.35, 14.97, 16.65, 16.16, 15.45, 10.26,  NaN,  NaN,  NaN,  NaN, 19.05, 17.75, 16.65, 15.09, 16.65, 16.16, 13.99,  NaN,  NaN,  NaN,  NaN, 21.01, 11.50, 16.96, 20.30, 14.87, 16.76, 16.01, 15.14, 5.81, 48.91,  NaN, 16.24,  NaN,  NaN,  NaN,  NaN, 18.42, 12.79, 14.24, 1.89,  NaN,  NaN,  NaN,  NaN, 
RM_8_0,31,20,24.51, 17.62, 16.78, 16.78, 14.87, 16.78, 16.29, 16.78, 16.29, 14.92,  NaN,  NaN, 19.71, 24.75, 17.99, 16.82, 15.01, 16.78, 16.29, 16.78, 15.42, 2.33,  NaN,  NaN, 24.69, 13.34, 18.21, 17.56, 15.10, 16.78, 16.29, 16.78, 14.13,  NaN,  NaN,  NaN, 27.83, 13.73, 21.24, 17.48, 15.10, 16.78, 16.29, 15.57, 10.40,  NaN,  NaN,  NaN,  NaN, 19.07, 17.86, 16.78, 15.22, 16.78, 16.29, 14.48,  NaN,  NaN,  NaN,  NaN, 21.16, 11.61, 17.09, 20.42, 15.01, 16.91, 16.15, 15.21, 7.08, 49.18,  NaN, 16.27,  NaN,  NaN,  NaN,  NaN, 18.56, 12.92, 14.38, 2.00,  NaN,  NaN,  NaN,  NaN, 
RM_8_5,30,20,24.46, 17.59, 16.75, 16.75, 14.84, 16.75, 16.26, 16.75, 16.26, 14.89,  NaN,  NaN, 19.68, 24.71, 17.96, 16.79, 14.98, 16.75, 16.26, 16.75, 15.39, 2.31,  NaN,  NaN, 24.65, 13.32, 18.18, 17.53, 15.07, 16.75, 16.26, 16.75, 14.10,  NaN,  NaN,  NaN, 27.79, 13.70, 21.21, 17.44, 15.07, 16.75, 16.26, 15.54, 10.38,  NaN,  NaN,  NaN,  NaN, 19.04, 17.83, 16.75, 15.19, 16.75, 16.26, 14.10,  NaN,  NaN,  NaN,  NaN, 21.13, 11.58, 17.05, 20.39, 14.98, 16.88, 16.12, 15.18, 7.05, 49.14,  NaN, 16.24,  NaN,  NaN,  NaN,  NaN, 18.53, 12.89, 14.35, 1.98,  NaN,  NaN,  NaN,  NaN, 
RM_9_0,33,20,24.39, 17.33, 16.51, 16.51, 14.61, 16.51, 16.04, 16.51, 16.04, 14.63,  NaN,  NaN, 19.46, 24.51, 17.73, 16.59, 14.75, 16.51, 16.04, 16.51, 15.15, 2.14,  NaN,  NaN, 24.13, 13.07, 17.93, 17.29, 14.85, 16.51, 16.04, 16.51, 13.86,  NaN,  NaN,  NaN, 28.19, 13.91, 21.00, 17.20, 14.85, 16.51, 16.04, 15.34, 10.23,  NaN,  NaN,  NaN,  NaN, 18.51, 17.34, 16.51, 14.97, 16.51, 16.04, 14.12,  NaN,  NaN,  NaN,  NaN, 20.82, 11.36, 16.89, 20.15, 14.75, 16.62, 15.90, 15.05, 5.77, 49.05,  NaN, 15.70,  NaN,  NaN,  NaN,  NaN, 18.26, 12.65, 14.18, 1.81,  NaN,  NaN,  NaN,  NaN, 
RM_9_5,34,20,24.52, 17.13, 16.34, 16.34, 14.48, 16.34, 15.91, 16.34, 15.91, 14.46,  NaN,  NaN, 19.31, 24.35, 17.40, 16.42, 14.62, 16.34, 15.91, 16.34, 15.00, 2.11,  NaN,  NaN, 23.49, 12.94, 17.74, 17.13, 14.72, 16.34, 15.67, 16.34, 13.71,  NaN,  NaN,  NaN, 28.02, 13.79, 20.76, 17.11, 14.72, 16.34, 15.91, 15.17, 9.55,  NaN,  NaN,  NaN,  NaN, 17.98, 17.15, 16.34, 14.84, 16.34, 15.91, 13.97,  NaN,  NaN,  NaN,  NaN, 20.60, 11.20, 16.72, 19.99, 14.62, 16.47, 15.62, 14.88, 5.74, 49.43,  NaN, 16.05,  NaN,  NaN,  NaN,  NaN, 18.66, 12.49, 13.25, 1.74,  NaN,  NaN,  NaN,  NaN, 
RR,11,20,17.20, 11.47, 10.51, 10.89, 9.81, 10.89, 10.64, 10.89, 10.64, 10.09,  NaN,  NaN, 12.38, 12.68, 11.75, 10.99, 9.91, 10.89, 10.64, 10.89, 10.13, 2.94,  NaN,  NaN, 14.67, 13.51, 11.66, 11.27, 9.98, 10.89, 9.83, 10.89, 9.28,  NaN,  NaN,  NaN, 20.27, 11.60, 13.71, 12.11, 9.98, 10.89, 10.64, 10.35, 7.30,  NaN,  NaN,  NaN,  NaN, 12.52, 11.11, 10.89, 10.06, 10.89, 10.64, 9.58,  NaN,  NaN,  NaN,  NaN, 14.73, 6.70, 9.81, 12.68, 9.75, 10.98, 10.32, 10.55, 2.86, 30.23,  NaN, 10.05,  NaN,  NaN,  NaN,  NaN, 14.41, 9.14, 8.96, 2.94,  NaN,  NaN,  NaN,  NaN, 
SH,13,20,14.67, 10.09, 9.95, 9.50, 8.85, 9.50, 9.36, 9.50, 9.36, 9.67,  NaN,  NaN, 10.49, 10.81, 9.85, 9.59, 8.91, 9.50, 9.36, 9.50, 9.25, 3.75,  NaN,  NaN, 9.73, 14.53, 9.99, 9.63, 8.95, 9.50, 8.82, 9.50, 8.57,  NaN,  NaN,  NaN, 17.87, 10.00, 10.80, 10.01, 8.95, 9.50, 9.36, 9.24, 7.13,  NaN,  NaN,  NaN,  NaN, 10.33, 9.47, 9.50, 9.00, 9.50, 9.36, 8.63,  NaN,  NaN,  NaN,  NaN, 13.24, 6.14, 8.50, 10.88, 8.28, 9.57, 9.18, 9.52, 2.95, 22.92,  NaN, 8.61,  NaN,  NaN,  NaN,  NaN, 13.06, 8.65, 8.64, 3.75,  NaN,  NaN,  NaN,  NaN, 
SW,60,20, NaN, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00,  NaN,  NaN, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00,  NaN,  NaN,  NaN, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00,  NaN,  NaN,  NaN, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00,  NaN,  NaN,  NaN,  NaN, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00,  NaN,  NaN,  NaN,  NaN, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 0.00, 0.00, 0.00,  NaN,  NaN,  NaN,  NaN,  NaN, 
TU,12,20, NaN, 3.71, 1.14, 0.82, 1.00, 0.78, 0.24,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 1.69, 0.55, 0.85, 0.62, 0.90,  NaN,  NaN,  NaN,  NaN,  NaN, 0.82,  NaN, 1.01, 1.89, 1.55, 0.24,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 1.12, 1.73, 0.87, 0.68, 0.72,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 2.70, 0.61, 2.76,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 0.56,  NaN, 1.12, 3.44,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 0.24,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 
