Gage_Name, Gage_No, Threshold_cfs, Oct_ExtWet, Nov_ExtWet, Dec_ExtWet, Jan_ExtWet, Feb_ExtWet, Mar_ExtWet, Apr_ExtWet, May_ExtWet, Jun_ExtWet, Jul_ExtWet, Aug_ExtWet, Sep_ExtWet,Oct_Wet, Nov_Wet, Dec_Wet, Jan_Wet, Feb_Wet, Mar_Wet, Apr_Wet, May_Wet, Jun_Wet, Jul_Wet, Aug_Wet, Sep_Wet,Oct_AboveNorm, Nov_AboveNorm, Dec_AboveNorm, Jan_AboveNorm, Feb_AboveNorm, Mar_AboveNorm, Apr_AboveNorm, May_AboveNorm, Jun_AboveNorm, Jul_AboveNorm, Aug_AboveNorm, Sep_AboveNorm,Oct_Norm, Nov_Norm, Dec_Norm, Jan_Norm, Feb_Norm, Mar_Norm, Apr_Norm, May_Norm, Jun_Norm, Jul_Norm, Aug_Norm, Sep_Norm,Oct_BelowNorm, Nov_BelowNorm, Dec_BelowNorm, Jan_BelowNorm, Feb_BelowNorm, Mar_BelowNorm, Apr_BelowNorm, May_BelowNorm, Jun_BelowNorm, Jul_BelowNorm, Aug_BelowNorm, Sep_BelowNorm,Oct_Dry, Nov_Dry, Dec_Dry, Jan_Dry, Feb_Dry, Mar_Dry, Apr_Dry, May_Dry, Jun_Dry, Jul_Dry, Aug_Dry, Sep_Dry,Oct_CritDry, Nov_CritDry, Dec_CritDry, Jan_CritDry, Feb_CritDry, Mar_CritDry, Apr_CritDry, May_CritDry, Jun_CritDry, Jul_CritDry, Aug_CritDry, Sep_CritDry,
RM_16_0,44,20,1.00, 17.50, 24.50, 31.00, 28.00, 31.00, 30.00, 31.00, 30.00, 11.00, 0.00, 0.00, 2.80, 5.00, 22.60, 29.80, 28.20, 31.00, 30.00, 31.00, 23.20, 0.40, 0.00, 0.00, 6.00, 6.00, 18.33, 25.67, 28.33, 31.00, 28.67, 20.67, 15.00, 0.00, 0.00, 0.00, 2.33, 8.67, 13.83, 23.17, 28.33, 31.00, 30.00, 26.67, 6.83, 0.00, 0.00, 0.00, 0.00, 7.00, 26.00, 31.00, 28.50, 31.00, 30.00, 17.50, 0.00, 0.00, 0.00, 0.00, 1.80, 4.80, 20.40, 19.40, 25.60, 29.40, 29.40, 16.80, 1.60, 0.20, 0.00, 0.20, 0.00, 0.00, 0.00, 0.00, 10.00, 20.00, 21.00, 2.00, 0.00, 0.00, 0.00, 0.00, 
RM_16_5,45,20,1.00, 16.50, 21.50, 31.00, 28.00, 31.00, 30.00, 31.00, 30.00, 10.50, 0.00, 0.00, 2.60, 5.00, 21.40, 29.60, 28.20, 31.00, 30.00, 31.00, 23.00, 0.20, 0.00, 0.00, 4.67, 5.33, 18.33, 25.67, 28.33, 31.00, 28.33, 20.67, 14.33, 0.00, 0.00, 0.00, 2.17, 7.83, 13.17, 22.83, 28.33, 31.00, 30.00, 26.67, 6.67, 0.00, 0.00, 0.00, 0.00, 7.00, 26.00, 31.00, 28.50, 31.00, 30.00, 17.50, 0.00, 0.00, 0.00, 0.00, 1.60, 4.80, 20.00, 18.40, 23.80, 28.60, 29.20, 16.60, 1.40, 0.20, 0.00, 0.20, 0.00, 0.00, 0.00, 0.00, 9.00, 18.00, 21.00, 2.00, 0.00, 0.00, 0.00, 0.00, 
RM_17_0,46,20,1.00, 16.50, 21.50, 31.00, 28.00, 31.00, 30.00, 31.00, 30.00, 10.50, 0.00, 0.00, 2.60, 5.00, 22.20, 29.60, 28.20, 31.00, 30.00, 31.00, 23.20, 0.40, 0.00, 0.00, 4.67, 5.33, 18.33, 25.67, 28.33, 31.00, 28.33, 20.67, 15.00, 0.00, 0.00, 0.00, 2.17, 8.00, 13.50, 22.83, 28.33, 31.00, 30.00, 27.00, 6.83, 0.00, 0.00, 0.00, 0.00, 7.00, 26.00, 31.00, 28.50, 31.00, 30.00, 18.50, 0.00, 0.00, 0.00, 0.00, 1.80, 4.80, 20.00, 18.60, 24.80, 29.40, 29.40, 17.00, 1.60, 0.20, 0.00, 0.20, 0.00, 0.00, 0.00, 0.00, 10.00, 19.00, 22.00, 2.00, 0.00, 0.00, 0.00, 0.00, 
RM_17_5,47,20,1.00, 16.50, 22.50, 31.00, 28.00, 31.00, 30.00, 31.00, 30.00, 10.50, 0.00, 0.00, 2.60, 5.00, 21.80, 29.60, 28.20, 31.00, 30.00, 31.00, 23.20, 0.40, 0.00, 0.00, 4.67, 5.33, 18.33, 25.67, 28.33, 31.00, 28.33, 20.67, 15.00, 0.00, 0.00, 0.00, 2.17, 7.67, 13.50, 22.83, 28.33, 31.00, 30.00, 26.83, 6.83, 0.00, 0.00, 0.00, 0.00, 7.00, 26.00, 31.00, 28.50, 31.00, 30.00, 19.00, 0.00, 0.00, 0.00, 0.00, 1.80, 4.60, 20.00, 18.60, 25.00, 29.40, 29.20, 17.00, 1.60, 0.20, 0.00, 0.20, 0.00, 0.00, 0.00, 0.00, 10.00, 19.00, 22.00, 2.00, 0.00, 0.00, 0.00, 0.00, 
RM_18_5,48,20,1.00, 16.50, 22.50, 31.00, 28.00, 31.00, 30.00, 31.00, 30.00, 10.50, 0.00, 0.00, 2.60, 5.00, 21.80, 29.60, 28.20, 31.00, 30.00, 31.00, 23.20, 0.40, 0.00, 0.00, 4.67, 5.33, 18.33, 25.67, 28.33, 31.00, 28.33, 20.67, 15.00, 0.00, 0.00, 0.00, 2.00, 7.67, 13.50, 22.83, 28.33, 31.00, 30.00, 27.00, 7.00, 0.00, 0.00, 0.00, 0.00, 7.00, 26.00, 31.00, 28.50, 31.00, 30.00, 19.00, 0.00, 0.00, 0.00, 0.00, 1.80, 4.40, 20.00, 18.40, 25.00, 29.40, 29.20, 18.20, 1.60, 0.00, 0.00, 0.20, 0.00, 0.00, 0.00, 0.00, 10.00, 19.00, 22.00, 2.00, 0.00, 0.00, 0.00, 0.00, 
RM_19_0,49,20,1.00, 16.00, 22.50, 31.00, 28.00, 31.00, 30.00, 31.00, 30.00, 10.00, 0.00, 0.00, 2.60, 5.00, 21.40, 29.60, 28.20, 31.00, 30.00, 31.00, 23.20, 0.40, 0.00, 0.00, 4.67, 5.33, 18.33, 25.67, 28.33, 31.00, 28.33, 20.67, 15.00, 0.00, 0.00, 0.00, 1.83, 7.67, 13.33, 22.83, 28.33, 31.00, 30.00, 27.00, 7.00, 0.00, 0.00, 0.00, 0.00, 6.50, 26.00, 31.00, 28.50, 31.00, 30.00, 18.50, 0.00, 0.00, 0.00, 0.00, 1.80, 4.40, 20.00, 18.20, 25.00, 29.40, 29.20, 18.00, 1.60, 0.00, 0.00, 0.20, 0.00, 0.00, 0.00, 0.00, 9.00, 18.00, 22.00, 2.00, 0.00, 0.00, 0.00, 0.00, 
RM_19_5,50,20,0.00, 13.00, 20.00, 30.00, 28.00, 31.00, 30.00, 31.00, 30.00, 8.00, 0.00, 0.00, 2.40, 4.80, 19.40, 29.40, 28.20, 31.00, 30.00, 31.00, 21.20, 0.00, 0.00, 0.00, 4.00, 4.67, 17.67, 25.33, 28.33, 31.00, 26.67, 20.67, 13.67, 0.00, 0.00, 0.00, 0.67, 6.00, 10.67, 22.67, 28.33, 31.00, 30.00, 25.50, 6.00, 0.00, 0.00, 0.00, 0.00, 3.50, 26.00, 31.00, 28.50, 31.00, 30.00, 16.00, 0.00, 0.00, 0.00, 0.00, 1.60, 4.00, 19.60, 18.20, 23.40, 28.40, 28.40, 16.40, 0.80, 0.00, 0.00, 0.20, 0.00, 0.00, 0.00, 0.00, 6.00, 17.00, 21.00, 1.00, 0.00, 0.00, 0.00, 0.00, 
RM_1_5,19,20,1.00, 17.50, 26.00, 30.00, 28.00, 31.00, 30.00, 31.00, 30.00, 11.50, 0.00, 0.00, 2.40, 5.60, 23.80, 30.80, 28.20, 31.00, 30.00, 31.00, 23.00, 0.00, 0.00, 0.00, 5.67, 6.33, 18.00, 24.00, 28.33, 31.00, 29.00, 20.67, 12.00, 0.00, 0.00, 0.00, 2.67, 10.33, 13.83, 24.33, 28.33, 31.00, 30.00, 24.83, 5.83, 0.00, 0.00, 0.00, 0.00, 8.50, 26.00, 31.00, 28.50, 31.00, 30.00, 16.00, 0.00, 0.00, 0.00, 0.00, 1.60, 5.40, 21.20, 20.80, 23.40, 28.60, 28.80, 15.60, 1.20, 0.00, 0.00, 0.40, 0.00, 0.00, 0.00, 0.00, 8.00, 21.00, 13.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
RM_20_0,51,20,0.00, 13.50, 20.00, 30.00, 28.00, 31.00, 30.00, 31.00, 30.00, 8.00, 0.00, 0.00, 2.40, 4.80, 19.80, 29.40, 28.20, 31.00, 30.00, 31.00, 21.00, 0.00, 0.00, 0.00, 4.00, 4.67, 17.67, 25.67, 28.33, 31.00, 26.33, 20.67, 13.67, 0.00, 0.00, 0.00, 0.67, 5.83, 10.50, 22.50, 28.33, 31.00, 30.00, 25.33, 5.83, 0.00, 0.00, 0.00, 0.00, 4.00, 26.00, 31.00, 28.50, 31.00, 30.00, 16.00, 0.00, 0.00, 0.00, 0.00, 1.60, 4.00, 19.60, 18.20, 23.40, 28.40, 28.20, 16.20, 0.80, 0.00, 0.00, 0.20, 0.00, 0.00, 0.00, 0.00, 6.00, 16.00, 20.00, 1.00, 0.00, 0.00, 0.00, 0.00, 
RM_20_5,52,20,0.00, 13.50, 20.00, 30.00, 28.00, 31.00, 30.00, 31.00, 30.00, 7.50, 0.00, 0.00, 2.40, 4.80, 19.60, 29.40, 28.20, 31.00, 30.00, 30.80, 20.80, 0.00, 0.00, 0.00, 4.00, 4.67, 17.33, 25.67, 28.33, 31.00, 26.33, 20.67, 12.67, 0.00, 0.00, 0.00, 0.67, 5.33, 10.67, 22.50, 28.33, 31.00, 30.00, 25.00, 5.67, 0.00, 0.00, 0.00, 0.00, 3.50, 26.00, 31.00, 28.50, 31.00, 30.00, 15.00, 0.00, 0.00, 0.00, 0.00, 1.40, 3.60, 19.40, 18.00, 23.40, 28.40, 28.20, 16.20, 0.80, 0.00, 0.00, 0.20, 0.00, 0.00, 0.00, 0.00, 6.00, 16.00, 21.00, 1.00, 0.00, 0.00, 0.00, 0.00, 
RM_21_0,53,20,0.00, 13.50, 20.50, 30.00, 28.00, 31.00, 30.00, 31.00, 30.00, 6.50, 0.00, 0.00, 2.40, 4.80, 19.40, 29.40, 28.20, 31.00, 30.00, 30.80, 20.60, 0.00, 0.00, 0.00, 4.00, 4.67, 16.33, 25.00, 28.33, 31.00, 26.33, 20.67, 12.67, 0.00, 0.00, 0.00, 0.67, 5.33, 10.50, 22.50, 28.33, 31.00, 30.00, 25.00, 5.50, 0.00, 0.00, 0.00, 0.00, 3.50, 26.00, 31.00, 28.50, 31.00, 30.00, 15.00, 0.00, 0.00, 0.00, 0.00, 1.40, 3.60, 19.20, 18.00, 23.40, 28.40, 28.00, 16.00, 0.80, 0.00, 0.00, 0.20, 0.00, 0.00, 0.00, 0.00, 6.00, 16.00, 20.00, 1.00, 0.00, 0.00, 0.00, 0.00, 
RM_22_0,55,20,0.00, 11.50, 19.00, 29.50, 28.00, 31.00, 30.00, 31.00, 30.00, 5.00, 0.00, 0.00, 2.40, 3.60, 18.60, 29.40, 28.20, 31.00, 30.00, 30.40, 17.80, 0.00, 0.00, 0.00, 3.00, 4.33, 15.67, 23.67, 28.33, 31.00, 25.33, 20.67, 10.67, 0.00, 0.00, 0.00, 0.67, 4.50, 9.50, 22.17, 28.33, 31.00, 30.00, 24.17, 4.00, 0.00, 0.00, 0.00, 0.00, 3.00, 26.00, 31.00, 28.50, 31.00, 30.00, 13.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.60, 18.80, 17.40, 21.80, 28.20, 27.00, 15.00, 0.20, 0.00, 0.00, 0.20, 0.00, 0.00, 0.00, 0.00, 5.00, 15.00, 15.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
RM_22_5,54,20,0.00, 11.50, 19.00, 29.50, 28.00, 31.00, 30.00, 31.00, 30.00, 5.00, 0.00, 0.00, 2.40, 3.60, 18.60, 29.20, 28.20, 31.00, 30.00, 30.40, 17.80, 0.00, 0.00, 0.00, 3.00, 4.33, 15.67, 23.67, 28.33, 31.00, 25.33, 20.67, 10.67, 0.00, 0.00, 0.00, 0.67, 4.50, 9.50, 22.17, 28.17, 31.00, 30.00, 24.00, 4.00, 0.00, 0.00, 0.00, 0.00, 3.00, 26.00, 31.00, 28.50, 31.00, 30.00, 13.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.60, 18.80, 17.20, 21.80, 28.20, 27.00, 15.00, 0.20, 0.00, 0.00, 0.20, 0.00, 0.00, 0.00, 0.00, 5.00, 15.00, 16.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
RM_23_0,57,20,0.00, 12.00, 18.50, 29.50, 28.00, 31.00, 30.00, 31.00, 30.00, 4.50, 0.00, 0.00, 2.40, 3.60, 18.40, 29.20, 28.20, 31.00, 30.00, 30.40, 17.80, 0.00, 0.00, 0.00, 3.00, 4.33, 15.67, 23.67, 28.33, 31.00, 25.33, 20.67, 10.67, 0.00, 0.00, 0.00, 0.67, 4.50, 9.50, 22.17, 28.17, 31.00, 30.00, 24.00, 3.83, 0.00, 0.00, 0.00, 0.00, 3.00, 26.00, 31.00, 28.50, 31.00, 30.00, 13.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.60, 18.80, 17.20, 21.80, 28.20, 27.00, 15.00, 0.00, 0.00, 0.00, 0.20, 0.00, 0.00, 0.00, 0.00, 5.00, 14.00, 16.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
RM_24_0,58,20,0.00, 11.00, 18.50, 29.50, 28.00, 31.00, 30.00, 31.00, 30.00, 5.50, 0.00, 0.00, 2.00, 1.40, 15.60, 28.60, 28.20, 31.00, 30.00, 31.00, 19.40, 0.00, 0.00, 0.00, 1.33, 4.33, 14.33, 23.00, 28.33, 31.00, 28.67, 20.67, 10.33, 0.00, 0.00, 0.00, 0.67, 3.00, 7.67, 22.00, 27.83, 31.00, 30.00, 24.50, 4.33, 0.00, 0.00, 0.00, 0.00, 3.00, 23.50, 31.00, 28.50, 31.00, 30.00, 11.00, 0.00, 0.00, 0.00, 0.00, 0.60, 0.80, 16.80, 16.60, 20.40, 27.60, 28.40, 13.80, 0.80, 0.00, 0.00, 0.20, 0.00, 0.00, 0.00, 0.00, 5.00, 9.00, 13.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
RM_24_5,59,20,0.00, 11.00, 18.50, 29.50, 28.00, 31.00, 30.00, 31.00, 30.00, 5.50, 0.00, 0.00, 2.00, 1.40, 15.40, 28.60, 28.20, 31.00, 30.00, 31.00, 19.40, 0.00, 0.00, 0.00, 1.33, 4.00, 14.33, 23.00, 28.33, 31.00, 28.67, 20.67, 10.33, 0.00, 0.00, 0.00, 0.67, 2.83, 7.50, 22.00, 27.67, 31.00, 30.00, 24.33, 4.33, 0.00, 0.00, 0.00, 0.00, 3.00, 24.00, 31.00, 28.50, 31.00, 30.00, 11.00, 0.00, 0.00, 0.00, 0.00, 0.40, 0.80, 16.80, 16.60, 20.40, 27.60, 28.40, 13.80, 0.80, 0.00, 0.00, 0.20, 0.00, 0.00, 0.00, 0.00, 5.00, 9.00, 13.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
RM_2_0,20,20,1.00, 17.50, 26.00, 30.50, 28.00, 31.00, 30.00, 31.00, 30.00, 11.50, 0.00, 0.00, 2.40, 5.60, 23.80, 30.80, 28.20, 31.00, 30.00, 31.00, 23.00, 0.00, 0.00, 0.00, 5.67, 6.00, 18.00, 24.00, 28.33, 31.00, 29.00, 20.67, 12.00, 0.00, 0.00, 0.00, 2.50, 10.33, 13.83, 24.17, 28.33, 31.00, 30.00, 24.83, 5.83, 0.00, 0.00, 0.00, 0.00, 8.50, 26.00, 31.00, 28.50, 31.00, 30.00, 16.00, 0.00, 0.00, 0.00, 0.00, 1.60, 5.20, 21.60, 20.80, 23.60, 28.60, 28.80, 15.60, 1.20, 0.20, 0.00, 0.40, 0.00, 0.00, 0.00, 0.00, 8.00, 21.00, 13.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
RM_2_5,21,20,1.50, 17.50, 27.00, 30.50, 28.00, 31.00, 30.00, 31.00, 30.00, 11.50, 0.00, 0.00, 2.40, 5.80, 24.00, 30.80, 28.20, 31.00, 30.00, 31.00, 23.00, 0.00, 0.00, 0.00, 5.67, 6.00, 18.00, 24.00, 28.33, 31.00, 29.00, 20.67, 12.33, 0.00, 0.00, 0.00, 2.67, 10.83, 13.83, 24.17, 28.33, 31.00, 30.00, 24.83, 5.83, 0.00, 0.00, 0.00, 0.00, 8.50, 26.00, 31.00, 28.50, 31.00, 30.00, 16.50, 0.00, 0.00, 0.00, 0.00, 1.80, 5.40, 21.60, 20.80, 23.60, 28.60, 29.00, 15.60, 1.40, 0.20, 0.00, 0.40, 0.00, 0.00, 0.00, 0.00, 8.00, 21.00, 13.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
RM_3_5,22,20,1.50, 18.50, 28.00, 30.50, 28.00, 31.00, 30.00, 31.00, 30.00, 12.00, 0.00, 0.00, 2.40, 6.00, 24.20, 30.80, 28.20, 31.00, 30.00, 31.00, 23.80, 0.00, 0.00, 0.00, 6.00, 6.67, 18.00, 24.00, 28.33, 31.00, 29.67, 20.67, 12.67, 0.00, 0.00, 0.00, 3.17, 11.17, 14.33, 24.50, 28.33, 31.00, 30.00, 25.50, 6.17, 0.00, 0.00, 0.00, 0.00, 9.00, 26.00, 31.00, 28.50, 31.00, 30.00, 17.00, 0.00, 0.00, 0.00, 0.00, 1.80, 5.40, 21.40, 20.80, 24.20, 28.60, 29.20, 16.20, 1.60, 0.20, 0.00, 0.40, 0.00, 0.00, 0.00, 0.00, 8.00, 21.00, 14.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
RM_4_0,23,20,2.00, 18.50, 28.00, 30.50, 28.00, 31.00, 30.00, 31.00, 30.00, 12.00, 0.00, 0.00, 2.60, 5.80, 24.20, 30.80, 28.20, 31.00, 30.00, 31.00, 23.80, 0.00, 0.00, 0.00, 6.00, 6.33, 18.00, 24.00, 28.33, 31.00, 29.67, 20.67, 12.67, 0.00, 0.00, 0.00, 3.17, 11.33, 14.50, 24.50, 28.33, 31.00, 30.00, 25.50, 6.67, 0.00, 0.00, 0.00, 0.00, 9.00, 26.00, 31.00, 28.50, 31.00, 30.00, 17.50, 0.00, 0.00, 0.00, 0.00, 1.80, 5.20, 21.40, 21.00, 24.00, 28.60, 29.20, 16.40, 1.80, 0.20, 0.00, 0.40, 0.00, 0.00, 0.00, 0.00, 10.00, 22.00, 14.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
RM_4_5,24,20,2.00, 19.00, 27.50, 30.50, 28.00, 31.00, 30.00, 31.00, 30.00, 12.00, 0.00, 0.00, 2.60, 5.80, 24.20, 30.60, 28.20, 31.00, 30.00, 31.00, 23.60, 0.00, 0.00, 0.00, 6.00, 7.00, 18.00, 24.00, 28.33, 31.00, 29.67, 20.67, 12.67, 0.00, 0.00, 0.00, 3.33, 11.33, 14.33, 24.33, 28.33, 31.00, 30.00, 25.50, 6.50, 0.00, 0.00, 0.00, 0.00, 9.00, 26.00, 31.00, 28.50, 31.00, 30.00, 17.50, 0.00, 0.00, 0.00, 0.00, 1.80, 5.20, 21.40, 21.00, 24.40, 28.60, 29.20, 16.40, 1.60, 0.20, 0.00, 0.40, 0.00, 0.00, 0.00, 0.00, 10.00, 21.00, 14.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
RM_5_0,26,20,2.00, 19.00, 28.00, 30.50, 28.00, 31.00, 30.00, 31.00, 30.00, 12.00, 0.00, 0.00, 2.60, 5.80, 24.00, 30.60, 28.20, 31.00, 30.00, 31.00, 23.40, 0.00, 0.00, 0.00, 6.00, 7.00, 18.00, 24.00, 28.33, 31.00, 29.33, 20.67, 12.67, 0.00, 0.00, 0.00, 3.17, 11.17, 14.33, 24.33, 28.33, 31.00, 30.00, 25.33, 6.50, 0.00, 0.00, 0.00, 0.00, 9.00, 26.00, 31.00, 28.50, 31.00, 30.00, 17.50, 0.00, 0.00, 0.00, 0.00, 1.80, 5.20, 21.40, 20.80, 24.40, 28.60, 29.20, 16.20, 1.40, 0.20, 0.00, 0.40, 0.00, 0.00, 0.00, 0.00, 10.00, 21.00, 14.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
RM_5_5,25,20,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
RM_6_0,27,20,2.50, 19.50, 30.50, 31.00, 28.00, 31.00, 30.00, 31.00, 30.00, 14.00, 0.00, 0.00, 2.80, 7.00, 26.00, 30.60, 28.20, 31.00, 30.00, 31.00, 25.00, 1.00, 0.00, 0.00, 6.33, 7.67, 18.33, 25.67, 28.33, 31.00, 30.00, 20.67, 15.67, 0.00, 0.00, 0.00, 3.67, 12.50, 15.67, 25.83, 28.33, 31.00, 30.00, 27.67, 8.00, 0.00, 0.00, 0.00, 0.00, 9.00, 26.00, 31.00, 28.50, 31.00, 30.00, 22.00, 0.00, 0.00, 0.00, 0.00, 2.00, 6.20, 21.60, 22.20, 28.00, 29.60, 29.60, 18.60, 2.40, 0.20, 0.00, 0.40, 0.00, 0.00, 0.00, 0.00, 15.00, 23.00, 26.00, 1.00, 0.00, 0.00, 0.00, 0.00, 
RM_6_5,28,20,2.00, 19.50, 31.00, 31.00, 28.00, 31.00, 30.00, 31.00, 30.00, 14.50, 0.00, 0.00, 2.80, 7.00, 26.00, 30.60, 28.20, 31.00, 30.00, 31.00, 25.00, 1.20, 0.00, 0.00, 6.33, 7.67, 18.33, 25.67, 28.33, 31.00, 30.00, 20.67, 16.33, 0.00, 0.00, 0.00, 3.83, 12.33, 15.67, 25.83, 28.33, 31.00, 30.00, 27.83, 8.17, 0.00, 0.00, 0.00, 0.00, 9.50, 26.00, 31.00, 28.50, 31.00, 30.00, 22.50, 0.00, 0.00, 0.00, 0.00, 2.00, 6.20, 21.80, 22.20, 28.20, 29.60, 29.60, 18.80, 2.40, 0.20, 0.00, 0.40, 0.00, 0.00, 0.00, 0.00, 15.00, 23.00, 27.00, 2.00, 0.00, 0.00, 0.00, 0.00, 
RM_7_0,29,20,2.00, 19.50, 31.00, 31.00, 28.00, 31.00, 30.00, 31.00, 30.00, 14.50, 0.00, 0.00, 2.80, 7.00, 25.80, 30.80, 28.20, 31.00, 30.00, 31.00, 25.00, 1.20, 0.00, 0.00, 6.33, 7.67, 18.33, 25.67, 28.33, 31.00, 30.00, 20.67, 16.33, 0.00, 0.00, 0.00, 3.83, 12.33, 15.67, 25.83, 28.33, 31.00, 30.00, 27.83, 8.17, 0.00, 0.00, 0.00, 0.00, 9.50, 26.50, 31.00, 28.50, 31.00, 30.00, 22.50, 0.00, 0.00, 0.00, 0.00, 2.00, 6.60, 21.80, 22.20, 28.20, 29.80, 29.60, 19.40, 2.40, 0.20, 0.00, 0.40, 0.00, 0.00, 0.00, 0.00, 15.00, 23.00, 27.00, 3.00, 0.00, 0.00, 0.00, 0.00, 
RM_7_5,32,20,2.00, 19.50, 31.00, 31.00, 28.00, 31.00, 30.00, 31.00, 30.00, 14.50, 0.00, 0.00, 2.80, 7.00, 26.40, 30.80, 28.20, 31.00, 30.00, 31.00, 25.20, 1.20, 0.00, 0.00, 6.33, 8.00, 18.33, 25.67, 28.33, 31.00, 30.00, 20.67, 16.33, 0.00, 0.00, 0.00, 3.67, 12.83, 15.83, 25.83, 28.33, 31.00, 30.00, 28.00, 8.50, 0.00, 0.00, 0.00, 0.00, 9.50, 27.50, 31.00, 28.50, 31.00, 30.00, 24.50, 0.00, 0.00, 0.00, 0.00, 2.00, 6.60, 21.80, 22.20, 28.20, 29.80, 29.80, 20.20, 2.40, 0.20, 0.00, 0.40, 0.00, 0.00, 0.00, 0.00, 16.00, 23.00, 28.00, 4.00, 0.00, 0.00, 0.00, 0.00, 
RM_8_0,31,20,2.00, 19.50, 31.00, 31.00, 28.00, 31.00, 30.00, 31.00, 30.00, 14.50, 0.00, 0.00, 2.80, 7.00, 26.40, 30.80, 28.20, 31.00, 30.00, 31.00, 25.20, 1.20, 0.00, 0.00, 6.33, 8.00, 18.33, 25.67, 28.33, 31.00, 30.00, 20.67, 16.33, 0.00, 0.00, 0.00, 3.67, 12.67, 15.83, 25.83, 28.33, 31.00, 30.00, 28.00, 8.50, 0.00, 0.00, 0.00, 0.00, 9.50, 27.50, 31.00, 28.50, 31.00, 30.00, 25.00, 0.00, 0.00, 0.00, 0.00, 2.00, 6.60, 21.80, 22.20, 28.20, 30.00, 29.80, 20.40, 2.80, 0.20, 0.00, 0.40, 0.00, 0.00, 0.00, 0.00, 16.00, 23.00, 28.00, 4.00, 0.00, 0.00, 0.00, 0.00, 
RM_8_5,30,20,2.00, 19.50, 31.00, 31.00, 28.00, 31.00, 30.00, 31.00, 30.00, 14.50, 0.00, 0.00, 2.80, 7.00, 26.40, 30.80, 28.20, 31.00, 30.00, 31.00, 25.20, 1.20, 0.00, 0.00, 6.33, 8.00, 18.33, 25.67, 28.33, 31.00, 30.00, 20.67, 16.33, 0.00, 0.00, 0.00, 3.67, 12.67, 15.83, 25.83, 28.33, 31.00, 30.00, 28.00, 8.50, 0.00, 0.00, 0.00, 0.00, 9.50, 27.50, 31.00, 28.50, 31.00, 30.00, 24.50, 0.00, 0.00, 0.00, 0.00, 2.00, 6.60, 21.80, 22.20, 28.20, 30.00, 29.80, 20.40, 2.80, 0.20, 0.00, 0.40, 0.00, 0.00, 0.00, 0.00, 16.00, 23.00, 28.00, 4.00, 0.00, 0.00, 0.00, 0.00, 
RM_9_0,33,20,2.00, 19.50, 31.00, 31.00, 28.00, 31.00, 30.00, 31.00, 30.00, 14.50, 0.00, 0.00, 2.80, 7.00, 26.40, 30.60, 28.20, 31.00, 30.00, 31.00, 25.20, 1.20, 0.00, 0.00, 6.33, 8.00, 18.33, 25.67, 28.33, 31.00, 30.00, 20.67, 16.33, 0.00, 0.00, 0.00, 3.50, 12.17, 15.67, 25.83, 28.33, 31.00, 30.00, 27.83, 8.33, 0.00, 0.00, 0.00, 0.00, 9.50, 27.00, 31.00, 28.50, 31.00, 30.00, 23.50, 0.00, 0.00, 0.00, 0.00, 2.00, 6.60, 22.00, 22.20, 28.20, 29.80, 29.80, 20.00, 2.40, 0.20, 0.00, 0.40, 0.00, 0.00, 0.00, 0.00, 16.00, 23.00, 28.00, 3.00, 0.00, 0.00, 0.00, 0.00, 
