Gage   Filename  Threshold(cfs)  Start          End   Over/Under   Num_Days  AveFlow(cfs)
    17  ALP.gg18   20.00  13-Dec-1995     26-Dec-1995   O        14        78.99
    17  ALP.gg18   20.00  27-Dec-1995     30-Dec-1995   U         4        17.01
    17  ALP.gg18   20.00  31-Dec-1995     04-Jan-1996   O         5        22.91
    17  ALP.gg18   20.00  05-Jan-1996     17-Jan-1996   U        13        13.61
    17  ALP.gg18   20.00  18-Jan-1996     11-Jun-1996   O       146       138.09
    17  ALP.gg18   20.00  12-Jun-1996     29-Oct-1996   U       140         5.31
    17  ALP.gg18   20.00  30-Oct-1996     03-Nov-1996   O         5        31.51
    17  ALP.gg18   20.00  04-Nov-1996     17-Nov-1996   U        14         6.54
    17  ALP.gg18   20.00  18-Nov-1996     29-Nov-1996   O        12        62.91
    17  ALP.gg18   20.00  30-Nov-1996     09-Dec-1996   U        10        15.36
    17  ALP.gg18   20.00  10-Dec-1996     25-Apr-1997   O       137       163.07
    17  ALP.gg18   20.00  26-Apr-1997     11-Nov-1997   U       200         4.79
    17  ALP.gg18   20.00  12-Nov-1997     22-Nov-1997   O        11        37.99
    17  ALP.gg18   20.00  23-Nov-1997     26-Nov-1997   U         4        14.06
    17  ALP.gg18   20.00  27-Nov-1997     05-Jul-1998   O       221       302.51
    17  ALP.gg18   20.00  06-Jul-1998     11-Nov-1998   U       129         5.81
    17  ALP.gg18   20.00  12-Nov-1998     14-Nov-1998   O         3        33.06
    17  ALP.gg18   20.00  15-Nov-1998     28-Nov-1998   U        14         7.39
    17  ALP.gg18   20.00  29-Nov-1998     12-Dec-1998   O        14        43.23
    17  ALP.gg18   20.00  13-Dec-1998     25-Dec-1998   U        13        13.67
    17  ALP.gg18   20.00  27-Dec-1998     20-Jan-1999   U        25         8.80
    17  ALP.gg18   20.00  21-Jan-1999     01-Jun-1999   O       132        89.60
    17  ALP.gg18   20.00  02-Jun-1999     03-Jun-1999   U         2        19.60
    17  ALP.gg18   20.00  04-Jun-1999     09-Jun-1999   O         6        21.87
    17  ALP.gg18   20.00  10-Jun-1999     08-Nov-1999   U       152         5.03
    17  ALP.gg18   20.00  10-Nov-1999     16-Jan-2000   U        68         6.32
    17  ALP.gg18   20.00  17-Jan-2000     04-Jun-2000   O       140       134.26
    17  ALP.gg18   20.00  05-Jun-2000     08-Jun-2000   U         4        18.14
    17  ALP.gg18   20.00  09-Jun-2000     12-Jun-2000   O         4        25.22
    17  ALP.gg18   20.00  13-Jun-2000     10-Oct-2000   U       120         5.17
    17  ALP.gg18   20.00  11-Oct-2000     14-Oct-2000   O         4        34.18
    17  ALP.gg18   20.00  15-Oct-2000     27-Oct-2000   U        13         7.78
    17  ALP.gg18   20.00  28-Oct-2000     02-Nov-2000   O         6        57.86
    17  ALP.gg18   20.00  03-Nov-2000     08-Jan-2001   U        67         6.22
    17  ALP.gg18   20.00  09-Jan-2001     30-May-2001   O       142       137.12
    17  ALP.gg18   20.00  31-May-2001     12-Nov-2001   U       166         4.98
    17  ALP.gg18   20.00  13-Nov-2001     18-Nov-2001   O         6        35.26
    17  ALP.gg18   20.00  19-Nov-2001     24-Nov-2001   U         6        11.65
    17  ALP.gg18   20.00  25-Nov-2001     11-May-2002   O       168        63.31
    17  ALP.gg18   20.00  12-May-2002     08-Nov-2002   U       181         4.99
    17  ALP.gg18   20.00  09-Nov-2002     18-Nov-2002   O        10       114.45
    17  ALP.gg18   20.00  19-Nov-2002     10-Dec-2002   U        22        11.02
    17  ALP.gg18   20.00  12-Dec-2002     14-Dec-2002   U         3        14.59
    17  ALP.gg18   20.00  15-Dec-2002     15-Jun-2003   O       183       143.63
    17  ALP.gg18   20.00  16-Jun-2003     09-Nov-2003   U       147         5.24
    17  ALP.gg18   20.00  11-Nov-2003     01-Dec-2003   U        21         6.97
    17  ALP.gg18   20.00  03-Dec-2003     10-Dec-2003   U         8        11.90
    17  ALP.gg18   20.00  11-Dec-2003     18-Dec-2003   O         8        32.41
    17  ALP.gg18   20.00  19-Dec-2003     21-Dec-2003   U         3        15.99
    17  ALP.gg18   20.00  22-Dec-2003     23-Dec-2003   O         2        23.25
    17  ALP.gg18   20.00  24-Dec-2003     25-Dec-2003   U         2        18.41
    17  ALP.gg18   20.00  26-Dec-2003     09-May-2004   O       136       147.10
    17  ALP.gg18   20.00  10-May-2004     17-Oct-2004   U       161         5.05
    17  ALP.gg18   20.00  18-Oct-2004     24-Oct-2004   O         7        69.06
    17  ALP.gg18   20.00  25-Oct-2004     26-Oct-2004   U         2        16.77
    17  ALP.gg18   20.00  27-Oct-2004     29-Oct-2004   O         3        39.10
    17  ALP.gg18   20.00  30-Oct-2004     07-Dec-2004   U        39        10.74
    17  ALP.gg18   20.00  08-Dec-2004     14-Dec-2004   O         7        42.63
    17  ALP.gg18   20.00  15-Dec-2004     27-Dec-2004   U        13        13.47
    17  ALP.gg18   20.00  28-Dec-2004     20-Jun-2005   O       175       205.38
    17  ALP.gg18   20.00  21-Jun-2005     29-Nov-2005   U       162         5.01
    17  ALP.gg18   20.00  01-Dec-2005     02-Dec-2005   U         2        16.29
    17  ALP.gg18   20.00  03-Dec-2005     08-Dec-2005   O         6        69.05
    17  ALP.gg18   20.00  09-Dec-2005     19-Dec-2005   U        11         8.11
    17  ALP.gg18   20.00  20-Dec-2005     22-Jun-2006   O       185       160.26
    17  ALP.gg18   20.00  23-Jun-2006     14-Nov-2006   U       145         5.05
    17  ALP.gg18   20.00  15-Nov-2006     16-Nov-2006   O         2        54.53
    17  ALP.gg18   20.00  17-Nov-2006     09-Dec-2006   U        23         7.20
    17  ALP.gg18   20.00  10-Dec-2006     17-Dec-2006   O         8        48.60
    17  ALP.gg18   20.00  18-Dec-2006     27-Dec-2006   U        10        14.67
    17  ALP.gg18   20.00  28-Dec-2006     02-Jan-2007   O         6        49.39
    17  ALP.gg18   20.00  03-Jan-2007     11-Feb-2007   U        40        11.10
    17  ALP.gg18   20.00  12-Feb-2007     18-Feb-2007   O         7        36.04
    17  ALP.gg18   20.00  19-Feb-2007     22-Feb-2007   U         4        18.19
    17  ALP.gg18   20.00  23-Feb-2007     06-May-2007   O        73        40.31
    17  ALP.gg18   20.00  07-May-2007     07-Dec-2007   U       215         4.83
    17  ALP.gg18   20.00  08-Dec-2007     09-Dec-2007   O         2        56.44
    17  ALP.gg18   20.00  10-Dec-2007     19-Dec-2007   U        10         8.89
    17  ALP.gg18   20.00  20-Dec-2007     22-Dec-2007   O         3        32.65
    17  ALP.gg18   20.00  23-Dec-2007     04-Jan-2008   U        13         8.51
    17  ALP.gg18   20.00  05-Jan-2008     14-May-2008   O       131       143.31
    17  ALP.gg18   20.00  15-May-2008     03-Nov-2008   U       173         4.62
    17  ALP.gg18   20.00  04-Nov-2008     05-Nov-2008   O         2        41.79
    17  ALP.gg18   20.00  06-Nov-2008     09-Nov-2008   U         4        14.06
    17  ALP.gg18   20.00  10-Nov-2008     11-Nov-2008   O         2        30.75
    17  ALP.gg18   20.00  12-Nov-2008     27-Nov-2008   U        16         7.05
    17  ALP.gg18   20.00  29-Nov-2008     15-Dec-2008   U        17         7.05
    17  ALP.gg18   20.00  16-Dec-2008     19-Dec-2008   O         4        47.83
    17  ALP.gg18   20.00  20-Dec-2008     22-Dec-2008   U         3        16.51
    17  ALP.gg18   20.00  23-Dec-2008     24-Dec-2008   O         2        28.56
    17  ALP.gg18   20.00  26-Dec-2008     29-Dec-2008   O         4        33.61
    17  ALP.gg18   20.00  30-Dec-2008     22-Jan-2009   U        24         8.11
    17  ALP.gg18   20.00  23-Jan-2009     01-Feb-2009   O        10        38.35
    17  ALP.gg18   20.00  02-Feb-2009     05-Feb-2009   U         4        16.00
    17  ALP.gg18   20.00  06-Feb-2009     23-May-2009   O       107       118.86
    17  ALP.gg18   20.00  24-May-2009     13-Oct-2009   U       143         5.03
    17  ALP.gg18   20.00  14-Oct-2009     17-Oct-2009   O         4       207.50
    17  ALP.gg18   20.00  18-Oct-2009     07-Dec-2009   U        51         6.89
    17  ALP.gg18   20.00  09-Dec-2009     11-Dec-2009   U         3        14.37
    17  ALP.gg18   20.00  12-Dec-2009     04-Jan-2010   O        24        31.47
    17  ALP.gg18   20.00  05-Jan-2010     13-Jan-2010   U         9        17.10
    17  ALP.gg18   20.00  14-Jan-2010     20-Jun-2010   O       158       156.74
    17  ALP.gg18   20.00  21-Jun-2010     22-Nov-2010   U       155         5.40
    17  ALP.gg18   20.00  23-Nov-2010     26-Nov-2010   O         4        67.44
    17  ALP.gg18   20.00  27-Nov-2010     29-Nov-2010   U         3        14.36
    17  ALP.gg18   20.00  30-Nov-2010     01-Dec-2010   O         2        25.97
    17  ALP.gg18   20.00  02-Dec-2010     06-Dec-2010   U         5        10.89
    17  ALP.gg18   20.00  07-Dec-2010     09-Dec-2010   O         3        27.54
    17  ALP.gg18   20.00  10-Dec-2010     18-Dec-2010   U         9        10.01
    17  ALP.gg18   20.00  19-Dec-2010     26-Jun-2011   O       190       124.07
    17  ALP.gg18   20.00  27-Jun-2011     05-Oct-2011   U       101         5.85
    17  ALP.gg18   20.00  06-Oct-2011     09-Oct-2011   O         4        39.13
    17  ALP.gg18   20.00  10-Oct-2011     14-Nov-2011   U        36         7.12
    17  ALP.gg18   20.00  16-Nov-2011     21-Nov-2011   U         6        10.68
    17  ALP.gg18   20.00  22-Nov-2011     23-Nov-2011   O         2        51.00
    17  ALP.gg18   20.00  24-Nov-2011     21-Jan-2012   U        59         5.33
    17  ALP.gg18   20.00  22-Jan-2012     01-Feb-2012   O        11        60.94
    17  ALP.gg18   20.00  02-Feb-2012     14-Feb-2012   U        13        13.63
    17  ALP.gg18   20.00  15-Feb-2012     20-Feb-2012   O         6        28.52
    17  ALP.gg18   20.00  21-Feb-2012     17-Mar-2012   U        26        14.32
    17  ALP.gg18   20.00  18-Mar-2012     27-May-2012   O        71        77.22
    17  ALP.gg18   20.00  28-May-2012     30-Nov-2012   U       187         5.40
    17  ALP.gg18   20.00  01-Dec-2012     21-Apr-2013   O       142        77.09
    17  ALP.gg18   20.00  22-Apr-2013     03-Feb-2014   U       288         4.25
    17  ALP.gg18   20.00  05-Feb-2014     06-Feb-2014   U         2         9.25
    17  ALP.gg18   20.00  07-Feb-2014     08-Feb-2014   O         2        27.47
    17  ALP.gg18   20.00  09-Feb-2014     27-Feb-2014   U        19         6.89
    17  ALP.gg18   20.00  28-Feb-2014     08-Mar-2014   O         9       129.74
    17  ALP.gg18   20.00  09-Mar-2014     31-Mar-2014   U        23        11.28
    17  ALP.gg18   20.00  01-Apr-2014     12-Apr-2014   O        12        48.50
    17  ALP.gg18   20.00  13-Apr-2014     03-Nov-2014   U       205         4.64
    17  ALP.gg18   20.00  04-Nov-2014     06-Nov-2014   O         3        56.06
    17  ALP.gg18   20.00  07-Nov-2014     02-Dec-2014   U        26         6.18
    17  ALP.gg18   20.00  03-Dec-2014     10-Dec-2014   O         8        54.27
    17  ALP.gg18   20.00  11-Dec-2014     12-Dec-2014   U         2        16.83
    17  ALP.gg18   20.00  13-Dec-2014     02-May-2015   O       141        60.17
    17  ALP.gg18   20.00  03-May-2015     01-Oct-2015   U       152         5.24
     1  BL.gg16   20.00  02-Oct-1991     12-Sep-2015   U      8747         3.08
     1  BL.gg16   20.00  14-Sep-2015     01-Oct-2015   U        18         1.03
    16  CA.gg15   20.00  02-Oct-1991     28-Dec-1991   U        88         2.25
    16  CA.gg15   20.00  29-Dec-1991     02-Jan-1992   O         5        30.39
    16  CA.gg15   20.00  03-Jan-1992     06-Jan-1992   U         4        15.31
    16  CA.gg15   20.00  07-Jan-1992     11-Jan-1992   O         5        24.38
    16  CA.gg15   20.00  12-Jan-1992     10-Feb-1992   U        30         5.50
    16  CA.gg15   20.00  11-Feb-1992     23-Feb-1992   O        13        44.71
    16  CA.gg15   20.00  24-Feb-1992     29-Dec-1992   U       310         2.15
    16  CA.gg15   20.00  30-Dec-1992     06-Jan-1993   O         8        36.16
    16  CA.gg15   20.00  08-Jan-1993     25-Jan-1993   O        18        42.21
    16  CA.gg15   20.00  26-Jan-1993     19-Feb-1993   U        25        10.08
    16  CA.gg15   20.00  20-Feb-1993     28-Feb-1993   O         9        40.78
    16  CA.gg15   20.00  01-Mar-1993     18-Feb-1994   U       355         3.04
    16  CA.gg15   20.00  19-Feb-1994     22-Feb-1994   O         4        27.01
    16  CA.gg15   20.00  23-Feb-1994     05-Jan-1995   U       317         2.55
    16  CA.gg15   20.00  06-Jan-1995     22-Jan-1995   O        17        45.69
    16  CA.gg15   20.00  23-Jan-1995     24-Jan-1995   U         2        18.39
    16  CA.gg15   20.00  25-Jan-1995     27-Jan-1995   O         3        38.20
    16  CA.gg15   20.00  28-Jan-1995     10-Mar-1995   U        42         6.44
    16  CA.gg15   20.00  11-Mar-1995     19-Mar-1995   O         9        46.99
    16  CA.gg15   20.00  20-Mar-1995     23-Mar-1995   U         4        15.95
    16  CA.gg15   20.00  24-Mar-1995     29-Mar-1995   O         6        33.69
    16  CA.gg15   20.00  30-Mar-1995     13-Dec-1995   U       259         2.15
    16  CA.gg15   20.00  14-Dec-1995     19-Dec-1995   O         6        33.17
    16  CA.gg15   20.00  20-Dec-1995     20-Feb-1996   U        63         8.83
    16  CA.gg15   20.00  21-Feb-1996     27-Feb-1996   O         7        36.29
    16  CA.gg15   20.00  29-Feb-1996     02-Mar-1996   O         3        20.80
    16  CA.gg15   20.00  03-Mar-1996     16-May-1996   U        75         4.88
    16  CA.gg15   20.00  17-May-1996     18-May-1996   O         2        24.47
    16  CA.gg15   20.00  19-May-1996     17-Nov-1996   U       183         1.16
    16  CA.gg15   20.00  19-Nov-1996     10-Dec-1996   U        22         9.82
    16  CA.gg15   20.00  11-Dec-1996     16-Dec-1996   O         6        42.34
    16  CA.gg15   20.00  17-Dec-1996     22-Dec-1996   U         6        11.17
    16  CA.gg15   20.00  23-Dec-1996     28-Dec-1996   O         6        24.62
    16  CA.gg15   20.00  29-Dec-1996     03-Jan-1997   U         6        17.58
    16  CA.gg15   20.00  04-Jan-1997     05-Jan-1997   O         2        28.85
    16  CA.gg15   20.00  06-Jan-1997     25-Jan-1997   U        20        12.63
    16  CA.gg15   20.00  26-Jan-1997     01-Feb-1997   O         7        34.86
    16  CA.gg15   20.00  02-Feb-1997     26-Nov-1997   U       298         1.32
    16  CA.gg15   20.00  27-Nov-1997     28-Nov-1997   O         2        37.19
    16  CA.gg15   20.00  29-Nov-1997     05-Dec-1997   U         7        18.66
    16  CA.gg15   20.00  06-Dec-1997     12-Dec-1997   O         7        33.21
    16  CA.gg15   20.00  13-Dec-1997     19-Jan-1998   U        38         9.80
    16  CA.gg15   20.00  20-Jan-1998     21-Jan-1998   O         2        40.99
    16  CA.gg15   20.00  22-Jan-1998     02-Feb-1998   U        12        13.26
    16  CA.gg15   20.00  03-Feb-1998     28-Feb-1998   O        26        46.02
    16  CA.gg15   20.00  01-Mar-1998     29-Mar-1998   U        29        10.66
    16  CA.gg15   20.00  31-Mar-1998     01-Apr-1998   U         2        17.26
    16  CA.gg15   20.00  02-Apr-1998     06-Apr-1998   O         5        27.91
    16  CA.gg15   20.00  08-Apr-1998     10-Apr-1998   O         3        23.23
    16  CA.gg15   20.00  11-Apr-1998     15-Apr-1998   U         5        18.72
    16  CA.gg15   20.00  17-Apr-1998     10-Feb-1999   U       300         3.91
    16  CA.gg15   20.00  11-Feb-1999     12-Feb-1999   O         2        23.54
    16  CA.gg15   20.00  13-Feb-1999     24-Jan-2000   U       346         2.65
    16  CA.gg15   20.00  25-Jan-2000     29-Jan-2000   O         5        39.65
    16  CA.gg15   20.00  30-Jan-2000     14-Feb-2000   U        16        10.87
    16  CA.gg15   20.00  15-Feb-2000     16-Feb-2000   O         2        34.82
    16  CA.gg15   20.00  18-Feb-2000     19-Feb-2000   O         2        20.58
    16  CA.gg15   20.00  20-Feb-2000     21-Feb-2000   U         2        17.40
    16  CA.gg15   20.00  22-Feb-2000     25-Feb-2000   O         4        25.73
    16  CA.gg15   20.00  26-Feb-2000     27-Feb-2000   U         2        15.82
    16  CA.gg15   20.00  28-Feb-2000     01-Mar-2000   O         3        28.70
    16  CA.gg15   20.00  02-Mar-2000     05-Mar-2000   U         4        12.95
    16  CA.gg15   20.00  06-Mar-2000     07-Mar-2000   O         2        24.34
    16  CA.gg15   20.00  08-Mar-2000     11-Jan-2001   U       310         2.43
    16  CA.gg15   20.00  12-Jan-2001     15-Jan-2001   O         4        40.63
    16  CA.gg15   20.00  16-Jan-2001     27-Jan-2001   U        12        10.94
    16  CA.gg15   20.00  29-Jan-2001     13-Feb-2001   U        16         9.37
    16  CA.gg15   20.00  15-Feb-2001     22-Feb-2001   U         8        12.42
    16  CA.gg15   20.00  24-Feb-2001     05-Mar-2001   U        10        16.31
    16  CA.gg15   20.00  06-Mar-2001     10-Mar-2001   O         5        32.28
    16  CA.gg15   20.00  11-Mar-2001     24-Nov-2001   U       259         1.80
    16  CA.gg15   20.00  26-Nov-2001     02-Dec-2001   U         7        13.28
    16  CA.gg15   20.00  03-Dec-2001     06-Dec-2001   O         4        25.14
    16  CA.gg15   20.00  07-Dec-2001     22-Dec-2001   U        16        11.14
    16  CA.gg15   20.00  24-Dec-2001     08-Nov-2002   U       320         1.93
    16  CA.gg15   20.00  09-Nov-2002     12-Nov-2002   O         4        45.05
    16  CA.gg15   20.00  13-Nov-2002     15-Dec-2002   U        33         5.36
    16  CA.gg15   20.00  16-Dec-2002     25-Dec-2002   O        10        44.65
    16  CA.gg15   20.00  26-Dec-2002     30-Dec-2002   U         5        11.89
    16  CA.gg15   20.00  31-Dec-2002     03-Jan-2003   O         4        36.62
    16  CA.gg15   20.00  04-Jan-2003     29-Dec-2003   U       360         3.03
    16  CA.gg15   20.00  30-Dec-2003     10-Jan-2004   O        12        45.34
    16  CA.gg15   20.00  11-Jan-2004     18-Feb-2004   U        39         6.33
    16  CA.gg15   20.00  19-Feb-2004     21-Feb-2004   O         3        28.39
    16  CA.gg15   20.00  22-Feb-2004     26-Feb-2004   U         5        12.29
    16  CA.gg15   20.00  27-Feb-2004     01-Mar-2004   O         4        31.03
    16  CA.gg15   20.00  02-Mar-2004     20-Oct-2004   U       233         1.23
    16  CA.gg15   20.00  22-Oct-2004     28-Dec-2004   U        68         5.06
    16  CA.gg15   20.00  29-Dec-2004     17-Jan-2005   O        20        36.34
    16  CA.gg15   20.00  18-Jan-2005     21-Feb-2005   U        35         8.56
    16  CA.gg15   20.00  22-Feb-2005     24-Feb-2005   O         3        20.80
    16  CA.gg15   20.00  25-Feb-2005     23-Mar-2005   U        27         8.29
    16  CA.gg15   20.00  24-Mar-2005     25-Mar-2005   O         2        38.76
    16  CA.gg15   20.00  26-Mar-2005     02-Dec-2005   U       252         1.88
    16  CA.gg15   20.00  04-Dec-2005     19-Dec-2005   U        16         7.08
    16  CA.gg15   20.00  21-Dec-2005     31-Dec-2005   U        11        13.12
    16  CA.gg15   20.00  01-Jan-2006     07-Jan-2006   O         7        34.64
    16  CA.gg15   20.00  08-Jan-2006     28-Feb-2006   U        52         5.83
    16  CA.gg15   20.00  02-Mar-2006     03-Mar-2006   U         2        19.62
    16  CA.gg15   20.00  05-Mar-2006     14-Mar-2006   U        10        16.54
    16  CA.gg15   20.00  15-Mar-2006     16-Mar-2006   O         2        23.04
    16  CA.gg15   20.00  17-Mar-2006     04-Apr-2006   U        19        11.48
    16  CA.gg15   20.00  05-Apr-2006     09-Apr-2006   O         5        28.82
    16  CA.gg15   20.00  10-Apr-2006     10-Dec-2006   U       245         1.97
    16  CA.gg15   20.00  12-Dec-2006     05-Jan-2008   U       390         2.46
    16  CA.gg15   20.00  06-Jan-2008     10-Jan-2008   O         5        50.47
    16  CA.gg15   20.00  11-Jan-2008     27-Jan-2008   U        17        11.00
    16  CA.gg15   20.00  28-Jan-2008     03-Feb-2008   O         7        38.00
    16  CA.gg15   20.00  04-Feb-2008     24-Feb-2008   U        21         8.22
    16  CA.gg15   20.00  25-Feb-2008     26-Feb-2008   O         2        41.77
    16  CA.gg15   20.00  27-Feb-2008     16-Feb-2009   U       356         2.29
    16  CA.gg15   20.00  17-Feb-2009     20-Feb-2009   O         4        48.60
    16  CA.gg15   20.00  21-Feb-2009     04-Mar-2009   U        12        13.01
    16  CA.gg15   20.00  05-Mar-2009     06-Mar-2009   O         2        42.20
    16  CA.gg15   20.00  07-Mar-2009     14-Oct-2009   U       222         1.46
    16  CA.gg15   20.00  15-Oct-2009     16-Oct-2009   O         2        57.59
    16  CA.gg15   20.00  17-Oct-2009     13-Dec-2009   U        58         3.42
    16  CA.gg15   20.00  15-Dec-2009     18-Jan-2010   U        35         4.41
    16  CA.gg15   20.00  19-Jan-2010     27-Jan-2010   O         9        39.78
    16  CA.gg15   20.00  28-Jan-2010     12-Apr-2010   U        75         8.49
    16  CA.gg15   20.00  14-Apr-2010     22-Nov-2010   U       223         1.48
    16  CA.gg15   20.00  24-Nov-2010     19-Dec-2010   U        26         5.51
    16  CA.gg15   20.00  20-Dec-2010     21-Dec-2010   O         2        23.43
    16  CA.gg15   20.00  24-Dec-2010     29-Dec-2010   U         6        13.44
    16  CA.gg15   20.00  30-Dec-2010     31-Dec-2010   O         2        23.95
    16  CA.gg15   20.00  01-Jan-2011     02-Jan-2011   U         2        15.20
    16  CA.gg15   20.00  03-Jan-2011     04-Jan-2011   O         2        27.44
    16  CA.gg15   20.00  05-Jan-2011     18-Feb-2011   U        45         4.72
    16  CA.gg15   20.00  19-Feb-2011     23-Feb-2011   O         5        34.48
    16  CA.gg15   20.00  24-Feb-2011     25-Feb-2011   U         2        13.31
    16  CA.gg15   20.00  26-Feb-2011     28-Feb-2011   O         3        23.63
    16  CA.gg15   20.00  01-Mar-2011     20-Mar-2011   U        20         6.47
    16  CA.gg15   20.00  21-Mar-2011     28-Mar-2011   O         8        31.80
    16  CA.gg15   20.00  29-Mar-2011     21-Jan-2012   U       299         1.99
    16  CA.gg15   20.00  25-Jan-2012     18-Mar-2012   U        54         4.02
    16  CA.gg15   20.00  20-Mar-2012     26-Mar-2012   U         7        10.99
    16  CA.gg15   20.00  27-Mar-2012     29-Mar-2012   O         3        25.88
    16  CA.gg15   20.00  30-Mar-2012     30-Nov-2012   U       246         1.63
    16  CA.gg15   20.00  01-Dec-2012     09-Dec-2012   O         9        39.16
    16  CA.gg15   20.00  10-Dec-2012     27-Feb-2014   U       445         1.77
    16  CA.gg15   20.00  28-Feb-2014     05-Mar-2014   O         6        40.16
    16  CA.gg15   20.00  06-Mar-2014     12-Dec-2014   U       282         1.79
    16  CA.gg15   20.00  13-Dec-2014     20-Dec-2014   O         8        42.34
    16  CA.gg15   20.00  21-Dec-2014     09-Feb-2015   U        51         3.94
    16  CA.gg15   20.00  11-Feb-2015     01-Oct-2015   U       233         1.34
    14  CL.gg13   20.00  02-Oct-1991     28-Dec-1991   U        88         1.66
    14  CL.gg13   20.00  29-Dec-1991     31-Dec-1991   O         3        44.04
    14  CL.gg13   20.00  01-Jan-1992     06-Jan-1992   U         6        11.73
    14  CL.gg13   20.00  07-Jan-1992     09-Jan-1992   O         3        26.87
    14  CL.gg13   20.00  10-Jan-1992     10-Feb-1992   U        32         6.79
    14  CL.gg13   20.00  11-Feb-1992     07-Apr-1992   O        57        49.61
    14  CL.gg13   20.00  08-Apr-1992     07-Dec-1992   U       244         2.16
    14  CL.gg13   20.00  09-Dec-1992     29-Dec-1992   U        21         5.19
    14  CL.gg13   20.00  30-Dec-1992     05-Jan-1993   O         7        31.51
    14  CL.gg13   20.00  06-Jan-1993     07-Jan-1993   U         2        12.67
    14  CL.gg13   20.00  08-Jan-1993     25-Apr-1993   O       108        65.18
    14  CL.gg13   20.00  26-Apr-1993     08-Feb-1994   U       289         2.94
    14  CL.gg13   20.00  09-Feb-1994     11-Feb-1994   O         3        26.86
    14  CL.gg13   20.00  12-Feb-1994     17-Feb-1994   U         6         9.10
    14  CL.gg13   20.00  18-Feb-1994     23-Feb-1994   O         6        31.66
    14  CL.gg13   20.00  24-Feb-1994     05-Jan-1995   U       316         3.39
    14  CL.gg13   20.00  06-Jan-1995     25-May-1995   O       140        57.51
    14  CL.gg13   20.00  26-May-1995     13-Dec-1995   U       202         2.55
    14  CL.gg13   20.00  14-Dec-1995     17-Dec-1995   O         4        37.07
    14  CL.gg13   20.00  18-Dec-1995     17-Jan-1996   U        31         3.91
    14  CL.gg13   20.00  19-Jan-1996     31-Jan-1996   U        13        11.57
    14  CL.gg13   20.00  01-Feb-1996     02-Feb-1996   O         2        29.49
    14  CL.gg13   20.00  04-Feb-1996     08-Feb-1996   O         5        25.81
