Gage, Time Start, Time Stop, Cutoff min (cfs), Cutoff max (cfs), Average Simulated (cfs), Standard Deviation Simulated (cfs), Average Measured (cfs), Standard Deviation Measured (cfs), count, r2
NC,01-Oct-2001,30-Sep-2002,   0,10000, 52.48, 72.86, 39.15, 66.31,   365,0.5231
NC,01-Oct-2001,30-Sep-2002,   0,  20, 15.98, 67.01,  1.80,  4.67,   199,-0.0106
NC,01-Oct-2001,30-Sep-2002,  20, 200, 90.78, 50.97, 63.08, 30.51,   151,0.5530
NC,01-Oct-2001,30-Sep-2002, 200, 500,152.72, 39.50,278.50, 73.77,    14,0.2644
NC,01-Oct-2002,30-Sep-2003,   0,10000,141.29,236.44, 76.52,134.11,   365,0.6664
NC,01-Oct-2002,30-Sep-2003,   0,  20, 15.11, 66.33,  1.58,  3.52,   171,-0.0327
NC,01-Oct-2002,30-Sep-2003,  20, 200,177.05,157.62, 88.00, 41.74,   160,0.5937
NC,01-Oct-2002,30-Sep-2003, 200, 500,599.97,453.42,292.56, 84.14,    25,0.2743
NC,01-Oct-2003,30-Sep-2004,   0,10000,137.03,307.17, 48.51,156.25,   366,0.5561
NC,01-Oct-2003,30-Sep-2004,   0,  20, 10.20, 21.18,  1.78,  4.13,   249,0.3896
NC,01-Oct-2003,30-Sep-2004,  20, 200,252.91,232.59, 70.75, 45.79,    97,0.6774
NC,01-Oct-2003,30-Sep-2004, 200, 500,1234.16,437.97,304.94, 91.25,    16,-0.3197
NC,01-Oct-2004,30-Sep-2005,   0,10000,206.67,344.99,164.66,306.54,   365,0.6241
NC,01-Oct-2004,30-Sep-2005,   0,  20, 22.40, 50.30,  2.37,  4.56,   176,-0.1890
NC,01-Oct-2004,30-Sep-2005,  20, 200,148.82,121.60, 98.98, 56.05,   100,0.8572
NC,01-Oct-2004,30-Sep-2005, 200, 500,466.88,319.28,310.59, 81.45,    59,0.3666
NC,01-Oct-2005,30-Sep-2006,   0,10000,162.51,252.18,164.68,344.55,   365,0.6729
NC,01-Oct-2005,30-Sep-2006,   0,  20, 23.82, 86.75,  1.85,  4.14,   163,0.2389
NC,01-Oct-2005,30-Sep-2006,  20, 200,137.01,115.35, 79.13, 44.93,   124,0.3587
NC,01-Oct-2005,30-Sep-2006, 200, 500,431.45,100.28,377.49,101.96,    41,0.0647
NC,01-Oct-2006,30-Sep-2007,   0,10000, 32.82, 58.22, 10.28, 23.22,   365,0.5499
NC,01-Oct-2006,30-Sep-2007,   0,  20, 23.36, 49.13,  3.58,  5.92,   317,0.2468
NC,01-Oct-2006,30-Sep-2007,  20, 200, 89.65, 67.76, 48.92, 34.17,    51,0.6220
NC,01-Oct-2007,30-Sep-2008,   0,10000,137.29,378.64, 60.55,178.13,   366,0.7454
NC,01-Oct-2007,30-Sep-2008,   0,  20, 10.78, 21.94,  2.14,  4.59,   263,0.8074
NC,01-Oct-2007,30-Sep-2008,  20, 200,200.35,165.42, 79.55, 50.01,    74,0.6738
NC,01-Oct-2007,30-Sep-2008, 200, 500,938.30,582.38,327.86, 92.97,    21,0.6251
NC,01-Oct-2008,30-Sep-2009,   0,10000, 66.13,172.03, 57.44,185.00,   365,0.6651
NC,01-Oct-2008,30-Sep-2009,   0,  20, 16.32, 31.73,  1.95,  5.05,   264,-0.0920
NC,01-Oct-2008,30-Sep-2009,  20, 200, 98.64, 57.65, 70.16, 45.22,    73,0.8971
NC,01-Oct-2008,30-Sep-2009, 200, 500,305.50,271.02,311.00, 89.14,    20,0.2509
NC,01-Oct-2009,30-Sep-2010,   0,10000,120.66,195.40,146.20,223.96,   365,0.8443
NC,01-Oct-2009,30-Sep-2010,   0,  20,  1.14,  3.41,  9.58,  7.25,   125,0.4004
NC,01-Oct-2009,30-Sep-2010,  20, 200, 59.58, 57.67, 75.71, 50.51,   150,0.8985
NC,01-Oct-2009,30-Sep-2010, 200, 500,310.47,185.49,316.45, 81.80,    74,0.2223
NC,01-Oct-2010,30-Sep-2011,   0,10000,110.38,223.94,159.88,322.88,   365,0.7498
NC,01-Oct-2010,30-Sep-2011,   0,  20,  6.17, 23.39, 10.02,  4.35,   131,0.4262
NC,01-Oct-2010,30-Sep-2011,  20, 200, 65.18, 51.44, 82.24, 48.48,   158,0.8244
NC,01-Oct-2010,30-Sep-2011, 200, 500,262.66,218.37,308.12, 77.66,    51,0.4112
NC,01-Oct-2011,30-Sep-2012,   0,10000, 53.83, 78.74, 35.45, 38.24,   247,0.6727
NC,01-Oct-2011,30-Sep-2012,   0,  20, 14.05, 16.47, 14.95,  2.62,   145,0.5127
NC,01-Oct-2011,30-Sep-2012,  20, 200,106.41, 95.97, 59.42, 39.97,   105,0.5308
RR,01-Oct-1992,30-Sep-1993,   0,10000,172.72,434.25,150.59,351.97,   365,0.7729
RR,01-Oct-1992,30-Sep-1993,   0,  20, 11.60, 27.17,  5.35,  3.67,   184,0.0168
RR,01-Oct-1992,30-Sep-1993,  20, 200,123.36,122.26, 81.34, 56.83,   112,0.8114
RR,01-Oct-1992,30-Sep-1993, 200, 500,379.05,149.50,297.11, 76.73,    45,0.0701
RR,01-Oct-1993,30-Sep-1994,   0,10000, 35.64, 49.12, 16.29, 35.50,   365,0.6642
RR,01-Oct-1993,30-Sep-1994,   0,  20, 22.66, 29.84,  6.67,  4.85,   309,0.7220
RR,01-Oct-1993,30-Sep-1994,  20, 200,102.64, 65.59, 57.13, 41.77,    53,0.5548
RR,01-Oct-1993,30-Sep-1994, 200, 500,188.38,100.61,286.33,111.54,     3,0.1330
RR,01-Oct-1994,30-Sep-1995,   0,10000,198.91,432.71,214.04,601.69,   365,0.5517
RR,01-Oct-1994,30-Sep-1995,   0,  20, 12.56, 12.39,  6.42,  3.97,   170,-0.3577
RR,01-Oct-1994,30-Sep-1995,  20, 200,147.51, 87.75,107.08, 46.15,   125,0.8070
RR,01-Oct-1994,30-Sep-1995, 200, 500,409.98,129.71,317.97, 95.07,    34,0.8600
RR,01-Oct-1995,30-Sep-1996,   0,10000, 96.08,199.33,103.59,198.52,   366,0.7661
RR,01-Oct-1995,30-Sep-1996,   0,  20,  4.27,  5.09, 10.33,  3.23,   190,0.7049
RR,01-Oct-1995,30-Sep-1996,  20, 200,106.40, 88.21, 82.90, 51.21,   124,0.4713
RR,01-Oct-1995,30-Sep-1996, 200, 500,279.84,119.03,327.22, 96.35,    36,0.7154
RR,01-Oct-1996,30-Sep-1997,   0,10000,104.68,230.58,137.22,322.35,   365,0.7094
RR,01-Oct-1996,30-Sep-1997,   0,  20,  8.84, 28.14, 10.21,  4.22,   199,0.3020
RR,01-Oct-1996,30-Sep-1997,  20, 200,102.50,124.32, 72.47, 48.23,   113,0.7371
RR,01-Oct-1996,30-Sep-1997, 200, 500,310.92,136.70,328.34, 81.09,    29,0.1504
RR,01-Oct-1997,30-Sep-1998,   0,10000,288.82,653.32,345.73,780.15,   365,0.7383
RR,01-Oct-1997,30-Sep-1998,   0,  20, 14.65, 26.87,  8.56,  6.44,    76,-0.0697
RR,01-Oct-1997,30-Sep-1998,  20, 200, 79.45, 96.76, 77.64, 54.11,   156,0.5452
RR,01-Oct-1997,30-Sep-1998, 200, 500,316.47, 97.04,347.75, 84.03,    75,0.5679
RR,01-Oct-1998,30-Sep-1999,   0,10000, 56.67, 70.18, 75.48,104.65,   365,0.6697
RR,01-Oct-1998,30-Sep-1999,   0,  20,  4.11,  1.15, 10.17,  4.56,   105,0.9313
RR,01-Oct-1998,30-Sep-1999,  20, 200, 60.51, 57.00, 71.00, 47.41,   239,0.7861
RR,01-Oct-1998,30-Sep-1999, 200, 500,206.92, 68.86,285.89, 83.74,    27,-0.2848
RR,01-Oct-1999,30-Sep-2000,   0,10000, 86.89,156.54,105.72,228.20,   366,0.5956
RR,01-Oct-1999,30-Sep-2000,   0,  20,  6.74,  4.43, 10.11,  2.80,   204,0.1807
RR,01-Oct-1999,30-Sep-2000,  20, 200,108.04, 97.38, 81.34, 49.73,   115,0.7159
RR,01-Oct-1999,30-Sep-2000, 200, 500,358.20,189.58,348.63, 92.11,    24,0.5219
RR,01-Oct-2000,30-Sep-2001,   0,10000, 90.91,174.87, 65.17,142.03,   365,0.7197
RR,01-Oct-2000,30-Sep-2001,   0,  20, 10.89, 13.99, 10.98,  4.27,   201,0.5445
RR,01-Oct-2000,30-Sep-2001,  20, 200,135.15,108.94, 73.84, 41.14,   142,0.6635
RR,01-Oct-2000,30-Sep-2001, 200, 500,345.46,156.53,289.05, 73.55,    21,0.4607
RR,01-Oct-2001,30-Sep-2002,   0,10000, 49.40, 61.38, 44.00, 64.55,   365,0.5815
RR,01-Oct-2001,30-Sep-2002,   0,  20,  9.16, 23.51,  7.40,  4.21,   176,0.2942
RR,01-Oct-2001,30-Sep-2002,  20, 200, 82.62, 61.03, 60.12, 28.36,   177,0.6215
RR,01-Oct-2001,30-Sep-2002, 200, 500,141.76, 56.26,299.67, 74.73,    12,-0.4102
RR,01-Oct-2002,30-Sep-2003,   0,10000,118.63,200.79, 83.65,125.60,   365,0.6801
RR,01-Oct-2002,30-Sep-2003,   0,  20,  6.53,  4.85, 10.66,  5.04,   136,0.6020
RR,01-Oct-2002,30-Sep-2003,  20, 200,123.09, 91.72, 79.53, 44.90,   202,0.8439
RR,01-Oct-2002,30-Sep-2003, 200, 500,542.53,424.96,313.16, 91.61,    25,0.3586
RR,01-Oct-2003,30-Sep-2004,   0,10000, 98.79,210.46, 52.43,137.17,   366,0.5470
RR,01-Oct-2003,30-Sep-2004,   0,  20,  9.97, 14.21,  7.38,  3.34,   210,0.5274
RR,01-Oct-2003,30-Sep-2004,  20, 200,146.95,146.85, 60.22, 40.13,   138,0.7657
RR,01-Oct-2003,30-Sep-2004, 200, 500,771.41,471.05,305.14, 87.21,    14,-0.0351
RR,01-Oct-2004,30-Sep-2005,   0,10000,156.76,247.72,158.04,271.05,   365,0.6966
RR,01-Oct-2004,30-Sep-2005,   0,  20, 18.76, 37.87, 12.96,  4.58,   146,0.0508
RR,01-Oct-2004,30-Sep-2005,  20, 200,116.02,107.27, 87.77, 57.46,   140,0.8927
RR,01-Oct-2004,30-Sep-2005, 200, 500,343.23, 99.58,313.07, 86.91,    56,0.3669
RR,01-Oct-2005,30-Sep-2006,   0,10000,130.77,202.71,152.14,291.80,   365,0.7215
RR,01-Oct-2005,30-Sep-2006,   0,  20, 13.69, 34.56, 11.22,  2.62,   154,0.3600
RR,01-Oct-2005,30-Sep-2006,  20, 200,108.06, 78.74, 82.78, 45.21,   138,0.5260
RR,01-Oct-2005,30-Sep-2006, 200, 500,374.48,133.63,363.68, 75.94,    53,0.2497
RR,01-Oct-2006,30-Sep-2007,   0,10000, 27.17, 35.98, 16.89, 27.13,   365,0.6441
RR,01-Oct-2006,30-Sep-2007,   0,  20, 16.93, 21.35,  8.58,  5.73,   292,0.5743
RR,01-Oct-2006,30-Sep-2007,  20, 200, 60.33, 47.53, 40.67, 29.47,    83,0.5514
RR,01-Oct-2007,30-Sep-2008,   0,10000, 90.58,245.42, 67.61,176.22,   366,0.6868
RR,01-Oct-2007,30-Sep-2008,   0,  20,  8.80,  7.06,  6.25,  4.76,   234,0.3152
RR,01-Oct-2007,30-Sep-2008,  20, 200,129.01, 74.51, 75.79, 44.33,   107,0.9539
RR,01-Oct-2007,30-Sep-2008, 200, 500,490.00,353.30,331.78, 96.51,    18,0.3950
RR,01-Oct-2008,30-Sep-2009,   0,10000, 63.64,146.09, 63.44,173.60,   365,0.6488
RR,01-Oct-2008,30-Sep-2009,   0,  20, 14.50, 20.50,  8.24,  3.68,   225,0.2494
RR,01-Oct-2008,30-Sep-2009,  20, 200, 79.45, 56.46, 62.20, 43.06,   115,0.8999
RR,01-Oct-2008,30-Sep-2009, 200, 500,286.64,217.94,299.79, 93.34,    19,0.1581
RR,01-Oct-2009,30-Sep-2010,   0,10000,113.87,167.13,144.40,208.76,   365,0.8261
RR,01-Oct-2009,30-Sep-2010,   0,  20,  4.74,  0.61, 11.97,  3.03,    73,0.7534
RR,01-Oct-2009,30-Sep-2010,  20, 200, 52.77, 56.16, 69.54, 49.74,   200,0.9555
RR,01-Oct-2009,30-Sep-2010, 200, 500,295.47,158.88,320.23, 81.15,    75,0.3383
RR,01-Oct-2010,30-Sep-2011,   0,10000,105.74,193.74,150.47,272.39,   365,0.7693
RR,01-Oct-2010,30-Sep-2011,   0,  20,  7.43,  7.82, 14.70,  1.94,   108,0.5432
RR,01-Oct-2010,30-Sep-2011,  20, 200, 62.41, 45.84, 73.13, 46.06,   187,0.8754
RR,01-Oct-2010,30-Sep-2011, 200, 500,255.89,198.17,306.60, 83.08,    52,0.5540
RR,01-Oct-2011,30-Sep-2012,   0,10000, 34.29, 51.98, 28.50, 31.27,   366,0.8236
RR,01-Oct-2011,30-Sep-2012,   0,  20, 10.17, 10.88, 12.47,  5.75,   229,0.4077
RR,01-Oct-2011,30-Sep-2012,  20, 200, 68.65, 66.16, 52.03, 37.23,   151,0.7444
RR,01-Oct-2012,30-Sep-2013,   0,10000, 49.56, 84.43, 44.17,102.76,   365,0.7158
RR,01-Oct-2012,30-Sep-2013,   0,  20,  4.63,  3.36,  5.23,  3.37,   216,0.8328
RR,01-Oct-2012,30-Sep-2013,  20, 200, 96.38, 75.62, 62.73, 42.02,   134,0.6926
RR,01-Oct-2012,30-Sep-2013, 200, 500,223.59,106.34,302.23, 83.93,    13,-0.3630
RR,01-Oct-2013,30-Sep-2014,   0,10000, 18.05, 59.48,  8.85, 22.48,   365,0.9242
RR,01-Oct-2013,30-Sep-2014,   0,  20,  7.52, 14.73,  4.38,  4.65,   331,0.4354
RR,01-Oct-2013,30-Sep-2014,  20, 200, 94.09,119.34, 39.87, 26.17,    32,0.9645
RR,01-Oct-2014,30-Sep-2015,   0,10000, 48.83,120.48, 32.27, 85.89,   365,0.3544
RR,01-Oct-2014,30-Sep-2015,   0,  20, 18.94,107.78,  5.97,  5.41,   227,0.0168
RR,01-Oct-2014,30-Sep-2015,  20, 200, 75.24, 55.78, 46.21, 34.67,   127,0.7654
RR,01-Oct-2014,30-Sep-2015, 200, 500,418.48,302.96,297.22, 83.61,     9,-0.2452
SH,01-Oct-1992,30-Sep-1993,   0,10000, 30.04, 72.04, 18.92, 29.09,   257,0.8640
SH,01-Oct-1992,30-Sep-1993,   0,  20, 10.11, 22.80,  6.41,  2.90,   185,-0.0250
SH,01-Oct-1992,30-Sep-1993,  20, 200, 74.52,106.28, 48.03, 32.85,    72,0.8963
SH,01-Oct-1993,30-Sep-1994,   0,10000, 27.87, 33.16, 11.14, 14.64,   353,0.5650
SH,01-Oct-1993,30-Sep-1994,   0,  20, 21.34, 27.86,  7.09,  3.79,   312,0.6983
SH,01-Oct-1993,30-Sep-1994,  20, 200, 77.40, 27.29, 40.93, 25.76,    43,0.0916
SH,01-Oct-1994,30-Sep-1995,   0,10000, 62.88, 89.72, 54.62, 84.70,   280,0.9623
SH,01-Oct-1994,30-Sep-1995,   0,  20, 11.09, 10.07,  6.85,  4.18,   175,-0.2643
SH,01-Oct-1994,30-Sep-1995,  20, 200,116.73, 69.98, 96.95, 50.85,    88,0.9236
SH,01-Oct-1994,30-Sep-1995, 200, 500,285.52, 88.20,294.84, 82.50,    19,0.8381
SH,01-Oct-1995,30-Sep-1996,   0,10000, 39.21, 68.28, 38.03, 61.77,   306,0.5369
SH,01-Oct-1995,30-Sep-1996,   0,  20,  4.72,  5.57, 10.83,  3.55,   193,0.6383
SH,01-Oct-1995,30-Sep-1996,  20, 200, 95.73, 84.63, 74.52, 44.55,   112,0.4456
SH,01-Oct-1996,30-Sep-1997,   0,10000, 27.40, 47.37, 25.34, 31.69,   293,0.8915
SH,01-Oct-1996,30-Sep-1997,   0,  20,  3.93, 11.51,  8.21,  3.80,   189,0.3724
SH,01-Oct-1996,30-Sep-1997,  20, 200, 67.97, 57.05, 54.80, 36.09,   109,0.8165
SH,01-Oct-1997,30-Sep-1998,   0,10000, 70.32, 87.92, 59.27, 63.80,   249,0.7828
SH,01-Oct-1997,30-Sep-1998,   0,  20, 10.95, 20.81,  9.75,  5.48,   102,-0.1560
SH,01-Oct-1997,30-Sep-1998,  20, 200, 99.24, 90.57, 79.31, 49.64,   137,0.6610
SH,01-Oct-1997,30-Sep-1998, 200, 500,215.94, 41.87,227.54, 14.64,    13,-0.4838
SH,01-Oct-1998,30-Sep-1999,   0,10000, 53.61, 66.50, 62.19, 90.55,   365,0.6564
SH,01-Oct-1998,30-Sep-1999,   0,  20,  6.26,  4.92, 11.70,  5.12,   146,0.6455
SH,01-Oct-1998,30-Sep-1999,  20, 200, 76.79, 63.42, 75.93, 51.77,   209,0.8262
SH,01-Oct-1998,30-Sep-1999, 200, 500,207.13, 65.17,290.33, 63.16,    12,-0.7569
SH,01-Oct-1999,30-Sep-2000,   0,10000, 80.89,146.92, 94.37,202.88,   366,0.5931
SH,01-Oct-1999,30-Sep-2000,   0,  20,  8.19, 10.13,  9.94,  3.24,   208,0.3195
SH,01-Oct-1999,30-Sep-2000,  20, 200,100.80, 94.78, 76.56, 43.95,   113,0.7141
SH,01-Oct-1999,30-Sep-2000, 200, 500,355.96,189.67,352.59, 91.25,    29,0.5626
SH,01-Oct-2000,30-Sep-2001,   0,10000, 87.20,167.50, 62.35,128.20,   365,0.7257
SH,01-Oct-2000,30-Sep-2001,   0,  20, 11.43, 13.00, 12.16,  3.85,   208,0.4049
SH,01-Oct-2000,30-Sep-2001,  20, 200,135.43,104.70, 75.76, 44.65,   135,0.6531
SH,01-Oct-2000,30-Sep-2001, 200, 500,331.50,137.66,273.70, 63.40,    20,0.4664
SH,01-Oct-2001,30-Sep-2002,   0,10000, 46.81, 53.73, 43.14, 56.71,   365,0.6799
SH,01-Oct-2001,30-Sep-2002,   0,  20,  8.94, 14.51,  8.89,  3.85,   174,0.2771
SH,01-Oct-2001,30-Sep-2002,  20, 200, 77.56, 52.10, 60.01, 30.97,   180,0.6714
SH,01-Oct-2001,30-Sep-2002, 200, 500,131.65, 46.68,284.92, 60.25,    12,-0.2234
SH,01-Oct-2002,30-Sep-2003,   0,10000,113.40,193.13, 75.52,111.25,   365,0.6428
SH,01-Oct-2002,30-Sep-2003,   0,  20,  7.39,  4.48, 10.98,  4.21,   130,0.6417
SH,01-Oct-2002,30-Sep-2003,  20, 200,119.21, 90.85, 77.02, 43.50,   212,0.8557
SH,01-Oct-2002,30-Sep-2003, 200, 500,563.21,448.04,312.68, 85.55,    25,0.0471
SH,01-Oct-2003,30-Sep-2004,   0,10000, 90.93,188.93, 48.35,116.90,   366,0.5971
SH,01-Oct-2003,30-Sep-2004,   0,  20, 10.64, 12.83,  8.81,  3.52,   215,0.4561
SH,01-Oct-2003,30-Sep-2004,  20, 200,137.80,128.61, 57.52, 40.60,   138,0.7651
SH,01-Oct-2003,30-Sep-2004, 200, 500,693.39,441.38,278.92, 70.08,    13,-0.1647
SH,01-Oct-2004,30-Sep-2005,   0,10000,150.34,238.96,152.03,253.15,   365,0.7103
SH,01-Oct-2004,30-Sep-2005,   0,  20, 17.21, 33.28, 13.89,  4.36,   143,-0.0134
SH,01-Oct-2004,30-Sep-2005,  20, 200,108.24,102.15, 83.64, 56.62,   147,0.9076
SH,01-Oct-2004,30-Sep-2005, 200, 500,348.78,164.97,307.56, 87.27,    55,0.4627
SH,01-Oct-2005,30-Sep-2006,   0,10000,125.09,196.30,146.31,274.85,   365,0.7285
SH,01-Oct-2005,30-Sep-2006,   0,  20, 12.25, 25.83, 11.50,  2.81,   155,0.1006
SH,01-Oct-2005,30-Sep-2006,  20, 200,102.01, 73.26, 77.70, 43.88,   139,0.5901
SH,01-Oct-2005,30-Sep-2006, 200, 500,363.30,131.34,345.29, 70.22,    48,0.2365
SH,01-Oct-2006,30-Sep-2007,   0,10000, 25.47, 31.59, 15.93, 22.73,   365,0.6646
SH,01-Oct-2006,30-Sep-2007,   0,  20, 16.72, 17.49,  9.26,  5.18,   304,0.5827
SH,01-Oct-2006,30-Sep-2007,  20, 200, 65.14, 45.64, 42.93, 31.56,    68,0.5675
SH,01-Oct-2007,30-Sep-2008,   0,10000,100.82,246.25, 78.52,181.27,   303,0.6913
SH,01-Oct-2007,30-Sep-2008,   0,  20,  9.67,  5.87,  7.53,  5.25,   163,0.0502
SH,01-Oct-2007,30-Sep-2008,  20, 200,112.22, 73.35, 68.41, 44.42,   119,0.9684
SH,01-Oct-2007,30-Sep-2008, 200, 500,427.39,341.37,316.44, 93.02,    18,0.4313
SH,01-Oct-2008,30-Sep-2009,   0,10000, 60.82,137.65, 63.54,173.10,   365,0.6628
SH,01-Oct-2008,30-Sep-2009,   0,  20, 13.32, 17.44,  8.64,  3.17,   216,0.0588
SH,01-Oct-2008,30-Sep-2009,  20, 200, 74.36, 55.02, 59.31, 40.75,   124,0.8956
SH,01-Oct-2008,30-Sep-2009, 200, 500,283.46,200.88,279.25, 72.80,    16,0.3902
SH,01-Oct-2009,30-Sep-2010,   0,10000,109.86,159.70,134.67,194.71,   365,0.8222
SH,01-Oct-2009,30-Sep-2010,   0,  20,  6.18,  1.15, 13.73,  3.47,    80,0.8196
SH,01-Oct-2009,30-Sep-2010,  20, 200, 56.31, 59.16, 68.73, 51.07,   207,0.9811
SH,01-Oct-2009,30-Sep-2010, 200, 500,293.60,162.25,307.78, 80.85,    69,0.2988
SH,01-Oct-2010,30-Sep-2011,   0,10000,101.09,183.67,140.21,255.87,   365,0.7743
SH,01-Oct-2010,30-Sep-2011,   0,  20, 10.57, 14.94, 15.54,  1.51,   112,0.4488
SH,01-Oct-2010,30-Sep-2011,  20, 200, 64.76, 47.29, 78.82, 49.89,   190,0.8771
SH,01-Oct-2010,30-Sep-2011, 200, 500,257.40,171.53,297.11, 77.44,    45,0.4982
SH,01-Oct-2011,30-Sep-2012,   0,10000, 21.40, 38.77, 21.62, 11.15,   122,0.5392
SH,01-Oct-2011,30-Sep-2012,   0,  20, 14.08, 12.87, 18.29,  0.83,   104,0.2954
SH,01-Oct-2011,30-Sep-2012,  20, 200, 50.59, 75.09, 34.46, 19.55,    26,0.4251
