Gage, Year, Month, Cutoff Low (cfs), Cutoff High (cfs), Average Simulated (cfs), Standard Deviation Simulated (cfs), Average Measured (cfs), Standard Deviation Measured (cfs), count, r2
DJ,  2001,     5,    20,   200,  69.95, 59.07, 46.84, 14.63,     31, 0.94418
DJ,  2001,     6,    20,   200,  13.60,  0.95, 22.23,  1.69,     13, 0.94097
DJ,  2001,     6,     0,    20,  11.38,  1.87, 15.22,  2.05,     18, 0.20383
DJ,  2001,     7,     0,    20,  10.87,  0.25,  8.87,  2.48,     31, -0.71279
DJ,  2001,     8,     0,    20,  10.55,  0.20,  4.32,  0.31,     31, 0.57998
DJ,  2001,     9,     0,    20,  10.60,  0.26,  4.52,  0.25,     30, 0.7858
DJ,  2002,    10,     0,    20,   3.20,  0.37,  3.16,  0.19,     31, 0.64812
DJ,  2002,    11,    20,   200,  62.58, 25.67, 45.56, 36.68,     16, -0.68338
DJ,  2002,    11,     0,    20,  33.38, 30.68, 10.80,  7.67,     14, 0.99857
DJ,  2002,    12,   200,   500, 633.95,267.48,326.71, 93.42,      7, -0.046261
DJ,  2002,    12,    20,   200, 306.03,375.17, 87.80, 80.73,      5, 0.98709
DJ,  2002,    12,     0,    20,  39.35,  9.76, 17.08,  1.38,     13, -0.32345
DJ,  2002,     1,   200,   500, 251.00, 10.51,274.40, 65.23,      5, -0.10315
DJ,  2002,     1,    20,   200, 213.81, 46.88, 85.85, 35.57,     26, 0.86437
DJ,  2002,     2,    20,   200, 117.01, 34.15, 64.75, 15.17,     28, 0.10512
DJ,  2002,     3,    20,   200, 100.70, 17.59, 78.61, 25.25,     31, 0.22659
DJ,  2002,     4,    20,   200,  51.01, 20.57, 56.37, 11.90,     30, 0.88778
DJ,  2002,     5,    20,   200,  17.74,  4.49, 33.10,  6.91,     31, 0.69233
DJ,  2002,     6,    20,   200,  17.43,  0.11, 22.20,  1.30,      5, 0.77612
DJ,  2002,     6,     0,    20,  13.80,  2.20, 15.12,  2.08,     26, 0.90911
DJ,  2002,     7,     0,    20,   9.00,  0.34,  6.50,  1.83,     31, -0.028826
DJ,  2002,     8,     0,    20,   9.07,  0.31,  3.26,  0.40,     31, -0.28552
DJ,  2002,     9,     0,    20,   7.71,  2.61,  2.87,  0.07,     30, -0.37147
DJ,  2003,    10,     0,    20,  12.51,  0.10,  5.20,  1.04,     31, 0.18593
DJ,  2003,    11,     0,    20,  14.24,  0.40,  7.13,  0.63,     30, 0.2202
DJ,  2003,    12,    20,   200,  12.09,  0.91, 26.20,  4.32,      5, 0.51233
DJ,  2003,    12,     0,    20,  14.34,  1.13, 10.98,  2.90,     24, -0.50551
DJ,  2003,     1,   200,   500, 632.71,127.13,301.69, 75.03,     13, 0.68749
DJ,  2003,     1,    20,   200, 358.43,143.16,136.83, 32.98,     18, 0.70286
DJ,  2003,     2,    20,   200, 170.02, 60.13, 80.68,  9.64,     28, 0.083149
DJ,  2003,     3,    20,   200, 149.01, 69.14, 81.66, 29.46,     29, 0.7922
DJ,  2003,     4,    20,   200, 177.22, 87.34,109.96, 39.93,     28, 0.84039
DJ,  2003,     5,    20,   200, 166.52, 55.49,107.90, 34.08,     31, 0.75828
DJ,  2003,     6,    20,   200,  29.03, 14.43, 42.47, 10.22,     30, 0.94351
DJ,  2003,     7,    20,   200,  11.15,  1.81, 21.25,  0.96,      4, -0.83812
DJ,  2003,     7,     0,    20,  12.64,  0.44, 15.29,  2.80,     28, 0.62725
DJ,  2003,     8,     0,    20,  12.34,  0.11,  8.86,  1.07,     31, 0.062756
DJ,  2003,     9,     0,    20,  12.16,  0.28,  6.71,  0.77,     30, -0.68745
DJ,  2004,    10,     0,    20,   9.26,  1.72,  5.72,  3.22,     31, -0.27623
DJ,  2004,    11,     0,    20,   5.34,  0.16, 15.00,  1.31,     30, 0.46658
DJ,  2004,    12,    20,   200,  33.98, 13.45, 36.95, 29.01,     22, 0.61162
DJ,  2004,    12,     0,    20,   5.86,  0.13, 16.17,  0.41,      6, 0.098567
DJ,  2004,     1,   200,   500, 697.91,337.07,308.00, 92.71,      3, -0.61662
DJ,  2004,     1,    20,   200, 441.75,246.73, 57.18, 30.52,     28, 0.93689
DJ,  2004,     2,   200,   500, 499.38,293.67,324.67, 86.96,      3, -0.74023
DJ,  2004,     2,    20,   200, 360.46,100.93,105.43, 46.08,     21, 0.63361
DJ,  2004,     3,   200,   500, 706.33,  1.74,301.50, 73.08,      6, 0.83933
DJ,  2004,     3,    20,   200, 305.32,196.32,106.36, 38.94,     25, 0.94714
DJ,  2004,     4,    20,   200,  58.41, 28.93, 41.50,  9.33,     30, 0.9368
DJ,  2004,     5,    20,   200,  16.43,  3.89, 21.65,  1.41,     26, 0.47673
DJ,  2004,     5,     0,    20,  17.20,  2.05, 19.20,  1.03,     10, -0.23644
DJ,  2004,     6,     0,    20,  13.74,  2.96, 11.06,  2.75,     30, 0.92558
DJ,  2004,     7,     0,    20,   9.03,  0.37,  4.77,  0.99,     31, 0.78993
DJ,  2004,     8,     0,    20,   8.67,  0.13,  2.81,  0.34,     31, 0.1096
DJ,  2004,     9,     0,    20,   8.43,  0.38,  2.48,  0.25,     30, 0.4307
DJ,  2005,    10,     0,    20,  11.07,  0.15,  8.11,  0.67,     31, -0.29504
DJ,  2005,    11,     0,    20,  11.39,  0.20,  8.41,  0.61,     30, 0.35061
DJ,  2005,    12,    20,   200,  25.28, 33.75, 61.17, 31.45,     12, 0.51343
DJ,  2005,    12,     0,    20,  12.41,  1.17, 11.94,  2.41,     18, -0.68415
DJ,  2005,     1,   200,   500, 657.84,127.82,314.47, 73.58,     15, 0.42779
DJ,  2005,     1,    20,   200, 705.26, 24.73,186.80, 11.80,      5, -0.31995
DJ,  2005,     2,   200,   500, 417.40, 72.95,297.00,128.94,      5, -0.26856
DJ,  2005,     2,    20,   200, 459.74, 27.85,154.33, 18.87,     12, -0.52728
DJ,  2005,     3,   200,   500, 474.07,124.52,327.90, 96.90,     21, 0.61203
DJ,  2005,     4,   200,   500, 520.40,139.58,297.53, 57.98,     17, 0.89811
DJ,  2005,     4,    20,   200, 212.91, 99.73,164.77, 16.49,     13, 0.82629
DJ,  2005,     5,    20,   200,  90.19, 34.25,101.84, 24.09,     31, 0.93421
DJ,  2005,     6,    20,   200,  21.49,  8.15, 48.50,  9.58,     30, 0.9726
DJ,  2005,     7,    20,   200,  11.44,  1.23, 26.07,  3.53,     15, -0.76791
DJ,  2005,     7,     0,    20,  12.15,  0.27, 16.00,  1.94,     17, 0.80482
DJ,  2005,     8,     0,    20,  11.28,  0.42, 14.10,  2.93,     31, 0.25847
DJ,  2005,     9,     0,    20,  11.04,  0.20,  9.54,  2.12,     30, -0.88791
DJ,  2006,    10,     0,    20,  12.11,  0.25,  6.66,  0.66,     31, -0.34089
DJ,  2006,    11,     0,    20,  12.07,  0.53,  8.74,  0.77,     30, -0.28762
DJ,  2006,    12,     0,    20,  12.86,  1.67, 12.60,  3.42,     30, -0.26045
DJ,  2006,     1,   200,   500, 715.97,134.46,284.20, 90.29,      5, 0.4731
DJ,  2006,     1,    20,   200, 415.60, 89.31,126.50, 26.68,     22, 0.56831
DJ,  2006,     2,    20,   200, 211.32, 83.36, 61.08,  9.66,     26, 0.91338
DJ,  2006,     3,   200,   500, 627.93, 43.61,403.92, 40.44,     26, -0.24164
DJ,  2006,     4,   200,   500, 372.66,108.36,397.75, 73.86,     12, 0.84944
DJ,  2006,     5,   200,   500, 168.61, 29.37,230.29, 19.63,      7, 0.93604
DJ,  2006,     5,    20,   200,  84.20, 34.54,136.00, 28.03,     24, 0.73215
DJ,  2006,     6,    20,   200,  29.50, 14.89, 56.93, 16.44,     30, 0.96558
DJ,  2006,     7,    20,   200,  11.13,  1.16, 25.41,  3.48,     17, -0.62811
DJ,  2006,     7,     0,    20,  11.02,  0.75, 14.80,  2.21,     15, 0.76534
DJ,  2006,     8,     0,    20,  11.68,  0.16, 12.11,  1.82,     31, -0.71967
DJ,  2006,     9,     0,    20,  16.21, 14.39,  8.37,  0.61,     30, -0.06864
DJ,  2007,    10,     0,    20,   9.63,  0.39,  1.40,  0.18,     31, -0.17148
DJ,  2007,    11,     0,    20,   9.76,  0.30,  1.55,  0.11,     30, -0.62477
DJ,  2007,    12,     0,    20,  10.92,  0.42,  2.25,  0.48,     31, 0.73251
DJ,  2007,     1,    20,   200,   5.65,  0.22, 21.88,  1.42,     25, -0.64099
DJ,  2007,     1,     0,    20,   5.68,  0.19, 18.60,  1.65,     10, 0.52036
DJ,  2007,     2,    20,   200,  41.37, 19.13, 53.95, 23.79,     19, 0.20589
DJ,  2007,     2,     0,    20,  11.57,  6.35, 18.70,  1.16,     10, -0.32877
DJ,  2007,     3,    20,   200, 110.46, 39.63, 54.48, 33.66,     31, 0.91548
DJ,  2007,     4,    20,   200,  68.20, 14.52, 21.61,  1.58,     18, -0.56229
DJ,  2007,     4,     0,    20,  76.85, 13.56, 18.72,  1.13,     18, 0.33622
DJ,  2007,     5,     0,    20,  26.53, 14.03, 10.64,  3.61,     31, 0.58904
DJ,  2007,     6,     0,    20,  13.08,  3.00,  5.75,  1.82,     30, 0.9121
DJ,  2007,     7,     0,    20,   8.23,  0.11,  2.19,  0.42,     31, 0.46935
DJ,  2007,     8,     0,    20,   8.45,  0.15,  1.58,  0.14,     31, 0.13651
DJ,  2007,     9,     0,    20,   8.41,  0.54,  1.51,  0.22,     30, 0.15706
DJ,  2008,    10,     0,    20,   8.90,  0.30,  2.60,  0.17,     31, -0.55965
DJ,  2008,    11,     0,    20,   9.84,  0.45,  3.94,  0.80,     30, 0.67636
DJ,  2008,    12,     0,    20,  10.96,  0.47,  7.51,  2.11,     31, 0.83251
DJ,  2008,     1,   200,   500, 331.29,488.72,369.33, 55.59,      3, 0.78983
DJ,  2008,     1,    20,   200, 252.62, 33.62, 85.35, 43.35,     17, 0.61331
DJ,  2008,     1,     0,    20,  11.34,  0.09,  3.43,  0.06,      3, 0.16615
DJ,  2008,     2,   200,   500, 807.36,135.56,319.75, 72.58,     12, 0.8375
DJ,  2008,     2,    20,   200, 415.39, 78.11,138.54, 28.53,     13, 0.88428
DJ,  2008,     3,   200,   500, 570.43,169.67,235.25, 30.92,      4, 0.95622
DJ,  2008,     3,    20,   200, 292.08, 58.93,107.00, 34.88,     27, 0.85704
DJ,  2008,     4,    20,   200,  75.89, 45.36, 44.13, 10.76,     30, 0.96434
DJ,  2008,     5,    20,   200,  17.81,  5.14, 23.43,  3.57,     23, 0.81428
DJ,  2008,     5,     0,    20,  14.20,  3.53, 18.88,  1.50,     16, 0.48477
DJ,  2008,     6,     0,    20,  13.32,  3.51, 13.06,  3.08,     30, 0.93418
DJ,  2008,     7,     0,    20,   8.65,  0.34,  6.22,  1.39,     31, 0.31473
DJ,  2008,     8,     0,    20,   8.66,  0.26,  3.38,  0.33,     31, 0.26526
DJ,  2008,     9,     0,    20,   8.46,  0.45,  3.00,  0.14,     30, -0.31229
DJ,  2009,    10,    20,   200,  15.85,  8.36, 58.65, 33.34,     17, -0.10256
DJ,  2009,    10,     0,    20,   8.58,  0.28,  6.82,  3.98,     13, 0.4587
DJ,  2009,    11,    20,   200,  16.43,  3.17, 25.63,  3.33,     30, 0.95326
DJ,  2009,    12,    20,   200,  42.71, 26.87, 50.54, 27.68,     28, 0.38481
DJ,  2009,    12,     0,    20,  13.79,  0.66, 19.80,  0.45,      5, -0.77704
DJ,  2009,     1,    20,   200,  10.76,  1.22, 30.67,  2.88,      6, 0.87424
DJ,  2009,     1,     0,    20,   8.65,  5.40,  9.75,  1.31,     25, -0.19651
DJ,  2009,     2,   200,   500, 713.33,251.92,314.44, 88.83,      9, 0.2831
DJ,  2009,     2,    20,   200,  59.01, 47.73, 56.47, 43.77,     15, 0.6691
DJ,  2009,     3,   200,   500, 857.40,241.05,310.25, 92.55,      8, 0.90014
DJ,  2009,     3,    20,   200, 372.66, 70.77,145.00, 31.10,     17, 0.936
DJ,  2009,     4,    20,   200, 147.07, 87.35, 69.50, 16.72,     30, 0.95678
DJ,  2009,     5,    20,   200,  26.94,  8.49, 38.03, 10.49,     31, 0.85515
DJ,  2009,     6,    20,   200,   9.31,  1.94, 24.26,  2.35,     19, 0.84119
DJ,  2009,     6,     0,    20,   9.16,  1.96, 16.69,  2.21,     13, -0.39438
DJ,  2009,     7,     0,    20,   8.50,  0.36, 11.60,  1.10,     31, 0.28917
DJ,  2009,     8,     0,    20,   8.11,  0.36,  6.28,  1.09,     31, 0.57832
DJ,  2009,     9,     0,    20,   7.81,  0.30,  5.43,  0.39,     30, 0.085323
DJ,  2010,     1,   200,   500, 572.26,283.38,369.00, 68.93,      5, 0.73511
DJ,  2010,     1,    20,   200,  51.98,  8.61, 51.76,  7.80,     17, -0.5788
DJ,  2010,     2,   200,   500, 488.80,105.16,337.14, 80.41,     21, -0.070592
DJ,  2010,     2,    20,   200, 379.16,  3.94,190.20,  8.81,      5, 0.54053
DJ,  2010,     3,   200,   500, 479.94, 48.87,313.69, 84.98,     16, 0.55602
DJ,  2010,     3,    20,   200, 207.22,  8.13,162.50, 18.42,      8, 0.98063
DJ,  2010,     4,   200,   500, 390.32,160.62,305.38, 63.29,     21, 0.35885
DJ,  2010,     4,    20,   200, 185.56, 12.03,157.14, 23.34,      7, -0.81326
DJ,  2010,     5,    20,   200, 104.26, 69.79,134.93, 29.78,     29, 0.91596
DJ,  2010,     6,    20,   200,  26.89, 11.46, 64.53, 13.46,     30, 0.98396
DJ,  2010,     7,    20,   200,   9.09,  0.95, 30.19,  6.08,     31, -0.62945
DJ,  2010,     8,     0,    20,   9.57,  0.44, 14.48,  2.66,     31, 0.85215
DJ,  2010,     9,     0,    20,   9.15,  0.28, 10.93,  0.70,     30, -0.65089
NC,  1992,    10,     0,    20,  17.41,  0.34,  0.00,  0.00,     31, 
NC,  1992,    11,     0,    20,  25.40, 13.33,  0.00,  0.00,     30, 
NC,  1992,    12,     0,    20,  29.79, 25.20,  0.00,  0.00,     31, 
NC,  1992,     1,     0,    20, 152.40, 47.81,  0.00,  0.00,     31, 
NC,  1992,     2,   200,   500, 728.20,275.75,335.25, 89.33,      8, 0.53647
NC,  1992,     2,    20,   200, 491.97, 44.49,166.00, 18.57,      4, 0.90296
NC,  1992,     2,     0,    20, 103.51,  4.76,  0.00,  0.00,     10, 
NC,  1992,     3,   200,   500, 469.38, 95.44,269.20, 53.74,      5, -0.088346
NC,  1992,     3,    20,   200, 298.31, 57.27,134.54, 20.66,     26, 0.51656
NC,  1992,     4,    20,   200, 192.38, 56.06, 57.44, 22.76,     25, 0.93831
NC,  1992,     4,     0,    20,  52.16,  5.72, 16.00,  2.12,      5, 0.89521
NC,  1992,     5,     0,    20,  32.97,  4.69,  8.06,  6.00,     31, 0.85379
NC,  1992,     6,     0,    20,  25.51,  1.69,  0.21,  0.40,     30, 0.53412
NC,  1992,     7,     0,    20,  19.97,  2.42,  0.00,  0.00,     31, 
NC,  1992,     8,     0,    20,  18.59,  1.82,  0.00,  0.00,     31, 
NC,  1992,     9,     0,    20,  18.20,  0.09,  0.00,  0.00,     30, 
NC,  1993,    10,     0,    20,  13.74,  2.48,  0.00,  0.00,     31, 
NC,  1993,    11,     0,    20,  16.71, 19.65,  0.00,  0.00,     30, 
NC,  1993,    12,     0,    20,  23.69, 16.39,  0.00,  0.00,     31, 
NC,  1993,     1,   200,   500, 883.05,326.16,432.83, 37.96,      6, 0.38712
NC,  1993,     1,    20,   200, 128.69,  2.13, 68.60, 41.98,      5, -0.97383
NC,  1993,     2,   200,   500, 515.55,199.87,354.33, 57.30,     15, 0.37581
NC,  1993,     3,   200,   500, 339.80,128.93,291.32, 76.97,     22, 0.66111
NC,  1993,     3,    20,   200, 249.38,  4.23,189.25,  4.79,      4, 0.81711
NC,  1993,     4,    20,   200, 145.19, 71.60,122.93, 30.38,     28, 0.85646
NC,  1993,     5,    20,   200,  47.88,  9.46, 46.87, 17.04,     31, 0.95554
NC,  1993,     6,    20,   200,  23.96,  3.02, 35.88, 12.92,     24, 0.78571
NC,  1993,     6,     0,    20,  17.91,  0.74, 14.21,  4.00,      7, 0.98845
NC,  1993,     7,     0,    20,  16.11,  1.34,  1.44,  2.19,     31, 0.21149
NC,  1993,     8,     0,    20,  11.83,  0.41,  0.00,  0.00,     31, 
NC,  1993,     9,     0,    20,  16.55, 14.77,  0.00,  0.00,     30, 
NC,  1994,    10,     0,    20,  11.18,  0.49,  0.00,  0.00,     31, 
NC,  1994,    11,     0,    20,  13.00,  1.00,  0.00,  0.00,     30, 
NC,  1994,    12,     0,    20,  15.28,  0.23,  0.00,  0.00,     31, 
NC,  1994,     1,     0,    20,  22.11,  6.30,  0.00,  0.00,     31, 
NC,  1994,     2,   200,   500, 419.01,104.95,239.25, 49.57,      4, 0.5902
NC,  1994,     2,    20,   200, 195.65,232.19, 74.56, 41.37,     16, 0.76679
NC,  1994,     2,     0,    20,  25.88,  6.11,  0.00,  0.00,      7, 
NC,  1994,     3,    20,   200, 260.23, 88.17, 36.00, 16.54,     26, 0.97583
NC,  1994,     3,     0,    20, 126.06, 45.07, 17.78,  2.91,      9, 0.74135
NC,  1994,     4,     0,    20,  64.25, 11.34,  7.73,  2.13,     30, 0.44803
NC,  1994,     5,     0,    20,  52.40, 12.38,  6.83,  2.26,     31, 0.84008
NC,  1994,     6,     0,    20,  19.79,  3.47,  0.10,  0.40,     30, 0.54205
NC,  1994,     7,     0,    20,  12.30,  1.34,  0.00,  0.00,     31, 
NC,  1994,     8,     0,    20,  10.00,  0.50,  0.00,  0.00,     31, 
NC,  1994,     9,     0,    20,  10.05,  0.17,  0.00,  0.00,     30, 
NC,  1995,    10,     0,    20,   9.43,  0.49,  3.70,  1.66,     31, 0.78947
NC,  1995,    11,     0,    20,  15.13, 14.32,  5.81,  0.97,     30, 0.24893
NC,  1995,    12,    20,   200,  26.36, 13.56, 35.58, 10.31,     19, -0.73542
NC,  1995,    12,     0,    20,  11.45,  0.12,  7.58,  2.59,     12, 0.073868
NC,  1995,     1,     0,    20,  51.63, 88.62,  0.00,  0.00,      6, 
NC,  1995,     2,   200,   500, 753.35,125.62,306.83, 86.95,     12, 0.40996
NC,  1995,     2,    20,   200, 271.35, 95.73,139.38, 32.80,     16, 0.91273
NC,  1995,     3,    20,   200, 144.25,  1.13,144.75, 34.74,      8, -0.52467
NC,  1995,     4,   200,   500, 340.32,277.88,303.28, 78.70,     25, 0.78073
NC,  1995,     5,   200,   500, 145.53, 24.84,236.93, 30.13,     14, 0.08534
NC,  1995,     5,    20,   200, 162.70, 26.18,157.18, 26.79,     17, 0.27918
NC,  1995,     6,    20,   200,  52.24, 26.14, 88.03, 24.23,     30, 0.66494
NC,  1995,     7,    20,   200,  19.39,  6.43, 36.32, 12.08,     25, 0.98648
NC,  1995,     7,     0,    20,  12.13,  1.23, 15.86,  3.18,      7, 0.43725
NC,  1995,     8,     0,    20,  10.45,  1.59,  3.48,  2.77,     31, 0.58129
NC,  1995,     9,     0,    20,   9.27,  0.08,  3.79,  1.21,     30, -0.20098
NC,  1996,    10,     0,    20,  10.45,  0.99,  0.00,  0.00,     31, 
NC,  1996,    11,    20,   200,  15.92,  0.59, 24.78,  4.63,      9, 0.34903
NC,  1996,    11,     0,    20,  13.76,  1.23,  4.95,  8.25,     22, 0.78816
NC,  1996,    12,   200,   500, 397.99, 21.77,306.75, 76.08,      4, 0.48597
NC,  1996,    12,    20,   200, 235.17,197.14, 93.05, 69.43,     21, 0.82817
NC,  1996,     1,    20,   200,  70.57, 42.50, 83.64, 57.70,     22, 0.80205
NC,  1996,     1,     0,    20,  39.97,  3.68, 17.57,  1.27,      7, 0.54851
NC,  1996,     2,   200,   500, 360.44,208.26,306.80, 86.32,     10, 0.67634
NC,  1996,     2,    20,   200, 229.11,  5.05,181.40,  9.91,      5, 0.66003
NC,  1996,     3,   200,   500, 477.57,154.62,339.68, 99.28,     22, 0.81365
NC,  1996,     3,    20,   200, 222.69, 10.69,181.20, 10.69,      5, 0.73179
NC,  1996,     4,   200,   500, 213.73,  6.38,234.00, 47.25,      4, -0.58413
NC,  1996,     4,    20,   200, 182.89, 54.07,120.23, 27.83,     26, 0.73785
NC,  1996,     5,    20,   200,  52.60, 18.50, 58.32, 28.55,     31, -0.18019
NC,  1996,     6,    20,   200,  48.58, 12.53, 28.56,  5.29,      9, 0.93095
NC,  1996,     6,     0,    20,  24.01,  5.22, 12.16,  2.13,     21, 0.87412
NC,  1996,     7,     0,    20,  13.06,  4.51,  6.50,  1.63,     31, 0.029801
NC,  1996,     8,     0,    20,  10.23,  0.22,  0.05,  0.20,     31, -0.24916
NC,  1996,     9,     0,    20,  10.88,  0.24,  0.00,  0.00,     30, 
NC,  1997,    10,     0,    20,   5.48,  0.82,  0.00,  0.00,     31, 
NC,  1997,    11,     0,    20,   8.01,  2.72,  0.40,  1.64,     30, 0.71118
NC,  1997,    12,    20,   200, 468.38,149.89, 76.11, 44.61,     19, -0.25976
NC,  1997,    12,     0,    20, 255.83,181.50, 11.15,  5.02,     10, 0.75019
NC,  1997,     1,   200,   500, 555.65, 13.17,374.10, 53.96,     10, 0.18284
NC,  1997,     2,   200,   500, 1061.94,158.79,309.53, 88.27,     15, 0.97922
NC,  1997,     2,    20,   200, 400.59,241.14,165.10, 18.33,     10, 0.97366
NC,  1997,     3,    20,   200, 112.02, 50.04, 92.87, 22.57,     31, 0.91365
NC,  1997,     4,    20,   200,  29.89,  8.64, 51.77,  7.64,     30, 0.94712
NC,  1997,     5,    20,   200,  16.94,  2.92, 29.00,  4.88,     13, -0.27587
NC,  1997,     5,     0,    20,  16.66,  0.83, 10.39,  3.46,     18, 0.89583
NC,  1997,     6,     0,    20,  13.13,  2.39,  2.28,  2.10,     30, 0.80168
NC,  1997,     7,     0,    20,   5.69,  0.59,  0.00,  0.00,     31, 
NC,  1997,     8,     0,    20,  12.87, 40.93,  0.00,  0.00,     31, 
NC,  1997,     9,     0,    20,   4.06,  0.29,  0.00,  0.00,     30, 
NC,  1998,    10,    20,   200,  10.36,  0.26, 23.04,  1.85,     24, -0.038928
NC,  1998,    10,     0,    20,  10.21,  0.05, 18.44,  1.33,      9, 0.15797
NC,  1998,    11,    20,   200,  11.60,  0.63, 25.37,  4.94,     30, 0.37759
NC,  1998,    12,    20,   200,  12.45,  0.92, 48.42, 26.32,     26, -0.090413
NC,  1998,    12,     0,    20,   6.36,  3.28, 17.57,  1.90,      7, 0.81582
NC,  1998,     1,   200,   500, 546.20,202.27,334.43, 95.64,     14, 0.1301
NC,  1998,     1,    20,   200, 322.15, 51.53,127.00, 53.94,      8, 0.35809
NC,  1998,     3,   200,   500, 366.19,141.39,397.13, 48.04,     15, 0.65685
NC,  1998,     4,   200,   500, 551.42,115.89,398.00, 58.74,     12, 0.42625
NC,  1998,     5,   200,   500, 181.52, 33.05,281.71, 49.79,     31, 0.38147
NC,  1998,     6,   200,   500, 100.63,  1.73,204.50,  4.20,      4, 0.75666
NC,  1998,     6,    20,   200,  63.17, 28.21,156.11, 26.96,     27, 0.93404
NC,  1998,     7,    20,   200,  18.34,  9.67, 75.16, 24.60,     31, 0.97607
NC,  1998,     8,    20,   200,   9.56,  0.63, 27.32,  5.29,     31, 0.84298
NC,  1998,     9,    20,   200,   9.52,  0.27, 21.67,  1.03,      6, 0.54837
NC,  1998,     9,     0,    20,   8.75,  0.36, 14.68,  1.95,     25, 0.094594
NC,  1999,    10,     0,    20,   6.62,  0.15,  0.00,  0.00,     31, 
NC,  1999,    11,     0,    20,   8.13,  0.76,  0.00,  0.00,     30, 
NC,  1999,    12,     0,    20,  10.88, 15.64,  0.00,  0.00,     31, 
NC,  1999,     1,    20,   200,  28.39, 20.72,116.92, 38.93,     12, 0.13835
NC,  1999,     1,     0,    20,  12.51,  5.15, 10.58,  1.02,     19, -0.85973
NC,  1999,     2,   200,   500, 322.43,120.58,300.50,111.61,      6, 0.37386
NC,  1999,     2,    20,   200, 257.00,140.49,143.25, 34.85,     20, 0.66399
NC,  1999,     3,   200,   500, 310.76, 83.37,261.70, 73.93,     10, 0.61002
NC,  1999,     3,    20,   200, 272.96, 64.55,136.35, 30.43,     20, -0.6131
NC,  1999,     4,   200,   500, 336.22, 40.24,270.00, 69.24,     15, 0.67102
NC,  1999,     4,    20,   200, 303.99, 56.27,164.14, 21.63,     14, 0.82716
NC,  1999,     5,    20,   200,  85.30, 78.53, 81.84, 24.61,     31, 0.87648
NC,  1999,     6,    20,   200,  17.78,  1.54, 36.38,  9.82,     21, 0.95326
NC,  1999,     6,     0,    20,  13.45,  1.69, 15.32,  3.33,     10, 0.8984
NC,  1999,     7,     0,    20,   8.43,  0.80,  2.18,  2.92,     31, 0.91858
NC,  1999,     8,     0,    20,   7.12,  0.42,  0.00,  0.00,     31, 
NC,  1999,     9,     0,    20,   6.44,  0.26,  0.00,  0.00,     30, 
NC,  2000,    10,     0,    20,   7.72,  1.02,  0.14,  0.79,     31, 0.23378
NC,  2000,    11,     0,    20,   7.15,  3.43,  7.08,  2.15,     30, -0.7632
NC,  2000,    12,     0,    20,   8.93,  0.47,  9.71,  1.67,     31, 0.34372
NC,  2000,     1,   200,   500,  19.91, 12.59,324.25,108.79,      4, -0.038859
NC,  2000,     1,    20,   200,  29.85,  0.65,173.33, 22.59,      3, -0.93517
NC,  2000,     1,     0,    20,   1.09,  0.09,  2.80,  5.54,     22, 0.84945
NC,  2000,     2,    20,   200,  74.08, 49.39,130.30, 19.19,     10, -0.8788
NC,  2000,     3,   200,   500, 534.77,195.00,342.93,102.60,     15, 0.95409
NC,  2000,     3,    20,   200, 264.34,  5.20,171.83, 15.38,      6, 0.98308
NC,  2000,     4,    20,   200, 145.75, 64.16,103.62, 23.72,     29, -0.077977
NC,  2000,     5,    20,   200,  74.75, 41.56, 55.26, 13.69,     31, 0.91305
NC,  2000,     6,    20,   200,  17.83,  3.07, 28.43,  2.62,     14, 0.57137
NC,  2000,     6,     0,    20,   7.12,  1.07, 15.04,  3.64,     16, 0.7328
NC,  2000,     7,     0,    20,   5.99,  0.81,  5.53,  2.33,     31, -0.47212
NC,  2000,     8,     0,    20,   5.62,  0.25,  0.02,  0.13,     31, 0.22785
NC,  2000,     9,     0,    20,   9.24,  7.86,  0.00,  0.00,     30, 
NC,  2001,    10,     0,    20,   5.02,  0.40,  0.00,  0.00,     31, 
NC,  2001,    11,     0,    20,   6.93,  1.20,  0.00,  0.00,     30, 
NC,  2001,    12,   200,   500, 155.91, 97.15,276.14, 76.77,      7, -0.10211
NC,  2001,    12,    20,   200,  69.08, 79.45, 79.00, 43.07,     23, 0.64261
NC,  2001,     1,   200,   500,  97.55, 68.06,281.33,118.46,      3, -0.66077
NC,  2001,     1,    20,   200, 133.62, 74.94, 93.42, 39.22,     19, -0.12881
NC,  2001,     1,     0,    20,   7.96,  0.15,  5.48,  1.59,      9, 0.33114
NC,  2001,     2,   200,   500, 454.06,140.84,289.92, 43.23,     13, 0.19453
NC,  2001,     2,    20,   200, 263.57,130.22, 96.87, 41.84,     15, 0.85702
NC,  2001,     3,   200,   500, 545.08,115.88,301.92, 95.15,     12, 0.86705
NC,  2001,     3,    20,   200, 332.50, 63.78,149.31, 31.51,     13, 0.66678
NC,  2001,     4,    20,   200, 191.18, 52.70, 92.00, 20.22,     30, 0.016574
NC,  2001,     5,    20,   200,  96.97, 80.77, 42.04, 14.46,     26, 0.94292
NC,  2001,     5,     0,    20,  15.23,  2.24, 18.71,  1.38,      7, 0.63622
NC,  2001,     6,     0,    20,   7.07,  2.11,  5.73,  4.59,     30, 0.67604
NC,  2001,     7,     0,    20,   4.30,  0.33,  0.00,  0.00,     31, 
NC,  2001,     8,     0,    20,   4.02,  0.15,  0.00,  0.00,     31, 
