Gage_Name, Gage_No, Threshold_cfs, Oct_ExtWet, Nov_ExtWet, Dec_ExtWet, Jan_ExtWet, Feb_ExtWet, Mar_ExtWet, Apr_ExtWet, May_ExtWet, Jun_ExtWet, Jul_ExtWet, Aug_ExtWet, Sep_ExtWet,Oct_Wet, Nov_Wet, Dec_Wet, Jan_Wet, Feb_Wet, Mar_Wet, Apr_Wet, May_Wet, Jun_Wet, Jul_Wet, Aug_Wet, Sep_Wet,Oct_AboveNorm, Nov_AboveNorm, Dec_AboveNorm, Jan_AboveNorm, Feb_AboveNorm, Mar_AboveNorm, Apr_AboveNorm, May_AboveNorm, Jun_AboveNorm, Jul_AboveNorm, Aug_AboveNorm, Sep_AboveNorm,Oct_Norm, Nov_Norm, Dec_Norm, Jan_Norm, Feb_Norm, Mar_Norm, Apr_Norm, May_Norm, Jun_Norm, Jul_Norm, Aug_Norm, Sep_Norm,Oct_BelowNorm, Nov_BelowNorm, Dec_BelowNorm, Jan_BelowNorm, Feb_BelowNorm, Mar_BelowNorm, Apr_BelowNorm, May_BelowNorm, Jun_BelowNorm, Jul_BelowNorm, Aug_BelowNorm, Sep_BelowNorm,Oct_Dry, Nov_Dry, Dec_Dry, Jan_Dry, Feb_Dry, Mar_Dry, Apr_Dry, May_Dry, Jun_Dry, Jul_Dry, Aug_Dry, Sep_Dry,Oct_CritDry, Nov_CritDry, Dec_CritDry, Jan_CritDry, Feb_CritDry, Mar_CritDry, Apr_CritDry, May_CritDry, Jun_CritDry, Jul_CritDry, Aug_CritDry, Sep_CritDry,
RM_16_0,44,20,0.00, 0.50, 15.50, 28.50, 28.00, 31.00, 30.00, 31.00, 30.00, 6.50, 1.00, 0.00, 0.00,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 2.67, 1.33, 13.33, 23.00, 28.33, 31.00, 27.00, 20.67, 7.33, 0.33, 0.00, 0.00, 5.00, 8.50, 10.33, 20.17, 27.33, 31.00, 30.00, 23.33, 8.33, 5.17, 1.83, 0.00, 0.00, 0.00, 13.00, 31.00, 28.50, 31.00, 30.00, 6.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.50, 3.50, 15.50, 26.50, 31.00, 30.00, 22.00, 7.50, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
RM_16_5,45,20,0.00, 0.50, 15.50, 28.50, 28.00, 31.00, 30.00, 31.00, 30.00, 6.50, 0.00, 0.00, 0.00,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 3.00, 1.00, 13.67, 23.00, 28.33, 31.00, 25.67, 20.67, 6.67, 0.00, 0.00, 0.00, 5.00, 8.50, 10.33, 19.67, 27.50, 31.00, 30.00, 22.83, 7.50, 3.00, 0.67, 0.00, 0.00, 0.00, 13.00, 31.00, 28.50, 31.00, 30.00, 5.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.50, 3.50, 9.00, 27.00, 31.00, 30.00, 21.50, 6.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
RM_17_0,46,20,0.00, 0.50, 15.50, 28.50, 28.00, 31.00, 30.00, 31.00, 30.00, 6.00, 1.00, 0.00, 0.00,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 3.00, 1.33, 13.67, 23.00, 28.33, 31.00, 25.67, 20.67, 7.00, 0.00, 0.00, 0.00, 5.00, 8.50, 10.33, 20.17, 27.50, 31.00, 30.00, 23.17, 7.67, 5.00, 1.67, 0.00, 0.00, 0.00, 13.00, 31.00, 28.50, 31.00, 30.00, 5.50, 0.00, 0.00, 0.00, 0.00, 1.00, 0.50, 3.50, 10.50, 27.00, 31.00, 30.00, 21.50, 8.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
RM_17_5,47,20,0.00, 0.50, 15.50, 28.50, 28.00, 31.00, 30.00, 31.00, 30.00, 5.50, 0.50, 0.00, 0.00,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 3.00, 1.33, 13.67, 23.00, 28.33, 31.00, 25.67, 20.67, 6.67, 0.00, 0.00, 0.00, 5.00, 8.50, 10.33, 20.17, 27.50, 31.00, 30.00, 23.17, 8.00, 5.00, 1.67, 0.00, 0.00, 0.00, 12.50, 31.00, 28.50, 31.00, 30.00, 5.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.50, 3.50, 11.00, 27.50, 31.00, 30.00, 22.50, 7.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
RM_18_5,48,20,0.00, 0.50, 15.50, 28.50, 28.00, 31.00, 30.00, 31.00, 30.00, 6.00, 0.00, 0.00, 0.00,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 3.00, 1.33, 13.67, 23.00, 28.33, 31.00, 25.67, 20.67, 6.67, 0.00, 0.00, 0.00, 5.00, 8.50, 10.33, 20.17, 27.67, 31.00, 30.00, 23.17, 7.83, 5.17, 2.00, 0.00, 0.00, 0.00, 12.50, 31.00, 28.50, 31.00, 30.00, 5.50, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 4.00, 11.00, 27.50, 31.00, 30.00, 23.00, 7.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
RM_19_0,49,20,0.00, 0.50, 15.50, 28.50, 28.00, 31.00, 30.00, 31.00, 30.00, 5.00, 0.50, 0.00, 0.00,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 3.00, 1.33, 13.67, 23.00, 28.33, 31.00, 25.67, 20.67, 6.33, 0.00, 0.00, 0.00, 5.00, 8.50, 10.33, 20.17, 27.67, 31.00, 30.00, 23.00, 7.83, 5.17, 2.00, 0.00, 0.00, 0.00, 12.50, 31.00, 28.50, 31.00, 30.00, 5.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 4.00, 11.50, 28.00, 31.00, 30.00, 23.00, 7.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
RM_19_5,50,20,0.00, 0.50, 15.50, 28.50, 28.00, 31.00, 30.00, 31.00, 30.00, 4.00, 0.50, 0.00, 0.00,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 3.00, 1.00, 13.67, 22.00, 28.33, 31.00, 25.00, 20.67, 5.67, 0.00, 0.00, 0.00, 5.00, 8.50, 10.33, 19.67, 27.67, 31.00, 30.00, 22.17, 7.67, 2.00, 0.50, 0.00, 0.00, 0.00, 12.50, 31.00, 28.50, 31.00, 30.00, 5.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 4.00, 7.50, 28.00, 31.00, 30.00, 22.50, 6.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
RM_1_5,19,20,0.00, 0.00, 14.00, 28.50, 28.00, 31.00, 30.00, 31.00, 30.00, 11.00, 0.00, 0.00, 0.00,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 0.00, 0.00, 11.00, 23.00, 28.33, 31.00, 27.67, 21.00, 7.67, 0.33, 0.33, 1.00, 5.00, 7.83, 10.33, 18.50, 27.17, 31.00, 30.00, 22.83, 8.50, 2.00, 0.50, 0.00, 0.00, 0.00, 14.00, 31.00, 28.50, 31.00, 29.50, 1.50, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 3.50, 5.00, 19.00, 31.00, 30.00, 20.50, 5.50, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
RM_20_0,51,20,0.00, 0.50, 15.50, 28.50, 28.00, 31.00, 30.00, 31.00, 30.00, 4.00, 0.00, 0.00, 0.00,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 3.33, 1.00, 14.00, 22.00, 28.33, 31.00, 25.00, 20.67, 5.33, 0.00, 0.00, 0.00, 5.00, 8.50, 10.33, 19.67, 27.83, 31.00, 30.00, 22.17, 7.50, 2.00, 0.50, 0.00, 0.00, 0.00, 12.50, 31.00, 28.50, 31.00, 30.00, 4.50, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 4.00, 7.50, 28.00, 31.00, 30.00, 22.50, 6.50, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
RM_20_5,52,20,0.00, 0.50, 15.50, 28.50, 28.00, 31.00, 30.00, 31.00, 30.00, 3.00, 0.50, 0.00, 0.00,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 3.33, 1.00, 14.33, 22.00, 28.33, 31.00, 24.67, 20.67, 4.67, 0.00, 0.00, 0.00, 5.00, 8.50, 10.33, 19.50, 27.83, 31.00, 30.00, 22.00, 7.33, 2.00, 0.50, 0.00, 0.00, 0.00, 13.00, 31.00, 28.50, 31.00, 29.50, 4.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 4.00, 7.50, 28.00, 31.00, 30.00, 22.00, 5.50, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
RM_21_0,53,20,0.00, 0.50, 15.50, 28.50, 28.00, 31.00, 30.00, 31.00, 30.00, 3.00, 0.50, 0.00, 0.00,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 3.33, 1.00, 14.67, 22.00, 28.33, 31.00, 24.67, 20.33, 4.33, 0.00, 0.00, 0.00, 5.00, 8.50, 10.33, 19.50, 28.00, 31.00, 30.00, 21.67, 7.17, 2.00, 0.50, 0.00, 0.00, 0.00, 13.00, 31.00, 28.50, 31.00, 29.00, 4.00, 0.00, 0.00, 0.00, 0.00, 0.50, 0.00, 4.00, 7.00, 28.00, 31.00, 30.00, 21.50, 5.50, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
RM_22_0,55,20,0.00, 0.50, 15.50, 28.50, 28.00, 31.00, 30.00, 31.00, 30.00, 0.00, 1.00, 0.00, 0.00,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 3.33, 0.67, 14.33, 22.33, 28.33, 31.00, 24.00, 19.00, 3.67, 0.00, 0.00, 0.00, 5.00, 8.50, 10.33, 18.83, 28.00, 31.00, 30.00, 21.33, 4.67, 0.33, 0.33, 0.00, 0.00, 0.00, 13.00, 31.00, 28.50, 31.00, 26.00, 0.50, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3.50, 2.00, 28.00, 31.00, 30.00, 20.50, 4.50, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
RM_22_5,54,20,0.00, 0.50, 15.50, 28.50, 28.00, 31.00, 30.00, 31.00, 29.50, 0.00, 0.50, 0.00, 0.00,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 3.67, 0.67, 14.33, 22.33, 28.33, 31.00, 24.00, 19.00, 3.67, 0.33, 0.00, 0.00, 5.00, 8.50, 10.33, 18.83, 28.00, 31.00, 29.83, 21.33, 4.83, 0.33, 0.33, 0.00, 0.00, 0.00, 13.00, 31.00, 28.50, 31.00, 26.00, 0.50, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3.50, 2.00, 28.00, 31.00, 30.00, 21.00, 4.50, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
RM_23_0,57,20,0.00, 0.50, 15.50, 28.50, 28.00, 31.00, 30.00, 31.00, 29.00, 0.00, 0.50, 0.00, 0.00,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 3.67, 0.67, 14.33, 22.33, 28.33, 31.00, 23.67, 19.00, 3.33, 0.00, 0.00, 0.00, 5.00, 8.50, 10.33, 18.83, 28.17, 31.00, 29.83, 21.33, 4.00, 0.33, 0.33, 0.00, 0.00, 0.00, 13.50, 31.00, 28.50, 31.00, 26.00, 0.50, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 4.00, 2.00, 28.00, 31.00, 30.00, 21.00, 4.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
RM_24_0,58,20,0.00, 0.50, 15.50, 28.50, 28.00, 31.00, 30.00, 31.00, 26.00, 0.00, 1.00, 0.00, 0.00,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 3.67, 0.33, 14.33, 22.33, 28.33, 31.00, 21.67, 18.67, 2.67, 0.00, 0.00, 0.00, 5.00, 8.50, 10.33, 18.83, 28.33, 31.00, 29.33, 18.83, 1.67, 0.33, 0.17, 0.00, 0.00, 0.00, 13.50, 31.00, 28.50, 31.00, 23.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3.00, 2.00, 27.00, 31.00, 30.00, 20.00, 2.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
RM_24_5,59,20,0.00, 0.50, 15.50, 28.50, 28.00, 31.00, 30.00, 31.00, 25.50, 0.00, 0.00, 0.00, 0.00,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 3.67, 0.33, 14.33, 22.33, 28.33, 31.00, 21.67, 18.67, 3.00, 0.00, 0.00, 0.00, 5.00, 8.50, 10.33, 18.83, 28.33, 31.00, 29.33, 18.50, 1.50, 0.33, 0.17, 0.00, 0.00, 0.00, 13.50, 31.00, 28.50, 31.00, 23.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3.00, 2.50, 27.00, 31.00, 30.00, 20.50, 2.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
RM_2_0,20,20,0.00, 0.00, 14.50, 28.50, 28.00, 31.00, 30.00, 31.00, 30.00, 10.50, 0.00, 0.00, 0.00,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 0.00, 0.00, 11.00, 23.00, 28.33, 31.00, 27.67, 21.00, 7.67, 0.00, 0.33, 1.00, 5.00, 7.83, 10.33, 18.50, 27.17, 31.00, 30.00, 22.83, 8.33, 1.83, 0.50, 0.00, 0.00, 0.00, 14.00, 31.00, 28.50, 31.00, 29.50, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 3.50, 5.00, 18.50, 31.00, 30.00, 20.50, 5.50, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
RM_2_5,21,20,0.00, 0.00, 15.00, 28.50, 28.00, 31.00, 30.00, 31.00, 30.00, 11.00, 0.00, 0.00, 0.00,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 0.00, 0.00, 11.00, 23.00, 28.33, 31.00, 27.67, 21.00, 7.67, 0.00, 0.33, 1.00, 5.00, 7.83, 10.33, 18.83, 27.17, 31.00, 30.00, 23.00, 8.33, 1.83, 0.50, 0.00, 0.00, 0.00, 14.50, 31.00, 28.50, 31.00, 29.50, 1.50, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 3.50, 5.00, 19.00, 31.00, 30.00, 21.00, 5.50, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
RM_3_5,22,20,0.00, 0.00, 15.00, 28.50, 28.00, 31.00, 30.00, 31.00, 30.00, 11.00, 0.00, 0.00, 0.00,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 0.67, 0.00, 11.33, 23.00, 28.33, 31.00, 27.67, 21.00, 8.33, 0.00, 0.33, 1.00, 5.00, 7.83, 10.33, 19.00, 27.17, 31.00, 30.00, 23.83, 9.33, 2.00, 0.67, 0.00, 0.00, 0.00, 15.50, 31.00, 28.50, 31.00, 30.00, 2.50, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 3.50, 9.00, 21.00, 31.00, 30.00, 21.00, 6.50, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
RM_4_0,23,20,0.00, 0.00, 15.00, 28.50, 28.00, 31.00, 30.00, 31.00, 30.00, 11.00, 0.00, 0.00, 0.00,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 0.67, 0.00, 11.67, 23.00, 28.33, 31.00, 27.67, 20.67, 7.67, 0.00, 0.33, 1.00, 5.00, 7.83, 10.33, 19.00, 27.17, 31.00, 30.00, 23.67, 9.33, 1.83, 0.50, 0.00, 0.00, 0.00, 15.50, 31.00, 28.50, 31.00, 30.00, 2.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 3.50, 6.50, 19.00, 31.00, 30.00, 20.50, 6.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
RM_4_5,24,20,0.00, 0.00, 15.00, 28.50, 28.00, 31.00, 30.00, 31.00, 30.00, 11.00, 0.00, 0.00, 0.00,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 0.67, 0.00, 11.67, 23.00, 28.33, 31.00, 27.67, 21.00, 7.67, 0.00, 0.33, 1.00, 5.00, 7.83, 10.33, 19.17, 27.17, 31.00, 30.00, 23.67, 9.17, 1.83, 0.33, 0.00, 0.00, 0.00, 15.50, 31.00, 28.50, 31.00, 30.00, 2.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 3.50, 6.50, 19.50, 31.00, 30.00, 21.00, 7.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
RM_5_0,26,20,0.00, 0.00, 15.50, 28.50, 28.00, 31.00, 30.00, 31.00, 30.00, 10.50, 0.00, 0.00, 0.00,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 0.33, 0.00, 11.67, 23.00, 28.33, 31.00, 27.67, 21.00, 7.33, 0.00, 0.33, 1.00, 5.00, 7.83, 10.33, 19.17, 27.17, 31.00, 30.00, 23.50, 8.83, 1.83, 0.33, 0.00, 0.00, 0.00, 15.50, 31.00, 28.50, 31.00, 30.00, 2.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 3.50, 7.00, 19.00, 31.00, 30.00, 20.50, 6.50, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
RM_5_5,25,20,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
RM_6_0,27,20,0.00, 0.50, 15.50, 28.50, 28.00, 31.00, 30.00, 31.00, 30.00, 13.00, 0.00, 0.00, 0.00,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 1.00, 1.00, 12.33, 23.00, 28.33, 31.00, 27.67, 24.00, 11.00, 0.00, 0.33, 1.00, 5.00, 8.17, 10.33, 22.33, 27.17, 31.00, 30.00, 25.00, 10.83, 5.17, 2.17, 0.00, 0.00, 0.00, 15.50, 31.00, 28.50, 31.00, 30.00, 9.00, 0.00, 0.00, 0.00, 0.00, 3.00, 1.00, 3.50, 15.50, 22.50, 31.00, 30.00, 22.00, 9.50, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
RM_6_5,28,20,0.00, 0.50, 15.50, 28.50, 28.00, 31.00, 30.00, 31.00, 30.00, 13.00, 0.50, 0.00, 0.00,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 1.00, 1.33, 12.00, 23.00, 28.33, 31.00, 27.67, 24.00, 11.00, 0.00, 0.33, 1.00, 5.00, 8.17, 10.33, 22.33, 27.17, 31.00, 30.00, 25.00, 10.83, 5.17, 3.83, 3.83, 0.00, 0.00, 15.50, 31.00, 28.50, 31.00, 30.00, 9.00, 0.00, 0.00, 0.00, 0.00, 3.50, 1.00, 3.50, 15.50, 23.00, 31.00, 30.00, 21.50, 10.50, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
RM_7_0,29,20,0.00, 0.50, 15.50, 28.50, 28.00, 31.00, 30.00, 31.00, 30.00, 13.50, 0.50, 0.00, 0.60,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 1.00, 1.33, 12.33, 23.00, 28.33, 31.00, 27.67, 24.00, 11.00, 0.00, 0.33, 1.00, 5.00, 8.50, 10.33, 22.33, 27.17, 31.00, 30.00, 25.00, 11.00, 5.17, 3.83, 5.00, 0.00, 0.00, 15.50, 31.00, 28.50, 31.00, 30.00, 9.00, 0.00, 0.00, 0.00, 0.00, 3.50, 1.00, 3.50, 15.50, 23.00, 31.00, 30.00, 21.50, 11.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
RM_7_5,32,20,0.00, 0.50, 17.50, 29.50, 28.00, 31.00, 30.00, 31.00, 30.00, 14.50, 0.50, 0.00, 6.20,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 1.00, 2.00, 12.33, 23.00, 28.33, 31.00, 27.67, 25.33, 11.00, 0.00, 0.33, 1.00, 5.00, 8.50, 10.33, 22.67, 27.17, 31.00, 30.00, 25.17, 10.83, 5.17, 5.17, 5.00, 0.00, 0.00, 15.50, 31.00, 28.50, 31.00, 30.00, 10.00, 0.00, 0.00, 0.00, 0.00, 3.50, 1.50, 5.50, 15.50, 23.00, 31.00, 30.00, 23.50, 12.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
RM_8_0,31,20,0.00, 0.50, 23.50, 30.50, 28.00, 31.00, 30.00, 31.00, 30.00, 14.50, 0.50, 0.00, 6.20,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 1.00, 2.00, 12.33, 23.00, 28.33, 31.00, 28.00, 26.33, 11.00, 0.00, 0.33, 1.00, 5.00, 8.50, 10.33, 22.67, 27.17, 31.00, 30.00, 25.17, 11.00, 5.33, 5.17, 5.00, 0.00, 0.00, 15.50, 31.00, 28.50, 31.00, 30.00, 10.00, 0.00, 0.00, 0.00, 0.00, 3.50, 1.50, 7.00, 15.50, 23.50, 31.00, 30.00, 23.50, 13.50, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
RM_8_5,30,20,0.00, 0.50, 22.00, 30.50, 28.00, 31.00, 30.00, 31.00, 30.00, 14.50, 0.50, 0.00, 6.20,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 1.00, 2.00, 12.33, 23.00, 28.33, 31.00, 28.00, 26.00, 11.00, 0.00, 0.33, 1.00, 5.00, 8.50, 10.33, 22.67, 27.17, 31.00, 30.00, 25.17, 11.00, 5.33, 5.17, 5.00, 0.00, 0.00, 15.50, 31.00, 28.50, 31.00, 30.00, 10.00, 0.00, 0.00, 0.00, 0.00, 4.00, 1.50, 7.00, 15.50, 23.50, 31.00, 30.00, 23.50, 13.50, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
RM_9_0,33,20,0.00, 0.50, 15.50, 28.50, 28.00, 31.00, 30.00, 31.00, 30.00, 14.00, 0.00, 0.00, 6.20,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 1.00, 1.67, 12.33, 23.00, 28.33, 31.00, 27.67, 24.00, 11.00, 0.33, 0.33, 1.00, 5.00, 8.50, 10.33, 22.67, 27.17, 31.00, 30.00, 25.17, 11.00, 5.33, 5.17, 5.00, 0.00, 0.00, 15.50, 31.00, 28.50, 31.00, 30.00, 9.50, 0.00, 0.00, 0.00, 0.00, 3.50, 1.50, 7.00, 15.50, 23.50, 31.00, 30.00, 23.00, 12.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
