Gage_Name, Gage_No, Threshold_cfs, Oct_ExtWet, Nov_ExtWet, Dec_ExtWet, Jan_ExtWet, Feb_ExtWet, Mar_ExtWet, Apr_ExtWet, May_ExtWet, Jun_ExtWet, Jul_ExtWet, Aug_ExtWet, Sep_ExtWet,Oct_Wet, Nov_Wet, Dec_Wet, Jan_Wet, Feb_Wet, Mar_Wet, Apr_Wet, May_Wet, Jun_Wet, Jul_Wet, Aug_Wet, Sep_Wet,Oct_AboveNorm, Nov_AboveNorm, Dec_AboveNorm, Jan_AboveNorm, Feb_AboveNorm, Mar_AboveNorm, Apr_AboveNorm, May_AboveNorm, Jun_AboveNorm, Jul_AboveNorm, Aug_AboveNorm, Sep_AboveNorm,Oct_Norm, Nov_Norm, Dec_Norm, Jan_Norm, Feb_Norm, Mar_Norm, Apr_Norm, May_Norm, Jun_Norm, Jul_Norm, Aug_Norm, Sep_Norm,Oct_BelowNorm, Nov_BelowNorm, Dec_BelowNorm, Jan_BelowNorm, Feb_BelowNorm, Mar_BelowNorm, Apr_BelowNorm, May_BelowNorm, Jun_BelowNorm, Jul_BelowNorm, Aug_BelowNorm, Sep_BelowNorm,Oct_Dry, Nov_Dry, Dec_Dry, Jan_Dry, Feb_Dry, Mar_Dry, Apr_Dry, May_Dry, Jun_Dry, Jul_Dry, Aug_Dry, Sep_Dry,Oct_CritDry, Nov_CritDry, Dec_CritDry, Jan_CritDry, Feb_CritDry, Mar_CritDry, Apr_CritDry, May_CritDry, Jun_CritDry, Jul_CritDry, Aug_CritDry, Sep_CritDry,
HI,10,20, NaN,  NaN,  NaN,  NaN, 0.21, 0.21,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 0.19,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
LA,3,20, NaN, 83.39, 990.07, 542.55, 1066.56, 970.76, 1000.65, 970.76, 1000.65, 2275.34,  NaN,  NaN,  NaN, 136.39, 304.97, 970.76, 1058.04, 970.76, 1000.65, 970.76, 1481.05, 140.53,  NaN, 87.29, 104.68, 95.56, 88.57, 673.61, 1055.21, 970.76, 1094.03, 970.76, 4064.01, 101.11, 157.09, 161.43, 1000.65, 546.24, 970.76, 445.79, 896.65, 970.76, 1000.65, 1832.00, 670.71, 2361.56, 153.02,  NaN,  NaN,  NaN, 104.07, 970.76, 1049.53, 970.76, 1000.65, 16146.40,  NaN,  NaN,  NaN,  NaN,  NaN, 85.12, 79.30, 2307.11, 593.95, 970.76, 1000.65, 1879.33, 2563.47,  NaN,  NaN,  NaN, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
Los_Padres_Res,63,20, NaN, 39.87, 328.43, 196.46, 359.44, 328.43, 338.10, 328.43, 397.86,  NaN,  NaN,  NaN,  NaN, 2126.05, 45.49, 328.43, 356.68, 328.43, 338.10, 372.29, 2180.96, 85.30,  NaN,  NaN, 44.72, 0.00, 57.69, 232.38, 355.75, 328.43, 1140.15, 370.15, 1237.88,  NaN,  NaN,  NaN, 339.37, 198.56, 328.43, 162.71, 355.75, 328.43, 345.72, 481.64, 989.26, 80.18, 85.30,  NaN,  NaN,  NaN, 51.42, 328.43, 353.91, 328.43, 452.61,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 43.00, 40.28, 376.54, 328.43, 338.10, 611.60, 2744.25,  NaN,  NaN,  NaN, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
NC,4,20, NaN,  NaN, 961.05, 534.75, 1049.00, 954.81, 984.19, 954.81, 984.19, 2519.21,  NaN,  NaN,  NaN, 124.62, 299.73, 954.81, 1040.63, 954.81, 984.19, 954.81, 1516.44, 108.85,  NaN, 94.84, 75.41,  NaN, 84.54, 662.66, 1037.84, 954.81, 1075.99, 745.23, 5056.85,  NaN, 172.84, 165.68, 984.19, 537.94, 954.81, 439.39, 882.20, 954.81, 984.19, 2024.72, 856.31, 2519.21, 157.47,  NaN,  NaN,  NaN, 104.14, 954.81, 1032.26, 954.81, 984.19, 8742.01,  NaN,  NaN,  NaN,  NaN,  NaN, 84.42, 78.36, 2230.43, 645.49, 954.81, 984.19, 1725.95, 2315.79,  NaN,  NaN,  NaN, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
Narrows,61,20, NaN, 73.27, 757.69, 435.63, 831.00, 757.69, 780.58, 757.69, 780.58, 1826.84,  NaN,  NaN, 757.69, 429.95, 252.62, 757.69, 824.49, 757.69, 780.58, 757.69, 1122.29, 154.51,  NaN, 87.61, 73.46, 3448.54, 89.35, 530.49, 822.32, 757.69, 851.95, 552.67, 1607.44,  NaN, 227.09, 179.02, 780.58, 442.94, 757.69, 369.46, 702.47, 757.69, 780.58, 1195.69, 1127.76, 757.69, 757.69, 780.58,  NaN,  NaN, 102.55, 757.69, 817.98, 757.69, 780.58, 2708.77,  NaN,  NaN,  NaN,  NaN, 2915.44, 80.05, 1324.56, 757.69, 469.77, 757.69, 780.58, 1113.01, 956.23,  NaN,  NaN,  NaN, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
PI,15,20, NaN,  NaN, 21.70, 14.10, 366.12, 155.77, 464.16,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 9.13, 175.48, 138.22, 247.44, 207.18,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 13.00, 90.37, 224.13, 269.40, 17.27,  NaN,  NaN,  NaN,  NaN,  NaN, 415.31,  NaN, 12.25, 163.12, 58.47, 379.33, 19.70,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 10.86, 233.28, 18.13, 493.88,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 13.45,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
PO,5,20, NaN,  NaN,  NaN, 4.36, 5.28, 4.06, 6.29,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 4.75, 4.25, 1000.05, 7.91,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 4.16, 3.68, 7.28, 4.29,  NaN,  NaN,  NaN,  NaN,  NaN, 2522.85,  NaN, 3.70, 4.55, 4.84, 6.03, 5.20,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 4.66,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
RC,6,20, NaN,  NaN,  NaN, 0.92, 1.04, 0.95, 1.31,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 1.01, 0.84, 217.29, 1.41,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 0.84, 0.84, 1.37, 0.86,  NaN,  NaN,  NaN,  NaN,  NaN, 770.55,  NaN, 0.81, 1.00, 0.95, 1.18, 1.08,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 1.56, 1.01,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
RM_0_5,18,20, NaN,  NaN, 985.23, 540.22, 1061.47, 966.13, 995.87, 966.13, 995.87, 2450.13,  NaN,  NaN,  NaN, 147.58, 91.38, 966.13, 1053.00, 966.13, 995.87, 966.13, 1473.85, 116.32,  NaN, 86.97,  NaN,  NaN, 84.80, 670.39, 1050.18, 966.13, 1088.81, 966.13, 4042.84,  NaN, 156.49, 161.02, 995.87, 543.83, 966.13, 443.83, 892.48, 966.13, 995.87, 2050.72, 841.85, 2550.56, 152.64,  NaN,  NaN,  NaN, 103.84, 966.13, 1044.53, 966.13, 995.87, 8861.13,  NaN,  NaN,  NaN,  NaN,  NaN, 84.93, 78.92, 2706.29, 673.13, 966.13, 995.87, 2016.52, 2773.43,  NaN,  NaN,  NaN, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
RM_10_5,35,20, NaN, 72.79, 751.10, 432.11, 823.76, 751.10, 773.79, 751.10, 773.79, 1810.51,  NaN,  NaN, 751.10, 426.32, 250.87, 751.10, 817.31, 751.10, 773.79, 751.10, 1120.42, 163.20,  NaN, 87.11, 72.97, 4068.58, 89.34, 525.94, 815.16, 751.10, 844.52, 550.06, 1592.99,  NaN, 226.87, 178.52, 773.79, 439.30, 751.10, 366.55, 696.44, 751.10, 773.79, 1185.00, 731.94, 751.10, 751.10, 773.79,  NaN,  NaN, 102.07, 751.10, 810.86, 751.10, 773.79, 2683.86,  NaN,  NaN,  NaN,  NaN, 3245.30, 81.64, 1285.44, 751.10, 465.91, 751.10, 773.79, 1207.05, 984.48,  NaN,  NaN,  NaN, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
RM_11_5,36,20, NaN, 72.04, 750.87, 431.83, 823.58, 750.87, 773.57, 750.87, 773.57, 2032.96, 109.46,  NaN, 1046.74, 425.90, 250.71, 750.87, 817.12, 750.87, 773.57, 750.87, 1174.99, 189.39,  NaN, 88.33, 72.67, 4068.83, 88.75, 525.59, 814.97, 750.87, 858.09, 552.85, 1728.46,  NaN, 228.93, 178.95, 773.57, 438.95, 750.87, 363.95, 696.22, 750.87, 773.57, 1273.71, 1249.99, 750.87, 750.87, 773.57,  NaN,  NaN, 101.55, 750.87, 810.67, 750.87, 773.57, 3010.33,  NaN,  NaN,  NaN,  NaN, 167.68, 81.05, 1509.53, 750.87, 466.27, 750.87, 773.57, 1150.49, 1065.95,  NaN,  NaN,  NaN, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
RM_12_0,37,20, NaN, 72.29, 751.66, 432.42, 824.42, 751.66, 774.37, 751.66, 774.37, 2034.61, 109.84,  NaN, 773.05, 426.45, 251.75, 751.66, 817.96, 751.66, 774.37, 751.66, 1167.36, 138.11,  NaN, 89.57, 74.04, 4071.70, 89.09, 526.21, 815.81, 751.66, 858.96, 553.53, 1867.49,  NaN, 229.62, 179.51, 774.37, 439.53, 751.66, 364.49, 696.98, 751.66, 774.37, 1283.96, 1271.31, 751.66, 751.66, 774.37,  NaN,  NaN, 101.89, 751.66, 811.50, 751.66, 774.37, 3093.74,  NaN,  NaN,  NaN,  NaN, 189.48, 81.39, 1409.01, 751.66, 467.93, 751.66, 774.37, 1208.26, 1067.87,  NaN,  NaN,  NaN, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
RM_12_5,38,20, NaN, 72.03, 751.77, 432.41, 824.58, 751.77, 774.50, 751.77, 774.50, 2227.18, 109.68,  NaN, 1339.47, 426.41, 251.61, 751.77, 818.12, 751.77, 774.50, 751.77, 1188.82, 172.96,  NaN, 90.73, 73.78, 4073.20, 88.88, 526.21, 815.96, 751.77, 859.13, 556.02, 1868.12,  NaN, 229.74, 179.55, 774.50, 439.51, 751.77, 364.44, 697.08, 751.77, 774.50, 1289.28, 1322.40, 751.77, 751.77, 774.50,  NaN,  NaN, 101.70, 751.77, 811.65, 751.77, 774.50, 3094.87,  NaN,  NaN,  NaN,  NaN, 189.40, 81.21, 76.16, 751.77, 467.93, 751.77, 774.50, 1152.02, 1171.50,  NaN,  NaN,  NaN, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
RM_13_0,39,20, NaN, 71.58, 727.55, 419.30, 797.81, 727.55, 749.48, 727.55, 749.48, 2284.22,  NaN,  NaN, 2474.03, 413.48, 244.85, 727.55, 791.57, 727.55, 749.48, 727.55, 1202.85, 174.25,  NaN, 89.04, 74.21, 4875.90, 87.61, 509.87, 789.49, 727.55, 831.16, 542.05, 1831.36,  NaN, 224.84, 174.66, 749.48, 426.17, 727.55, 353.79, 674.75, 727.55, 749.48, 1246.29, 1330.48, 727.55, 876.77, 749.48,  NaN,  NaN, 100.27, 727.55, 785.34, 727.55, 749.48, 3460.24,  NaN,  NaN,  NaN,  NaN, 225.68, 80.18, 74.99, 727.55, 456.21, 727.55, 749.48, 1232.52, 1132.04,  NaN,  NaN,  NaN, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
RM_13_5,40,20, NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 465.41,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
RM_14_0,41,20, NaN,  NaN, 694.58, 398.76, 761.63, 694.58, 715.51, 694.58, 715.51, 2746.07,  NaN,  NaN,  NaN, 117.52, 230.43, 694.58, 755.68, 694.58, 715.51, 694.58, 1319.43, 221.14,  NaN, 73.54, 71.60, 4674.20, 85.04, 486.92, 753.69, 694.58, 807.25, 536.77, 2456.89,  NaN,  NaN,  NaN, 715.51, 404.59, 694.58, 330.13, 643.45, 694.58, 715.51, 1467.70, 3637.89, 1541.24, 165.73,  NaN,  NaN,  NaN, 80.80, 694.58, 749.73, 694.58, 715.51, 10212.89,  NaN,  NaN,  NaN,  NaN, 158.73, 78.37, 71.60, 694.58, 434.52, 694.58, 715.51, 1242.31, 1433.66,  NaN,  NaN,  NaN, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
RM_14_5,42,20, NaN,  NaN, 694.87, 398.95, 761.96, 694.87, 715.82, 694.87, 715.82, 2957.65,  NaN,  NaN,  NaN, 111.75, 232.55, 694.87, 756.01, 694.87, 715.82, 694.87, 1304.65, 164.90,  NaN, 73.51, 71.78, 4676.02, 85.08, 487.13, 754.02, 694.87, 807.60, 694.87, 2488.56,  NaN,  NaN,  NaN, 715.82, 404.77, 694.87, 330.34, 643.73, 694.87, 715.82, 1468.30, 2220.74, 737.60, 3106.44,  NaN,  NaN,  NaN, 80.82, 694.87, 750.05, 694.87, 715.82, 5582.39,  NaN,  NaN,  NaN,  NaN, 158.89, 78.42, 71.64, 694.87, 435.79, 694.87, 715.82, 1328.64, 1346.84,  NaN,  NaN,  NaN, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
RM_15_5,43,20, NaN, 68.22, 662.19, 382.62, 725.81, 662.19, 682.06, 662.19, 682.06, 2800.70, 197.24,  NaN,  NaN, 682.06, 227.41, 662.19, 720.16, 662.19, 682.06, 662.19, 1247.69, 168.00,  NaN, 73.20, 71.51, 4422.51, 85.87, 465.25, 718.28, 662.19, 769.04, 662.19, 2357.43,  NaN,  NaN,  NaN, 682.06, 387.84, 662.19, 281.00, 614.95, 662.19, 682.06, 1388.38, 1819.66, 662.19, 1699.14,  NaN,  NaN,  NaN, 83.57, 662.19, 714.52, 662.19, 682.06, 3819.23,  NaN,  NaN,  NaN,  NaN, 158.96, 78.45, 71.36, 662.19, 419.40, 662.19, 682.06, 1117.96, 1281.07,  NaN,  NaN,  NaN, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 
