292.85	0.00	0.00    #stage, volume, area 
293.03	404.69	123.35
293.22	404.69	123.35
293.40	809.37	246.70
293.58	809.37	246.70
293.77	809.37	246.70
293.95	1214.06	370.04
294.13	1214.06	370.04
294.31	4046.86	2837.00
294.50	6474.98	5303.96
294.68	9307.78	7770.92
294.86	11735.89	10237.88
295.05	14568.70	12704.84
295.23	17401.50	15171.80
295.41	19829.61	17638.76
295.60	22662.42	20105.72
295.78	24281.16	24669.60
295.96	25899.90	30096.91
296.14	27518.65	35524.22
296.33	28732.71	41074.88
296.51	30351.45	46502.20
296.69	31565.51	52052.86
296.88	33184.25	57480.17
297.06	34803.00	62907.48
297.24	36017.05	69074.88
297.42	37635.80	76722.46
297.61	38849.86	84246.68
297.79	40468.60	91770.91
297.97	41682.66	99295.14
298.16	43301.40	106819.37
298.34	44515.46	114466.94
298.52	46134.20	121991.17
298.70	47348.26	129515.40
298.89	48157.63	138889.85
299.07	48967.01	148140.95
299.25	49371.69	157515.40
299.44	50181.06	166766.50
299.62	50990.44	176140.94
299.80	51799.81	185515.39
299.98	52609.18	194766.49
300.17	53013.87	204140.94
300.35	53823.24	214132.13
300.53	54632.61	224493.36
300.72	55037.30	234854.59
300.90	55846.67	245215.82
301.08	56656.04	255577.06
301.26	57465.41	265938.29
301.45	57870.10	276299.52
301.63	58679.47	286660.75
301.81	59488.84	297392.03
302.00	60298.21	308740.04
302.18	61107.59	320211.41
302.36	62321.64	331559.42
302.54	63131.02	342907.44
302.73	63940.39	354378.80
302.91	64749.76	365726.82
303.09	65963.82	377198.18
303.28	66773.19	388546.20
303.46	67987.25	401621.09
303.64	68796.62	414572.63
303.82	70010.68	427647.52
304.01	70820.05	440599.06
304.19	72034.11	453673.94
304.37	72843.48	466748.83
304.56	74057.54	479700.37
304.74	74866.91	492775.26
304.92	76080.97	506713.58
305.10	76890.34	521268.65
305.29	77699.71	535823.71
305.47	78913.77	550255.43
305.65	79723.14	564810.49
305.84	80937.20	579242.21
306.02	81746.57	593797.27
306.20	82555.94	608352.34
306.38	83770.00	623277.44
306.57	84579.37	639065.99
306.75	85793.43	654977.88
306.93	86602.80	670766.42
307.12	87412.18	686554.97
307.30	88626.23	702466.86
307.48	89435.61	718255.40
307.67	90649.66	734167.30
307.85	91459.04	749955.84
308.03	95101.21	768581.39
308.21	98743.38	787206.94
308.40	102385.56	805955.83
308.58	106027.73	824581.38
308.76	110074.59	843206.93
308.95	113716.77	861832.48
309.13	117358.94	880458.02
309.31	121001.11	899206.92
309.49	124643.29	922026.30
309.68	127880.78	947065.94
309.86	131118.26	972105.59
310.04	134760.44	997145.23
310.23	137997.93	1022061.53
310.41	141640.10	1047101.17
310.59	144877.59	1072140.82
310.77	148115.08	1097180.46
310.96	151352.56	1123576.93
311.14	153375.99	1152687.06
311.32	154994.74	1181920.54
311.51	157018.17	1211030.66
311.69	159041.60	1240140.79
311.87	161065.03	1269374.27
312.05	163088.46	1298484.40
312.24	165111.89	1327717.87
312.42	167135.32	1356828.00
312.60	168754.06	1388775.13
312.79	170372.81	1420722.26
312.97	171991.55	1452792.74
313.15	173205.61	1484739.88
313.33	174824.35	1516687.01
313.52	176443.10	1548634.14
313.70	178061.84	1580581.27
313.88	179680.58	1612651.75
314.07	180894.64	1645709.02
314.25	182108.70	1679506.37
314.43	183322.76	1713303.72
314.61	184536.82	1746977.72
314.80	185346.19	1780775.08
314.98	186560.25	1814449.08
315.16	187774.30	1848246.43
315.35	188988.36	1882043.78
315.53	190202.42	1916457.88
315.71	191821.16	1952228.80
315.89	193035.22	1988123.06
316.08	194653.97	2023893.98
316.26	195868.02	2059664.90
316.44	197486.77	2095559.17
316.50	197849.40	2107387.24
316.53	197849.40	2113307.56
316.57	198254.00	2119227.88
316.60	198254.00	2125271.54
316.63	198700.83	2131330.09
316.63	198658.60	2131191.86
316.66	199063.20	2137235.52
316.69	199063.20	2143155.84
316.72	199467.80	2149076.16
316.75	199467.80	2155119.82
316.78	199872.40	2161040.14
316.81	200319.57	2167224.36
316.81	200277.00	2167083.80
316.84	200277.00	2173004.12
316.87	200681.60	2178924.44
316.90	200681.60	2184968.10
316.93	201086.20	2190888.42
316.96	201086.20	2196932.08
316.98	201533.63	2202995.28
316.99	201490.80	2202852.40
317.00	201447.97	2202709.52
